lat,lon,name,stop_code,route_count
1.30943,103.63581,Wyeth Pharmaceuticals,25599,1
1.30163,103.63472,Pfizer Global,25601,1
1.30194,103.63452,Merck Sharp & Dohme,25609,1
1.2977,103.63303,Opp WestLink Two,25611,1
1.29438,103.63189,Starburst Engrg,25621,1
1.29033,103.6314,Container Connections,25631,1
1.29616,103.63843,Opp Roche S'pore Tech,25641,1
1.29935,103.63553,Novartis,25651,1
1.29336,103.63993,Bef Tuas Bay Lk,25661,1
1.2934,103.63952,Aft Tuas Bay Lk,25669,1
1.29455,103.64161,Bef Offshore Marine Ctr,25671,1
1.33249,103.63717,Bef Tuas West Ave,25681,3
1.33211,103.63713,Aft Tuas West Ave,25689,3
1.32852,103.63967,Aft Tuas West Rd Stn,25691,3
1.29559,103.62765,GlaxoSmithKline,25701,2
1.29567,103.62728,Edgen Murray,25709,2
1.28863,103.62507,Opp The Index,25711,2
1.28901,103.62489,The Index,25719,2
1.28511,103.62829,Opp Abbott,25721,2
1.28493,103.62826,Abbott,25729,2
1.2805,103.62711,Halliburton,25741,2
1.27806,103.62166,Bef Tuas Sth Ave 14,25751,2
1.27506,103.62422,Opp REC S'pore,25761,2
1.27433,103.63233,Aft Tuas Sth St 7,25771,2
1.2764,103.63581,Opp SLS,25781,2
1.28202,103.63613,Bef Tuas Sth Ave 10,25791,2
1.28451,103.63419,Bef Tuas Sth Ave 7,25801,2
1.33226,103.6432,Bef Tuas Ave 7,25811,1
1.3325,103.64353,Aft Tuas Ave 7,25819,1
1.31749,103.65259,Tuas Amenity Ctr,25821,1
1.31923,103.64877,Bef Tuas Ave 11,26011,1
1.31861,103.64806,Progress Galvanizing,26019,1
1.31726,103.64693,Bef Tuas Ave 13,26021,1
1.31781,103.64726,Chia Hock Trading Co,26029,1
1.31548,103.64525,Hiap Seng Engrg Ltd,26031,1
1.31606,103.64562,Asia Polyurethane,26039,1
1.31471,103.64305,Hiap Seng Engrg Ltd,26041,1
1.31487,103.64275,Damen Shipyard,26049,1
1.31639,103.6413,Blasting Abrasives,26051,1
1.31673,103.64084,PaxOcean,26059,1
1.31819,103.63941,BS Development,26061,1
1.3185,103.63898,Aft Tuas Ave 16,26069,1
1.32051,103.63702,Unifine Star Petrochem,26071,2
1.32061,103.63676,Bef Tuas Loop,26079,2
1.32249,103.63491,Bef Tuas Ave 18A,26081,2
1.32215,103.6351,Bef Tuas Ave 20,26089,2
1.32466,103.63614,Rotary Engrg,26091,2
1.32464,103.636,Bef Tuas Ave 13,26099,2
1.32687,103.63814,BASF Sth East Asia,26101,2
1.32728,103.63849,Bef Tuas Ave 11,26109,2
1.31464,103.65426,Tru-Marine,26111,1
1.31737,103.65136,Bef Tuas Amenity Ctr,26121,1
1.31902,103.6497,Aft Tuas Cres,26131,1
1.32669,103.64026,Mectron Engrg,26141,1
1.32453,103.64252,Tuas Lot,26151,1
1.32238,103.6448,3NC S'pore,26161,1
1.32013,103.64712,Richee Engrg,26171,1
1.32695,103.63193,Opp MSD,26201,4
1.32692,103.63175,MSD,26209,3
1.29097,103.63684,Framo S'pore Pte Ltd,26211,3
1.29325,103.637,Opp YLS Steel,26221,3
1.32051,103.63085,Aft Tuas Sth Ave 2,26241,2
1.32047,103.63122,Bef Tuas Sth Ave 2,26249,3
1.31727,103.62979,Bef Tuas Sth Ave 2,26251,2
1.31752,103.63011,Aft Tuas Sth Ave 2,26259,3
1.31442,103.62871,Aft Tuas Sth Ave 4,26261,2
1.31436,103.62896,Bef Tuas Sth Ave 4,26269,3
1.31133,103.62784,Aft Tuas Sth Ave 4,26279,2
1.30855,103.62682,Aft Tuas Sth St 2,26289,2
1.30511,103.62556,Bef Tuas Sth Ave 6,26299,2
1.30229,103.62978,Aft Tuas Sth Ave 6,26311,2
1.30604,103.63117,Bef Tuas Sth St 2,26321,2
1.3087,103.63213,Aft Tuas Sth St 2,26331,2
1.31161,103.63096,Tuas Technology Pk,26349,2
1.29847,103.62309,See Hup Seng,26369,2
1.29387,103.62192,Yong Nam,26379,2
1.29055,103.62453,Bef Tuas Sth Ave 5,26389,2
1.28949,103.62746,Aft Tuas View Cres,26399,2
1.28913,103.6302,Multico,26409,2
1.28892,103.63302,Aft Tuas View Circuit,26419,3
1.2887,103.63587,Bef Tuas Sth Ave 9,26429,3
1.29448,103.63619,Aft Tuas Sth Ave 9,26431,2
1.29569,103.63297,Bef Tuas Sth Ave 7,26441,2
1.2969,103.62978,Bef Tuas Sth Ave 5,26451,2
1.29946,103.62877,Aft Tuas Sth Ave 8,26461,2
1.35586,103.68611,Hall 11 Blk 55,27011,1
1.35324,103.68193,Hall 15,27021,1
1.35187,103.68052,Hall 12,27031,1
1.35072,103.67864,NIE CP 7,27041,1
1.34845,103.67666,NIE Lib,27051,1
1.34985,103.68387,Sch of ADM,27061,3
1.35009,103.68418,Blk 41,27069,1
1.35508,103.68453,Nanyang Cres Halls,27071,1
1.34911,103.70389,Opp Blk 271 CP,27091,5
1.35024,103.70361,Blk 271 CP,27099,4
1.35259,103.70112,Opp Westwood Sec Sch,27101,5
1.35309,103.70082,Westwood Sec Sch,27109,4
1.35682,103.69521,Bef Nanyang Ave,27121,3
1.35733,103.69516,Opp Nanyang Ave,27129,3
1.34194,103.68853,Blk 932,27131,3
1.34203,103.68898,Blk 934,27139,1
1.33968,103.6878,Blk 920,27141,3
1.33907,103.68876,Juying Pr Sch,27149,1
1.34034,103.69005,Blk 924,27159,2
1.35693,103.69424,Bef Jln Bahar,27169,1
1.35605,103.69168,Bef Lor Danau,27171,1
1.35618,103.69178,Aft Lor Danau,27179,1
1.35588,103.68904,PUB Sub-Stn,27181,1
1.35607,103.68904,Opp PUB Sub-Stn,27189,1
1.35434,103.68686,Hall 11,27199,1
1.35151,103.68569,Halls 8 & 9,27209,1
1.34793,103.6805,Lee Wee Nam Lib,27211,3
1.34793,103.68025,NIE Blk 2,27219,1
1.34623,103.67852,Sch of CEE,27221,3
1.34208,103.67922,Wee Kim Wee Sch of C&I,27231,3
1.33999,103.68089,SPMS,27241,3
1.34115,103.68366,Academic Bldg Sth,27251,3
1.34378,103.68692,Hall 4,27261,3
1.342,103.69132,Blk 962,27271,3
1.3421,103.69119,Blk 953,27279,3
1.34566,103.68781,Hall 1,27281,3
1.34772,103.6865,Opp Hall 6,27291,3
1.34045,103.6944,Blk 978,27301,6
1.34107,103.69427,Blk 705,27309,6
1.34902,103.68539,Hall 2,27311,3
1.34404,103.69173,Blk 949,27321,1
1.34404,103.69186,Blk 840,27329,1
1.34537,103.69941,West Grove Pr Sch,27331,2
1.34673,103.69781,Blk 729,27341,4
1.34681,103.69782,Blk 745,27349,3
1.34423,103.69613,Blk 715,27351,4
1.34441,103.69601,Blk 817,27359,4
1.34294,103.69452,Blk 710,27361,4
1.34285,103.6941,Blk 834,27369,5
1.34754,103.70116,Opp Blk 755,27371,6
1.34802,103.70097,Blk 755,27379,7
1.3485,103.69615,Blk 857,27391,4
1.34868,103.6964,Bet Blks 859/860,27399,4
1.34737,103.69414,Opp Blk 821,27401,4
1.34719,103.69417,Blk 821,27409,4
1.34591,103.69274,Blk 844A CP,27411,4
1.34575,103.69282,Blk 827,27419,4
1.34283,103.69536,Blk 701,27421,3
1.34287,103.69556,Blk 711,27429,4
1.34987,103.69745,Blk 762,27431,8
1.34955,103.6972,Blk 861,27439,9
1.35033,103.70079,Bet Blks 757/758,27441,4
1.35053,103.70108,Aft Westwood Ave,27449,4
1.35129,103.70415,Bet Blks 272D/271A,27451,4
1.35145,103.70399,Blk 273B,27459,4
1.35323,103.70505,Opp Blk 276B,27461,3
1.35295,103.70489,Blk 276B,27469,4
1.35217,103.70782,Corporation Pr Sch,27471,1
1.35189,103.70818,Opp Corporation Pr Sch,27479,2
1.34097,103.69167,NTUC Health Nursing Hme,27501,1
1.34044,103.69136,Bef Yunnan Cres,27509,1
1.33925,103.69311,Blk 974,27511,1
1.34004,103.69292,Opp Blk 974,27519,1
1.33681,103.69406,Blk 986 CP,27521,1
1.3363,103.69406,Opp Blk 987A,27529,1
1.34053,103.68697,Blk 918,27531,3
1.34072,103.68689,Bef Xingnan Pr Sch,27539,1
1.33235,103.74066,Jurong East Int,28009,20
1.32426,103.75915,Bef Toh Tuck Ave,28011,8
1.32493,103.75894,Aft Toh Tuck Ave,28019,10
1.32616,103.75545,Opp 8 @Tradehub 21,28021,4
1.32689,103.75436,8 @ Tradehub 21,28029,5
1.3279,103.75101,Bef The Synergy,28031,4
1.32808,103.75141,Aft Boon Lay Sub Stn,28039,5
1.33008,103.74828,The Synergy,28041,5
1.3307,103.7481,Opp The Synergy,28049,6
1.33229,103.74574,Opp Ng Teng Fong Gen Hosp,28051,4
1.33261,103.74581,Ng Teng Fong General Hosp,28059,4
1.33596,103.74255,J Gateway,28061,5
1.33644,103.74256,Blk 203,28069,2
1.33765,103.73904,Blk 105,28071,6
1.3384,103.7386,Blk 210,28079,5
1.33951,103.73665,Blk 112,28081,6
1.34016,103.73635,Bef Yuhua CC,28089,5
1.34426,103.72012,Lakeside Stn,28091,13
1.34432,103.71927,Opp Lakeside Stn,28099,11
1.33312,103.75906,Opp SMRT Ulu Pandan Depot,28101,4
1.33327,103.75933,SMRT Ulu Pandan Depot,28109,5
1.32997,103.7582,Bef Toh Tuck Lk,28181,4
1.32992,103.75851,Aft Toh Tuck Lk,28189,6
1.33268,103.74384,Opp Jem,28199,1
1.33206,103.74185,Opp The JTC Summit,28201,1
1.33419,103.74071,Bef Jurong East Stn,28211,19
1.32719,103.74515,Opp Intl Business Pk,28221,10
1.32537,103.74593,German Ctr,28229,14
1.32986,103.74248,Jurong Town Hall,28231,8
1.32972,103.74315,Jurong Town Hall Int,28239,14
1.33176,103.73957,Opp Jurong East Lib,28241,8
1.33261,103.73905,Jurong East Lib,28249,11
1.33383,103.73699,S'pore Science Ctr,28251,6
1.33415,103.73699,Opp S'pore Science Ctr,28259,6
1.33614,103.7349,Aft S'pore Science Ctr,28261,6
1.33653,103.73499,Blk 118,28269,6
1.33899,103.73391,Opp Blk 114,28271,6
1.33948,103.73424,Blk 114,28279,6
1.34206,103.73538,Opp Blk 227,28281,14
1.34206,103.73576,Blk 228,28289,13
1.34446,103.73638,Blk 303,28291,13
1.34466,103.7368,Blk 253,28299,12
1.33486,103.74044,Blk 131,28301,13
1.32629,103.74578,Intl Business Pk,28309,2
1.33825,103.74108,Blk 209,28311,10
1.33863,103.74173,Blk 207,28319,8
1.34127,103.7409,Blk 239,28321,6
1.34147,103.74044,Blk 246,28329,6
1.34204,103.73805,Blk 229,28331,6
1.34271,103.73738,Blk 252,28339,6
1.34247,103.73271,Chinese Gdn Stn,28341,4
1.34255,103.73319,Opp Chinese Gdn Stn,28349,4
1.34362,103.73106,Opp Blk 350,28351,2
1.34389,103.7312,Blk 350,28359,4
1.34419,103.72749,Jurong Lake,28361,2
1.3445,103.72747,Opp Jurong Lake,28369,3
1.34488,103.72409,Bef Jurong West St 51,28371,2
1.34508,103.724,Aft Jurong West St 51,28379,3
1.34627,103.7213,Blk 515,28381,5
1.34646,103.72147,Opp Blk 515,28389,6
1.34978,103.71937,Blk 501,28391,4
1.34975,103.71965,Blk 458,28399,4
1.35065,103.71861,Blk 502,28401,8
1.35081,103.71794,Blk 454,28409,8
1.34805,103.71762,Blk 526,28411,1
1.34592,103.71935,Blk 517,28421,1
1.3345,103.73882,Blk 134,28431,14
1.33451,103.73857,Blk 124,28439,11
1.33577,103.73885,Seventh-Day Advent Ch,28441,14
1.33618,103.73945,Bef Seventh-Day Advent Ch,28449,14
1.34394,103.73466,Parc Oasis,28451,11
1.34441,103.73432,Opp Parc Oasis,28459,12
1.34533,103.73205,Blk 347,28461,12
1.34613,103.73193,Blk 316,28469,11
1.34811,103.73225,Opp Blk 311,28471,2
1.34618,103.73422,Blk 306,28481,2
1.34906,103.73079,Opp Jurong Polyclinic,28491,10
1.34963,103.73046,Jurong Polyclinic,28499,11
1.3498,103.72738,Blk 490,28501,11
1.35003,103.72654,Blk 422,28509,11
1.35064,103.72372,Blk 463,28511,11
1.35058,103.72452,Blk 425,28519,11
1.35098,103.7212,Blk 457,28521,11
1.35118,103.72065,Blk 441,28529,11
1.35006,103.71653,Blk 536,28531,6
1.34975,103.71542,Blk 538,28539,7
1.35236,103.71726,Blk 551,28541,2
1.35309,103.71994,Blk 560A,28551,2
1.35319,103.72232,Blk 402,28561,2
1.35242,103.72542,Blk 416,28571,2
1.34925,103.72571,Blk 491,28581,2
1.34646,103.72538,Opp Blk 481,28591,2
1.34734,103.72317,Yuhua Sec Sch,28601,2
1.34928,103.72107,Opp Blk 461,28611,2
1.34217,103.74408,Blk 241,28621,5
1.34268,103.74475,Blk 266,28629,7
1.34053,103.74419,Opp Blk 288D,28631,13
1.34046,103.74396,Blk 288E,28639,9
1.33918,103.7461,Blk 284,28641,13
1.33901,103.74603,Blk 286A,28649,9
1.33515,103.74794,Opp IMM Bldg,28651,9
1.33446,103.74768,IMM Bldg,28659,7
1.33666,103.74952,Opp Jurong East Warehse,28661,3
1.33645,103.74936,Jurong East Warehse,28669,2
1.33715,103.75226,Alliance Bldg,28671,3
1.33661,103.7511,Bef Toh Guan Rd East,28679,2
1.3372,103.75489,Toh Guan Ctr,28681,3
1.33728,103.75441,Opp Toh Guan Ctr,28689,2
1.33565,103.75749,Wang-Fu Ind Pte Ltd,28691,3
1.33567,103.75724,Opp Uni-Tech Ctr,28699,2
1.3315,103.75773,Aft Old Toh Tuck Rd,28701,3
1.33164,103.75734,Bef Old Toh Tuck Rd,28709,2
1.33021,103.7433,Jurong Town Hall Int,29009,8
1.30855,103.73362,Opp Sanmina-SCI,29011,1
1.30809,103.73377,Sanmina-SCI,29019,2
1.31267,103.7345,Aft Jln Buroh,29021,2
1.31367,103.73497,Bef Penjuru Cl,29029,4
1.31653,103.73539,Aft Penjuru Pl,29031,2
1.31791,103.7359,Bef Penjuru Wk,29039,4
1.3063,103.73605,Ban Joo,29041,2
1.30598,103.73669,LTH Logistics,29049,1
1.30462,103.74285,Opp Caltex S'pore,29051,1
1.30437,103.74253,Caltex S'pore,29059,1
1.30297,103.74607,Aft Pandan Rd,29069,1
1.30423,103.75179,Gas Svc Intl,29071,1
1.30178,103.75284,Franklin Offshore,29081,1
1.30147,103.7527,Swanson Plastics,29089,1
1.29942,103.75254,Opp Sia Huat,29091,1
1.29939,103.75207,Bef Sia Huat,29099,1
1.29856,103.74998,PPL Shipyard,29101,1
1.29875,103.7497,Opp PPL Shipyard,29109,1
1.30003,103.74685,Transerve,29111,1
1.30076,103.7472,ComfortDelGro Engrg,29119,1
1.3067,103.73955,Opp CLP Intl,29121,2
1.30639,103.73949,CLP Intl,29129,1
1.30296,103.75137,Opp Foh Foh Pte Ltd,29139,1
1.30184,103.74864,Senkee Logistics Hub,29149,1
1.32532,103.73751,Aft Teban Gdns Cres,29159,1
1.30505,103.7501,Bef Pandan Rd,29161,1
1.37368,103.71423,Tengah Air Base,30011,2
1.37333,103.71366,Opp Tengah Air Base,30019,4
1.37444,103.71705,Opp Keat Hong Camp,30021,2
1.37416,103.7171,Keat Hong Camp,30029,4
1.37462,103.71984,Opp Army Logistics Base,30031,2
1.37432,103.71982,Army Logistics Base,30039,4
1.37462,103.72189,Opp Home Team Acad,30041,2
1.37431,103.72384,Home Team Acad,30049,4
1.37456,103.72537,Aft Track 14,30051,2
1.3744,103.72614,Opp Track 14,30059,4
1.37728,103.73431,Opp Hai Inn See Tp,30081,2
1.37716,103.73409,Aft Hai Inn See Tp,30089,5
1.37943,103.73086,Chengtai Nursery,30091,2
1.37972,103.73123,Opp Chengtai Nursery,30099,4
1.37371,103.7389,Blk 485B,30101,2
1.37375,103.73835,Opp Blk 485A,30109,2
1.37246,103.74283,Blk 804B,30111,4
1.37289,103.7404,Aft Choa Chu Kang Ave 6,30119,2
1.37212,103.74444,Blk 805D,30121,4
1.37204,103.74381,Opp Blk 805D,30129,3
1.37174,103.68427,Choa Chu Kang Rd End,31009,1
1.35882,103.69388,Aft Nanyang Ave,31011,2
1.36,103.69395,Bef Nanyang Ave,31019,2
1.36599,103.69327,Civil Defence Acad,31031,2
1.36564,103.69331,Opp Civil Defence Acad,31039,2
1.36893,103.69393,Bef Muslim Cemy Path 7,31041,2
1.3694,103.69424,Aft Chr Cemy Path 9,31049,2
1.37226,103.69445,Pusara Aman Mque,31051,2
1.37208,103.69467,Aft Cemy Chapel,31059,2
1.37036,103.688,Nirvana Memorial Gdn,31121,2
1.36997,103.68741,Aft Nirvana Memorial Gdn,31129,4
1.3721,103.69015,CCK Cemy Office,31131,2
1.37211,103.69038,Opp CCK Cemy Office,31139,4
1.3741,103.69342,Aft Gdn of Remembrance,31141,2
1.37395,103.69401,Bef Gdn of Remembrance,31149,4
1.37363,103.69597,Aft Lim Chu Kang Rd,31151,2
1.37337,103.6962,Bef Lim Chu Kang Rd,31159,4
1.37253,103.70209,Opp Teen Challenge,31161,2
1.37245,103.70122,Teen Challenge,31169,4
1.37241,103.70419,Opp Jln Berseri,31171,2
1.37234,103.70355,Aft Jln Berseri,31179,4
1.37161,103.70991,B26 Old Choa Chu Kang Rd,31191,2
1.37098,103.70932,B25 Old Choa Chu Kang Rd,31199,4
1.41602,103.70057,Aft Track 13,32071,3
1.41745,103.7012,Sg Gedong Camp,32081,3
1.41682,103.70109,Aft Sg Gedong Camp,32089,1
1.37292,103.68517,Aft Old Choa Chu Kang Rd,32121,3
1.37359,103.68549,Bef Old Choa Chu Kang Rd,32129,1
1.38177,103.68414,Bef Chinese & Muslim Cemy,32131,3
1.38083,103.68459,Aft Chinese & Muslim Cemy,32139,1
1.39517,103.69183,B27 Lim Chu Kang Rd,32141,3
1.39501,103.69213,B26 Lim Chu Kang Rd,32149,1
1.41409,103.69662,Opp Lim Chu Kang Substation No. 1,32151,3
1.41403,103.69734,Bef Lim Chu Kang Substation No. 1,32159,1
1.41959,103.70223,B19 Lim Chu Kang Rd,33011,3
1.4192,103.70216,B20 Lim Chu Kang Rd,33019,1
1.42179,103.70324,Opp Neo Tiew Rd,33021,3
1.4208,103.70292,Aft Neo Tiew Rd,33029,1
1.42398,103.70423,Aft Jln Bahtera,33031,3
1.4233,103.70408,Opp Jln Bahtera,33039,1
1.42762,103.70594,Opp Lim Chu Kang Lane 3,33041,3
1.42622,103.70544,Aft Lim Chu Kang Lane 3,33049,1
1.43025,103.70683,Bef Lim Chu Kang Lane 3A,33051,2
1.42936,103.70663,Aft Lim Chu Kang Lane 3A,33059,1
1.44483,103.70757,Police Coast Guard,34009,2
1.43318,103.70782,Opp Lim Chu Kang Lane 4,34011,2
1.43253,103.70774,Aft Lim Chu Kang Lane 4,34019,1
1.43519,103.70805,Opp Lim Chu Kang Lane 5,34021,2
1.43497,103.70818,Bef Lim Chu Kang Lane 5,34029,1
1.43767,103.70796,Aft Lim Chu Kang Lane 6,34031,2
1.43659,103.70812,Bef Lim Chu Kang Lane 6,34039,1
1.43887,103.70791,B03 Lim Chu Kang Rd,34041,2
1.43837,103.70802,Aft Lim Chu Kang Lane 8,34049,1
1.44276,103.70775,Aft Lim Chu Kang Lane 8,34051,2
1.44234,103.70787,Yishun Dairy Farm,34059,1
1.30606,103.84909,Little India Stn Exit A,40011,11
1.30664,103.8492,Little India Stn,40019,13
1.31103,103.84279,Bef Winstedt Rd,40021,5
1.31142,103.84266,Aft Makepeace Rd,40029,5
1.31179,103.84098,Newton FC,40031,5
1.3123,103.84073,Opp Newton FC,40039,5
1.31372,103.8381,Newton Stn Exit C,40041,6
1.31402,103.83885,Opp Newton Stn Exit C,40049,6
1.31588,103.83632,Balmoral Plaza,40051,6
1.31662,103.83634,Chancery Ct,40059,6
1.3183,103.83435,Anglo-Chinese Sch,40069,6
1.31918,103.82921,Leng Kwang Baptist Ch,40071,6
1.31972,103.82991,Bef Swiss Cottage Est,40079,6
1.32013,103.82605,Stevens Stn Exit 1,40081,6
1.32051,103.82739,Aft Stevens Stn Exit 5,40089,6
1.32102,103.82351,Bef Lewis Rd,40091,8
1.32185,103.82344,Aft Dunkirk Ave,40099,8
1.31036,103.84779,KK Women & Children Hosp,40101,5
1.30949,103.84771,Opp KK Women & Child Hosp,40109,7
1.31806,103.83263,Ferrell Residences,40111,6
1.3189,103.8325,Bef Goldhill Ave,40119,6
1.31458,103.84053,Opp Newton Life Ch,40121,5
1.31454,103.84083,Newton Life Ch,40129,5
1.31095,103.83582,Opp Env Bldg,40171,6
1.31133,103.83687,Env Bldg,40179,12
1.31247,103.83808,Newton Stn Exit A,40181,10
1.31227,103.8381,Newton Stn Exit B,40189,8
1.31269,103.83043,Aft Draycott Pk,40191,4
1.31258,103.83191,Aft Balmoral Rd,40199,6
1.31359,103.82743,Chelsea Gdns Condo,40201,4
1.31389,103.82739,Novotel Mercure @ Stevens,40209,6
1.31655,103.82586,Opp Met YMCA,40211,4
1.31703,103.82604,Bef Met YMCA,40219,6
1.31903,103.82546,Stevens Stn Exit 3,40221,4
1.31924,103.82571,Bef Stevens Stn Exit 2,40229,6
1.32231,103.82577,Raffles Town Club,40231,13
1.32259,103.82622,Bef Stevens Stn Exit 4,40239,15
1.32492,103.82735,St. Joseph's Instn,40249,7
1.34054,103.82231,Aft Wallace Way,40251,2
1.34031,103.82256,Bef Wallace Way,40259,2
1.3413,103.82707,LP 52,40261,2
1.34106,103.82661,LP 57,40269,2
1.30881,103.84635,Opp KK Women & Child Hosp,40271,5
1.30982,103.84604,KK Women & Children Hosp,40279,5
1.35607,103.74362,Blk 467B,40281,2
1.35584,103.74339,Opp Blk 467B,40289,1
1.35333,103.74287,Blk 451A,40301,1
1.35368,103.74299,Opp Blk 451A,40309,1
1.3573,103.73891,Blk 439C,40311,3
1.35174,103.73947,Dulwich College,40321,3
1.35097,103.73962,Millennia Institute,40329,3
1.3533,103.7403,Blk 460D,40331,1
1.35347,103.74088,Blk 448B,40339,2
1.35462,103.7389,Bef Blk 440A,40341,2
1.35497,103.7394,Blk 461,40349,1
1.355,103.741,Blk 461C,40351,3
1.35559,103.7408,Opp Blk 461C,40359,5
1.35715,103.74086,Blk 438A,40361,3
1.35763,103.7414,Blk 464A,40369,2
1.35813,103.74305,Opp Blk 465A,40371,1
1.35754,103.74357,Blk 467 CP,40379,1
1.35636,103.73427,Blk 111,40381,6
1.35647,103.73442,Tengah CC,40389,7
1.35926,103.73319,Blk 231B,40391,2
1.35984,103.73424,Blk 123B,40399,3
1.35711,103.73109,Blk 224A,40401,7
1.35739,103.73181,Blk 132B,40409,7
1.35755,103.7293,Blk 221B,40411,7
1.3572,103.7294,Blk 215,40419,6
1.35938,103.72969,Blk 220A,40421,6
1.3594,103.7293,Blk 242,40429,5
1.36142,103.73163,Blk 237A,40431,6
1.3611,103.731,Opp Blk 236A,40439,5
1.36187,103.73349,Blk 238,40441,7
1.3622,103.7335,Blk 324B,40449,6
1.36166,103.73591,Blk 306B,40451,12
1.3617,103.7356,Blk 321,40459,10
1.36184,103.73826,Blk 308A,40461,1
1.36185,103.73839,Blk 319A,40469,1
1.35933,103.73634,Blk 126A,40471,2
1.35959,103.73642,Blk 307B,40479,2
1.35285,103.73501,Bef Blk 113,40481,3
1.35338,103.73549,Opp Blk 113,40489,2
1.35298,103.73365,Bef Plantation Cres,40491,3
1.35312,103.7334,Aft Plantation Cres,40499,2
1.35477,103.73188,Blk 131D,40501,3
1.35439,103.7322,Opp Blk 131D,40509,2
1.3627,103.73597,Tengah Int,41009,12
1.32236,103.81892,NUS Bt Timah Campus,41011,8
1.32267,103.82025,Aft Kheam Hock Rd,41019,8
1.32265,103.81554,Botanic Gdns Stn,41021,8
1.32333,103.81631,Opp Botanic Gdns Stn,41029,8
1.32307,103.81198,Bef Crown Ctr,41031,11
1.32398,103.8103,Coronation Plaza,41041,11
1.3247,103.81026,Opp Coronation Plaza,41049,11
1.32613,103.80715,Tan Kah Kee Stn,41051,11
1.32705,103.80572,Chinese High Sch,41061,11
1.32653,103.80759,Opp Tan Kah Kee Stn,41069,11
1.32899,103.80266,Opp Natl JC,41071,11
1.3294,103.80305,Natl JC,41079,11
1.33082,103.79727,Sixth Ave Stn,41081,11
1.33045,103.79993,Aft Jln Naga Sari,41089,11
1.31908,103.80922,St. Margaret's Sec Sch,41101,9
1.31945,103.81053,Opp St. Margaret's Sec Sch,41109,9
1.32081,103.81185,Lutheran Twrs,41111,9
1.32074,103.81245,Opp Lutheran Twrs,41119,9
1.32554,103.81351,S'pore Bible Coll,41121,6
1.32543,103.814,Opp S'pore Bible Coll,41129,6
1.32974,103.81451,Opp The Japanese Assn,41131,6
1.32963,103.81486,Aft The Japanese Assn,41139,6
1.33489,103.81796,Aft Adam Dr,41141,2
1.338,103.81932,Aft Sime Rd,41151,2
1.3387,103.81989,Aft Lornie Wk,41159,2
1.33506,103.81874,Aft Kheam Hock Rd,41161,5
1.33508,103.82011,Bef Kheam Hock Rd,41169,7
1.33161,103.79503,Sixth Ave Ctr,42011,12
1.3317,103.79657,Opp Sixth Ave Stn,42019,11
1.33255,103.79237,Aft Maple Ave,42021,12
1.33325,103.79206,Aft Swiss Club Rd,42029,12
1.33333,103.78998,The Tessarina,42031,12
1.33475,103.7878,Opp The Nexus,42039,12
1.33443,103.78689,The Nexus,42041,12
1.3358,103.78463,Hua Guan Gdns,42049,12
1.33598,103.78264,King Albert Pk Stn,42051,12
1.3368,103.7818,Opp King Albert Pk Stn,42059,12
1.33688,103.78039,King Albert Pk,42061,12
1.33876,103.77695,Pei Hwa Presby Pr Sch,42071,15
1.33926,103.77699,Opp Pei Hwa Presby Pr Sch,42079,5
1.34007,103.77941,Opp Bt Timah Plaza,42089,12
1.34279,103.77539,Beauty World Stn Exit B,42091,8
1.3416,103.77579,Beauty World Stn Exit A,42099,4
1.34339,103.77684,Opp Beauty World Ctr,42109,4
1.34585,103.77263,Woh Hup Bldg,42111,8
1.34583,103.7733,Southaven II,42119,8
1.33016,103.79516,Sixth Ave Ville,42129,3
1.32858,103.79422,Aft Lantana Ave,42131,3
1.32878,103.79444,Avenue Villa,42139,3
1.33609,103.77817,Bef Dunearn Rd,42141,7
1.33607,103.77862,Aft Bt Timah Rd,42149,7
1.34009,103.77532,Beauty World Stn Exit C,42151,12
1.34037,103.77531,Opp Beauty World Stn,42159,11
1.34028,103.77265,Blk 18,42161,11
1.34039,103.77366,Opp Blk 19,42169,11
1.34262,103.77026,Signature Pk Condo,42171,8
1.34198,103.77101,Aft Chun Tin Rd,42179,8
1.34363,103.76943,Opp The Hillford,42181,8
1.34379,103.7696,The Hillford,42189,8
1.34643,103.76696,Bef Bt Batok East Ave 6,42191,7
1.34608,103.76761,Aft Bt Batok East Ave 6,42199,7
1.33939,103.76383,Bef Toh Tuck Rise,42201,3
1.33915,103.76364,Aft Toh Tuck Rise,42209,3
1.33974,103.7656,Highgate Pk,42211,2
1.3396,103.76535,Opp Highgate Pk,42219,2
1.33962,103.76764,Forett @ Bt Timah,42221,2
1.33943,103.76827,Aft Toh Tuck Terr,42229,2
1.34057,103.77061,Bef Jln Jurong Kechil,42231,3
1.34027,103.77016,Aft Jln Jurong Kechil,42239,3
1.33712,103.76708,Aft Eng Kong Pl,42241,1
1.33697,103.76697,Bef Eng Kong Pl,42249,1
1.34106,103.77708,Aft Upp Bt Timah Rd,42259,8
1.3377,103.7643,Opp Toh Tuck Cres,42291,1
1.33737,103.76448,Aft Toh Tuck Cres,42299,1
1.33875,103.76867,Opp Hse No. 19,42301,1
1.33806,103.76891,Hse No. 45,42309,1
1.33866,103.76028,Opp Burgundy Hill,42311,6
1.33915,103.76044,Burgundy Hill,42319,7
1.36164,103.76695,Bef Hillview Stn Exit B,42991,1
1.34999,103.75106,Bt Batok Int,43009,18
