planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,project_name,street_name,postal_district,market_segment,floor_level,type_of_sale,type_of_area,unit_price_psf,unit_price_psm,source_quality
SERANGOON,1680000,442.5,Terrace House,99 yrs lease commencing from 1965,5.0,2021-10,SERANGOON GARDEN ESTATE,JALAN CHULEK,19,Outside Central Region,-,Resale,Land,353,3797,not_clean
SERANGOON,4000000,250.2,Semi-Detached House,Freehold,5.0,2021-10,LANDED HOUSING DEVELOPMENT,LORONG GAMBIR,19,Outside Central Region,-,Resale,Land,1485,15987,not_clean
SERANGOON,8380000,820.4,Detached House,Freehold,5.0,2021-10,TAI HWAN GARDEN,TAI HWAN HEIGHTS,19,Outside Central Region,-,Resale,Land,949,10215,not_clean
SERANGOON,3950000,320.4,Semi-Detached House,Freehold,5.0,2021-10,LANDED HOUSING DEVELOPMENT,VALLEY ROAD,19,Outside Central Region,-,Resale,Land,1145,12328,not_clean
SERANGOON,2850000,207.9,Terrace House,Freehold,5.0,2021-10,LANDED HOUSING DEVELOPMENT,LIM AH PIN ROAD,19,Outside Central Region,-,Resale,Land,1274,13709,not_clean
SERANGOON,3500000,273.4,Semi-Detached House,999 yrs lease commencing from 1955,5.0,2021-10,SERANGOON GARDEN ESTATE,WORTHING ROAD,19,Outside Central Region,-,Resale,Land,1189,12802,not_clean
SERANGOON,3750000,183.0,Terrace House,999 yrs lease commencing from 1886,5.0,2021-10,LANDED HOUSING DEVELOPMENT,PHILLIPS AVENUE,19,Outside Central Region,-,Resale,Land,1904,20492,not_clean
SERANGOON,13000000,997.4,Detached House,Freehold,5.0,2021-10,LANDED HOUSING DEVELOPMENT,MARLENE AVENUE,19,Outside Central Region,-,Resale,Land,1211,13034,not_clean
SERANGOON,4733000,321.1,Semi-Detached House,Freehold,5.0,2021-10,TAI YUAN GARDEN,TAI YUAN HEIGHTS,19,Outside Central Region,-,Resale,Land,1369,14740,not_clean
SERANGOON,4100000,243.1,Semi-Detached House,999 yrs lease commencing from 1876,5.0,2021-10,LANDED HOUSING DEVELOPMENT,HAI SING CRESCENT,19,Outside Central Region,-,Resale,Land,1567,16865,not_clean
SERANGOON,3760000,320.1,Semi-Detached House,999 yrs lease commencing from 1884,5.0,2021-10,LANDED HOUSING DEVELOPMENT,POH HUAT ROAD,19,Outside Central Region,-,Resale,Land,1091,11746,not_clean
SERANGOON,3050000,210.7,Terrace House,99 yrs lease commencing from 2011,5.0,2021-10,HAUS@SERANGOON GARDEN,SERANGOON GARDEN DRIVE,19,Outside Central Region,-,Resale,Land,1345,14476,not_clean
SERANGOON,2890000,156.3,Terrace House,999 yrs lease commencing from 1877,5.0,2021-10,PARRY PARK,PARRY TERRACE,19,Outside Central Region,-,Resale,Land,1718,18490,not_clean
SERANGOON,6800000,468.4,Detached House,Freehold,5.0,2021-10,LANDED HOUSING DEVELOPMENT,AROOZOO LANE,19,Outside Central Region,-,Resale,Land,1349,14518,not_clean
SERANGOON,3780000,151.6,Terrace House,Freehold,5.0,2021-10,FLORENCE GROVE,FLORENCE CLOSE,19,Outside Central Region,-,Resale,Land,2316,24934,not_clean
SERANGOON,4088000,246.7,Semi-Detached House,999 yrs lease commencing from 1954,5.0,2021-10,SERANGOON GARDEN ESTATE,TAVISTOCK AVENUE,19,Outside Central Region,-,Resale,Land,1539,16571,not_clean
SERANGOON,2700000,246.8,Terrace House,Freehold,5.0,2021-10,LANDED HOUSING DEVELOPMENT,RICHARDS PLACE,19,Outside Central Region,-,Resale,Land,1016,10940,not_clean
SERANGOON,6680000,595.5,Semi-Detached House,Freehold,5.0,2021-10,LANDED HOUSING DEVELOPMENT,RICHARDS PLACE,19,Outside Central Region,-,Resale,Land,1042,11217,not_clean
SERANGOON,4150000,341.2,Semi-Detached House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,LEITH PARK,19,Outside Central Region,-,Resale,Land,1130,12163,not_clean
SERANGOON,2650000,170.9,Terrace House,999 yrs lease commencing from 1956,5.0,2021-09,SERANGOON GARDEN ESTATE,CONISTON GROVE,19,Outside Central Region,-,Resale,Land,1441,15506,not_clean
SERANGOON,3200000,295.6,Semi-Detached House,Freehold,5.0,2021-09,CHARLTON PARK,CHARLTON ROAD,19,Outside Central Region,-,Resale,Land,1006,10825,not_clean
SERANGOON,5500000,428.4,Detached House,Freehold,5.0,2021-09,SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,19,Outside Central Region,-,Resale,Land,1193,12838,not_clean
SERANGOON,2800000,173.8,Terrace House,Freehold,5.0,2021-09,TAI KENG GARDENS,TAI KENG GARDENS,19,Outside Central Region,-,Resale,Land,1497,16110,not_clean
SERANGOON,4488888,282.6,Semi-Detached House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,TAMPINES ROAD,19,Outside Central Region,-,Resale,Land,1476,15884,not_clean
SERANGOON,5338000,245.8,Semi-Detached House,999 yrs lease commencing from 1955,5.0,2021-09,SERANGOON GARDEN ESTATE,BERWICK DRIVE,19,Outside Central Region,-,Resale,Land,2018,21717,not_clean
SERANGOON,4230000,263.5,Semi-Detached House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,LORONG AH SOO,19,Outside Central Region,-,Resale,Land,1491,16053,not_clean
SERANGOON,4080000,225.4,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,LORONG PAYA LEBAR,19,Rest of Central Region,-,Resale,Land,1682,18101,not_clean
SERANGOON,4450000,496.3,Semi-Detached House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,MARLENE AVENUE,19,Outside Central Region,-,Resale,Land,833,8966,not_clean
SERANGOON,5380000,312.6,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,GAMBIR WALK,19,Outside Central Region,-,Resale,Land,1599,17210,not_clean
SERANGOON,4150000,311.3,Semi-Detached House,Freehold,5.0,2021-09,HIGHLAND COTTAGES,HIGHLAND WALK,19,Outside Central Region,-,Resale,Land,1238,13331,not_clean
SERANGOON,3500000,163.8,Terrace House,Freehold,5.0,2021-09,TAI HWAN PARK,TAI HWAN CRESCENT,19,Outside Central Region,-,Resale,Land,1985,21368,not_clean
SERANGOON,4630000,200.2,Semi-Detached House,999 yrs lease commencing from 1954,5.0,2021-09,SERANGOON GARDEN ESTATE,TAVISTOCK AVENUE,19,Outside Central Region,-,New Sale,Land,2149,23127,not_clean
SERANGOON,4200000,233.4,Semi-Detached House,999 yrs lease commencing from 1879,5.0,2021-09,SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,19,Outside Central Region,-,Resale,Land,1672,17995,not_clean
SERANGOON,3100000,233.9,Terrace House,999 yrs lease commencing from 1956,5.0,2021-09,SERANGOON GARDEN ESTATE,COLCHESTER GROVE,19,Outside Central Region,-,Resale,Land,1231,13254,not_clean
SERANGOON,2860000,150.0,Terrace House,99 yrs lease commencing from 2011,5.0,2021-09,HAUS@SERANGOON GARDEN,SERANGOON GARDEN TERRACE,19,Outside Central Region,-,Resale,Land,1771,19067,not_clean
SERANGOON,2868000,161.6,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,HIGHLAND ROAD,19,Outside Central Region,-,Resale,Land,1649,17748,not_clean
SERANGOON,2020000,150.0,Terrace House,99 yrs lease commencing from 1996,5.0,2021-09,TAI KENG VILLAS,JALAN KELICHAP,19,Outside Central Region,-,Resale,Land,1251,13467,not_clean
SERANGOON,3400000,145.6,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,LOWLAND ROAD,19,Outside Central Region,-,Resale,Land,2169,23352,not_clean
SERANGOON,3980000,327.4,Terrace House,Freehold,5.0,2021-09,TAI KENG GARDENS,TAI KENG TERRACE,19,Outside Central Region,-,Resale,Land,1129,12156,not_clean
SERANGOON,5888888,425.3,Detached House,999 yrs lease commencing from 1876,5.0,2021-09,HAI SING PARK,HAI SING ROAD,19,Outside Central Region,-,Resale,Land,1286,13846,not_clean
SERANGOON,2040000,176.9,Terrace House,99 yrs lease commencing from 1996,5.0,2021-09,PARRY GREEN,LIMBOK TERRACE,19,Outside Central Region,-,Resale,Land,1071,11532,not_clean
SERANGOON,5500000,282.7,Terrace House,Freehold,5.0,2021-09,CHARLTON PARK,JALAN PELIKAT,19,Outside Central Region,-,Resale,Land,1807,19455,not_clean
SERANGOON,4000000,171.3,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,HENDRY CLOSE,19,Outside Central Region,-,Resale,Land,2169,23351,not_clean
SERANGOON,3480000,150.0,Terrace House,Freehold,5.0,2021-09,GOLDENHILL VILLAS,GOLDEN DRIVE,19,Outside Central Region,-,Resale,Land,2155,23200,not_clean
SERANGOON,5700000,292.8,Semi-Detached House,999 yrs lease commencing from 1954,5.0,2021-09,SERANGOON GARDEN ESTATE,YORK PLACE,19,Outside Central Region,-,New Sale,Land,1809,19467,not_clean
SERANGOON,19250000,1955.2,Detached House,999 yrs lease commencing from 1876,5.0,2021-09,LANDED HOUSING DEVELOPMENT,HILLSIDE DRIVE,19,Outside Central Region,-,Resale,Land,915,9846,not_clean
SERANGOON,3100000,201.2,Terrace House,999 yrs lease commencing from 1954,5.0,2021-09,SERANGOON GARDEN ESTATE,HUDDINGTON AVENUE,19,Outside Central Region,-,Resale,Land,1431,15408,not_clean
SERANGOON,6480000,390.4,Semi-Detached House,999 yrs lease commencing from 1953,5.0,2021-09,SERANGOON GARDEN ESTATE,CROWHURST DRIVE,19,Outside Central Region,-,Resale,Land,1542,16598,not_clean
SERANGOON,3980000,232.8,Terrace House,Freehold,5.0,2021-09,GOLDEN HILL ESTATE,LI HWAN DRIVE,19,Outside Central Region,-,Resale,Land,1588,17096,not_clean
SERANGOON,3100000,166.9,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,AH SOO WALK,19,Outside Central Region,-,Resale,Land,1726,18574,not_clean
SERANGOON,4525000,245.5,Terrace House,999 yrs lease commencing from 1956,5.0,2021-09,SERANGOON GARDEN ESTATE,CARDIFF GROVE,19,Outside Central Region,-,Resale,Land,1712,18432,not_clean
SERANGOON,4530000,393.4,Detached House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,UPPER SERANGOON ROAD,19,Outside Central Region,-,Resale,Land,1070,11515,not_clean
SERANGOON,3200000,253.3,Terrace House,Freehold,5.0,2021-09,TAI KENG GARDENS,TAI KENG GARDENS,19,Outside Central Region,-,Resale,Land,1174,12633,not_clean
SERANGOON,6960000,389.3,Semi-Detached House,999 yrs lease commencing from 1955,5.0,2021-09,SERANGOON GARDEN ESTATE,CROWHURST DRIVE,19,Outside Central Region,-,Resale,Land,1661,17878,not_clean
SERANGOON,2350000,156.4,Terrace House,999 yrs lease commencing from 1879,5.0,2021-09,BEAUTY GARDEN,PUNGGOL ROAD,19,Outside Central Region,-,Resale,Land,1396,15026,not_clean
SERANGOON,2850000,179.9,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,JALAN MASTULI,19,Outside Central Region,-,Resale,Land,1472,15842,not_clean
SERANGOON,2600000,173.1,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,SIRAT ROAD,19,Outside Central Region,-,Resale,Land,1395,15020,not_clean
SERANGOON,2100000,200.9,Terrace House,99 yrs lease commencing from 1994,5.0,2021-09,PARK VILLAS,PARK VILLAS TERRACE,19,Outside Central Region,-,Resale,Land,971,10453,not_clean
SERANGOON,3880000,201.2,Semi-Detached House,Freehold,5.0,2021-09,GRACE PARK,GRACE PARK,19,Outside Central Region,-,Resale,Land,1792,19284,not_clean
SERANGOON,4000000,335.1,Semi-Detached House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,AROOZOO AVENUE,19,Outside Central Region,-,Resale,Land,1109,11937,not_clean
SERANGOON,4880000,362.8,Semi-Detached House,999 yrs lease commencing from 1877,5.0,2021-09,PARRY PARK,PARRY VIEW,19,Outside Central Region,-,Resale,Land,1250,13451,not_clean
SERANGOON,3400000,187.6,Terrace House,Freehold,5.0,2021-09,TAI HWAN GARDEN,TAI HWAN HEIGHTS,19,Outside Central Region,-,Resale,Land,1684,18124,not_clean
SERANGOON,2500000,212.4,Semi-Detached House,99 yrs lease commencing from 1996,5.0,2021-09,PRINCETON VALE,POH HUAT TERRACE,19,Outside Central Region,-,Resale,Land,1093,11770,not_clean
SERANGOON,3285000,193.2,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,JALAN CHORAK,19,Outside Central Region,-,Resale,Land,1580,17003,not_clean
SERANGOON,4100000,268.4,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,JALAN BUNGA RAMPAI,19,Rest of Central Region,-,Resale,Land,1419,15276,not_clean
SERANGOON,3200000,200.5,Semi-Detached House,999 yrs lease commencing from 1875,5.0,2021-09,ST ANNE'S WOOD,ST. ANNE'S WOOD,19,Outside Central Region,-,Resale,Land,1483,15960,not_clean
SERANGOON,5288800,245.3,Terrace House,999 yrs lease commencing from 1956,5.0,2021-09,SERANGOON GARDEN ESTATE,CHISELHURST GROVE,19,Outside Central Region,-,Resale,Land,2003,21561,not_clean
SERANGOON,7980000,499.9,Detached House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,MARLENE AVENUE,19,Outside Central Region,-,New Sale,Land,1483,15963,not_clean
SERANGOON,4000000,300.7,Semi-Detached House,Freehold,5.0,2021-09,HIGHLAND COTTAGES,HIGHLAND WALK,19,Outside Central Region,-,Resale,Land,1236,13302,not_clean
SERANGOON,6000000,389.7,Detached House,999 yrs lease commencing from 1954,5.0,2021-09,SERANGOON GARDEN ESTATE,PORTCHESTER AVENUE,19,Outside Central Region,-,Resale,Land,1430,15396,not_clean
SERANGOON,4999000,334.6,Semi-Detached House,Freehold,5.0,2021-09,CHARLTON PARK,AROOZOO AVENUE,19,Outside Central Region,-,Resale,Land,1388,14940,not_clean
SERANGOON,3550000,298.4,Semi-Detached House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,EATON PLACE,19,Outside Central Region,-,Resale,Land,1105,11897,not_clean
SERANGOON,4450000,260.1,Semi-Detached House,999 yrs lease commencing from 1956,5.0,2021-09,SERANGOON GARDEN ESTATE,BRAEMAR DRIVE,19,Outside Central Region,-,Resale,Land,1589,17109,not_clean
SERANGOON,1928000,168.6,Terrace House,99 yrs lease commencing from 1993,5.0,2021-09,BARTLEY VILLAS,HOW SUN WALK,19,Outside Central Region,-,Resale,Land,1062,11435,not_clean
SERANGOON,4600000,289.3,Terrace House,Freehold,5.0,2021-09,LANDED HOUSING DEVELOPMENT,LIM TUA TOW ROAD,19,Outside Central Region,-,Resale,Land,1477,15900,not_clean
SERANGOON,4580000,260.1,Semi-Detached House,999 yrs lease commencing from 1955,5.0,2021-09,SERANGOON GARDEN ESTATE,BORTHWICK DRIVE,19,Outside Central Region,-,Resale,Land,1636,17609,not_clean
SERANGOON,4500000,443.6,Detached House,999 yrs lease commencing from 1955,5.0,2021-08,SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,19,Outside Central Region,-,Resale,Land,942,10144,not_clean
SERANGOON,4510000,393.4,Detached House,999 yrs lease commencing from 1955,5.0,2021-08,SERANGOON GARDEN ESTATE,BRAEMAR DRIVE,19,Outside Central Region,-,Resale,Land,1065,11464,not_clean
SERANGOON,4300000,248.8,Terrace House,999 yrs lease commencing from 1883,5.0,2021-08,LANDED HOUSING DEVELOPMENT,KANG CHOO BIN ROAD,19,Outside Central Region,-,Resale,Land,1606,17283,not_clean
SERANGOON,4680000,280.0,Semi-Detached House,999 yrs lease commencing from 1881,5.0,2021-08,NANYANG PARK,JALAN LIMBOK,19,Outside Central Region,-,Resale,Land,1553,16714,not_clean
SERANGOON,4100000,201.0,Terrace House,999 yrs lease commencing from 1955,5.0,2021-08,SERANGOON GARDEN ESTATE,HUDDINGTON AVENUE,19,Outside Central Region,-,Resale,Land,1895,20398,not_clean
SERANGOON,1850000,302.4,Terrace House,99 yrs lease commencing from 1954,5.0,2021-08,LANDED HOUSING DEVELOPMENT,YIO CHU KANG ROAD,19,Outside Central Region,-,Resale,Land,568,6118,not_clean
SERANGOON,3100888,200.7,Terrace House,999 yrs lease commencing from 1954,5.0,2021-08,SERANGOON GARDEN ESTATE,HUDDINGTON AVENUE,19,Outside Central Region,-,Resale,Land,1435,15450,not_clean
SERANGOON,3200000,242.2,Terrace House,999 yrs lease commencing from 1954,5.0,2021-08,SERANGOON GARDEN ESTATE,MEDWAY DRIVE,19,Outside Central Region,-,Resale,Land,1227,13212,not_clean
SERANGOON,3225000,224.0,Terrace House,999 yrs lease commencing from 1875,5.0,2021-08,LANDED HOUSING DEVELOPMENT,FLORENCE ROAD,19,Outside Central Region,-,Resale,Land,1338,14397,not_clean
SERANGOON,2700000,167.9,Terrace House,Freehold,5.0,2021-08,LANDED HOUSING DEVELOPMENT,HIGHLAND ROAD,19,Outside Central Region,-,Resale,Land,1494,16081,not_clean
SERANGOON,7150000,491.0,Detached House,999 yrs lease commencing from 1886,5.0,2021-08,LANDED HOUSING DEVELOPMENT,PHILLIPS AVENUE,19,Outside Central Region,-,Resale,Land,1353,14562,not_clean
SERANGOON,5000000,480.3,Semi-Detached House,999 yrs lease commencing from 1953,5.0,2021-08,SERANGOON GARDEN ESTATE,WALMER DRIVE,19,Outside Central Region,-,Resale,Land,967,10410,not_clean
SERANGOON,2880000,168.7,Terrace House,99 yrs lease commencing from 2011,5.0,2021-08,HAUS@SERANGOON GARDEN,SERANGOON GARDEN PLACE,19,Outside Central Region,-,Resale,Land,1586,17072,not_clean
SERANGOON,3900000,200.4,Semi-Detached House,999 yrs lease commencing from 1953,5.0,2021-08,SERANGOON GARDEN ESTATE,BRIDPORT AVENUE,19,Outside Central Region,-,Resale,Land,1808,19461,not_clean
SERANGOON,3200000,173.8,Terrace House,999 yrs lease commencing from 1876,5.0,2021-08,FORTUNA HILL,HILLSIDE DRIVE,19,Outside Central Region,-,Resale,Land,1711,18412,not_clean
SERANGOON,4200000,341.1,Semi-Detached House,999 yrs lease commencing from 1876,5.0,2021-08,LANDED HOUSING DEVELOPMENT,GLASGOW ROAD,19,Outside Central Region,-,Resale,Land,1144,12313,not_clean
SERANGOON,3600000,260.1,Semi-Detached House,999 yrs lease commencing from 1955,5.0,2021-08,SERANGOON GARDEN ESTATE,BORTHWICK DRIVE,19,Outside Central Region,-,Resale,Land,1286,13841,not_clean
SERANGOON,3040000,203.1,Terrace House,99 yrs lease commencing from 2011,5.0,2021-08,HAUS@SERANGOON GARDEN,SERANGOON GARDEN RISE,19,Outside Central Region,-,Resale,Land,1391,14968,not_clean
SERANGOON,4000888,307.4,Terrace House,Freehold,5.0,2021-08,LANDED HOUSING DEVELOPMENT,ROSYTH ROAD,19,Outside Central Region,-,Resale,Land,1209,13015,not_clean
SERANGOON,2400000,153.7,Terrace House,99 yrs lease commencing from 2001,5.0,2021-08,CHUAN VILLE,CHUAN LINK,19,Outside Central Region,-,Resale,Land,1451,15615,not_clean
SERANGOON,6200000,493.4,Detached House,999 yrs lease commencing from 1954,5.0,2021-08,SERANGOON GARDEN ESTATE,TAVISTOCK AVENUE,19,Outside Central Region,-,Resale,Land,1167,12566,not_clean
SERANGOON,5188000,390.2,Detached House,999 yrs lease commencing from 1953,5.0,2021-08,SERANGOON GARDEN ESTATE,CHARTWELL DRIVE,19,Outside Central Region,-,Resale,Land,1235,13296,not_clean
SERANGOON,2900000,252.0,Terrace House,999 yrs lease commencing from 1876,5.0,2021-08,LANDED HOUSING DEVELOPMENT,LORONG 7 REALTY PARK,19,Outside Central Region,-,Resale,Land,1069,11508,not_clean
SERANGOON,3650000,444.2,Terrace House,99 yrs lease commencing from 2001,5.0,2021-08,VALVISTA,CHUAN TERRACE,19,Outside Central Region,-,Resale,Land,763,8217,not_clean
SERANGOON,3580000,172.7,Terrace House,Freehold,5.0,2021-08,LANDED HOUSING DEVELOPMENT,HENDRY CLOSE,19,Outside Central Region,-,Resale,Land,1926,20730,not_clean
SERANGOON,4150000,200.5,Terrace House,999 yrs lease commencing from 1954,5.0,2021-08,SERANGOON GARDEN ESTATE,HEMSLEY AVENUE,19,Outside Central Region,-,Resale,Land,1923,20698,not_clean
SERANGOON,2800000,221.5,Terrace House,99 yrs lease commencing from 2011,5.0,2021-08,HAUS@SERANGOON GARDEN,SERANGOON GARDEN RISE,19,Outside Central Region,-,Resale,Land,1174,12641,not_clean
SERANGOON,4680000,397.3,Semi-Detached House,999 yrs lease commencing from 1955,5.0,2021-08,SERANGOON GARDEN ESTATE,BERWICK DRIVE,19,Outside Central Region,-,Resale,Land,1094,11780,not_clean
SERANGOON,2650000,134.2,Terrace House,Freehold,5.0,2021-08,LANDED HOUSING DEVELOPMENT,SIMON ROAD,19,Outside Central Region,-,Resale,Land,1835,19747,not_clean
SERANGOON,3928000,259.6,Semi-Detached House,999 yrs lease commencing from 1955,5.0,2021-08,SERANGOON GARDEN ESTATE,BORTHWICK DRIVE,19,Outside Central Region,-,Resale,Land,1406,15131,not_clean
SERANGOON,1975000,160.8,Terrace House,99 yrs lease commencing from 1994,5.0,2021-08,PARK VILLAS,PARK VILLAS RISE,19,Outside Central Region,-,Resale,Land,1141,12282,not_clean
SERANGOON,4200000,255.5,Terrace House,Freehold,5.0,2021-07,TAI HWAN GARDEN,TAI HWAN PLACE,19,Outside Central Region,-,Resale,Land,1527,16438,not_clean
SERANGOON,5280000,246.6,Semi-Detached House,999 yrs lease commencing from 1955,5.0,2021-07,SERANGOON GARDEN ESTATE,BERWICK DRIVE,19,Outside Central Region,-,Resale,Land,1989,21411,not_clean
SERANGOON,3500000,260.1,Semi-Detached House,999 yrs lease commencing from 1955,5.0,2021-07,SERANGOON GARDEN ESTATE,BORTHWICK DRIVE,19,Outside Central Region,-,Resale,Land,1250,13456,not_clean
SERANGOON,4200000,321.2,Semi-Detached House,Freehold,5.0,2021-07,GRACE PARK,GRACE PARK,19,Outside Central Region,-,Resale,Land,1215,13076,not_clean
SERANGOON,4780000,407.8,Semi-Detached House,999 yrs lease commencing from 1875,5.0,2021-07,LANDED HOUSING DEVELOPMENT,JALAN ARIF,19,Outside Central Region,-,Resale,Land,1089,11721,not_clean
SERANGOON,5380000,580.1,Terrace House,Freehold,5.0,2021-07,CHARLTON PARK,SURIN AVENUE,19,Outside Central Region,-,Resale,Land,862,9274,not_clean
SERANGOON,2350000,148.2,Terrace House,Freehold,5.0,2021-07,LANDED HOUSING DEVELOPMENT,PAYA LEBAR CRESCENT,19,Outside Central Region,-,Resale,Land,1473,15857,not_clean
SERANGOON,2310000,117.5,Terrace House,Freehold,5.0,2021-07,LANDED HOUSING DEVELOPMENT,HOW SUN ROAD,19,Outside Central Region,-,Resale,Land,1826,19660,not_clean
SERANGOON,4820000,260.7,Semi-Detached House,999 yrs lease commencing from 1956,5.0,2021-07,SERANGOON GARDEN ESTATE,BURGHLEY DRIVE,19,Outside Central Region,-,Resale,Land,1718,18489,not_clean
SERANGOON,2930000,202.5,Terrace House,99 yrs lease commencing from 2011,5.0,2021-07,HAUS@SERANGOON GARDEN,SERANGOON GARDEN TERRACE,19,Outside Central Region,-,Resale,Land,1344,14469,not_clean
SERANGOON,3860000,195.6,Terrace House,Freehold,5.0,2021-07,LANDED HOUSING DEVELOPMENT,HIGHLAND CLOSE,19,Outside Central Region,-,Resale,Land,1833,19734,not_clean
SERANGOON,3300000,175.5,Terrace House,Freehold,5.0,2021-07,LANDED HOUSING DEVELOPMENT,JALAN KESOMA,19,Outside Central Region,-,Resale,Land,1747,18803,not_clean
SERANGOON,2730000,157.6,Terrace House,999 yrs lease commencing from 1883,5.0,2021-07,LANDED HOUSING DEVELOPMENT,POH HUAT ROAD,19,Outside Central Region,-,Resale,Land,1609,17322,not_clean
