planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,type_of_sale
MARINE PARADE,1900000.0,100.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,2450000.0,122.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,3200000.0,174.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,1220000.0,76.0,Condominium,99 yrs lease commencing from 1993,30,23-Aug,Resale
MARINE PARADE,3750000.0,158.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,2450000.0,122.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,1872000.0,142.0,Condominium,99 yrs lease commencing from 1982,41,23-Aug,Resale
MARINE PARADE,1880000.0,90.0,Condominium,99 yrs lease commencing from 2007,16,23-Aug,Resale
MARINE PARADE,2832750.0,117.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,2150000.0,113.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,700000.0,42.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1200000.0,62.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1900000.0,121.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1250000.0,71.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,2250000.0,123.0,Condominium,99 yrs lease commencing from 2001,22,23-Aug,Resale
MARINE PARADE,1930000.0,103.0,Condominium,99 yrs lease commencing from 2001,22,23-Aug,Resale
MARINE PARADE,1850000.0,112.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,718000.0,37.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,2173000.0,69.0,Condominium,Freehold,33,23-Aug,Sub Sale
MARINE PARADE,1100000.0,62.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1650000.0,73.0,Apartment,99 yrs lease commencing from 2016,7,23-Aug,Resale
MARINE PARADE,1250000.0,66.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,908000.0,68.0,Condominium,99 yrs lease commencing from 1982,41,23-Aug,Resale
MARINE PARADE,1200000.0,59.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,3825000.0,193.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,812000.0,43.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,888888.0,43.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,890000.0,49.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1300000.0,75.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,3900000.0,208.0,Condominium,99 yrs lease commencing from 1994,29,23-Aug,Resale
MARINE PARADE,3780000.0,150.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,1480000.0,78.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,650000.0,37.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1860000.0,111.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,2870000.0,159.0,Condominium,99 yrs lease commencing from 1997,26,23-Aug,Resale
MARINE PARADE,1270000.0,63.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,850000.0,48.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,2900000.0,215.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,2215000.0,114.0,Condominium,99 yrs lease commencing from 1998,25,23-Aug,Resale
MARINE PARADE,3030000.0,139.0,Condominium,99 yrs lease commencing from 2007,16,23-Aug,Resale
MARINE PARADE,2350000.0,115.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,3700000.0,149.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,1670000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-Aug,Resale
MARINE PARADE,1800000.0,73.0,Apartment,99 yrs lease commencing from 2016,7,23-Aug,Resale
MARINE PARADE,775000.0,43.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1800000.0,95.0,Condominium,99 yrs lease commencing from 1997,26,23-Aug,Resale
MARINE PARADE,2770000.0,148.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,2530000.0,150.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,1600000.0,92.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,3990000.0,199.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,1205000.0,54.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,4550000.0,232.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,2400000.0,127.0,Condominium,99 yrs lease commencing from 2001,22,23-Aug,Resale
MARINE PARADE,649000.0,37.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1630000.0,83.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,668000.0,34.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,2325000.0,120.0,Condominium,99 yrs lease commencing from 2001,22,23-Jul,Resale
MARINE PARADE,2120000.0,111.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,1600000.0,98.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1500000.0,99.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,7500000.0,470.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,3100000.0,223.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1930000.0,130.0,Condominium,99 yrs lease commencing from 1993,30,23-Jul,Resale
MARINE PARADE,2250000.0,215.0,Condominium,99 yrs lease commencing from 1995,28,23-Jul,Resale
MARINE PARADE,685000.0,36.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,650000.0,31.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1520000.0,73.0,Apartment,99 yrs lease commencing from 2016,7,23-Jul,Resale
MARINE PARADE,1880000.0,136.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,3200000.0,183.0,Condominium,99 yrs lease commencing from 1994,29,23-Jul,Resale
MARINE PARADE,2420000.0,119.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1950000.0,123.0,Condominium,99 yrs lease commencing from 1997,26,23-Jul,Resale
MARINE PARADE,1000000.0,56.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2710000.0,130.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,1550000.0,95.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2980000.0,149.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,985000.0,51.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1410000.0,92.0,Condominium,99 yrs lease commencing from 1994,29,23-Jul,Resale
MARINE PARADE,1500000.0,77.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,2300000.0,99.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,659000.0,33.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,9000000.0,568.0,Condominium,99 yrs lease commencing from 1994,29,23-Jul,Resale
MARINE PARADE,1025000.0,64.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1950000.0,113.0,Condominium,99 yrs lease commencing from 1998,25,23-Jul,Resale
MARINE PARADE,840000.0,49.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2630000.0,136.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,3780000.0,199.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,2000000.0,113.0,Condominium,99 yrs lease commencing from 1998,25,23-Jul,Resale
MARINE PARADE,1160000.0,118.0,Apartment,99 yrs lease commencing from 1976,47,23-Jul,Resale
MARINE PARADE,1580000.0,109.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1750000.0,98.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2840000.0,140.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,1390000.0,72.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1450000.0,92.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1512888.0,75.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,1720000.0,113.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1500000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-Jul,Resale
MARINE PARADE,645000.0,37.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,840000.0,52.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1330000.0,73.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1930000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-Jul,Resale
MARINE PARADE,2060000.0,136.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2788000.0,147.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,788000.0,43.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1800000.0,135.0,Apartment,99 yrs lease commencing from 1977,46,23-Jul,Resale
MARINE PARADE,905000.0,53.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,1460000.0,94.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2248000.0,134.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,2080000.0,150.0,Apartment,99 yrs lease commencing from 1977,46,23-Jul,Resale
MARINE PARADE,668000.0,42.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,850000.0,54.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1100000.0,70.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1608000.0,103.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2208000.0,119.0,Condominium,99 yrs lease commencing from 1998,25,23-Jul,Resale
MARINE PARADE,1030000.0,56.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2800000.0,141.0,Condominium,99 yrs lease commencing from 2007,16,23-Jul,Resale
MARINE PARADE,1840000.0,150.0,Apartment,99 yrs lease commencing from 1977,46,23-Jul,Resale
MARINE PARADE,790766.0,48.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1700000.0,96.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,3488000.0,142.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,2100000.0,97.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,1800000.0,103.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,713888.0,37.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,770000.0,48.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,3050000.0,176.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,940000.0,39.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,633000.0,38.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2425000.0,139.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,765000.0,42.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,660000.0,35.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2960000.0,137.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,3285000.0,141.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,640000.0,33.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2680000.0,121.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,1530000.0,103.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,1770000.0,98.0,Apartment,Freehold,33,23-Jul,Resale
MARINE PARADE,2800000.0,152.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,1100000.0,59.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,4000000.0,199.0,Condominium,Freehold,33,23-Jul,Resale
MARINE PARADE,5000000.0,255.0,Condominium,99 yrs lease commencing from 1996,27,23-Jul,Resale
MARINE PARADE,1950000.0,113.0,Condominium,99 yrs lease commencing from 1998,25,23-Jul,Resale
MARINE PARADE,1960000.0,113.0,Condominium,99 yrs lease commencing from 1998,25,23-Jul,Resale
MARINE PARADE,1488000.0,66.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1708000.0,119.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1360000.0,118.0,Apartment,99 yrs lease commencing from 1976,47,23-Jun,Resale
MARINE PARADE,2050000.0,113.0,Condominium,99 yrs lease commencing from 1998,25,23-Jun,Resale
MARINE PARADE,2280000.0,126.0,Condominium,99 yrs lease commencing from 1998,25,23-Jun,Resale
MARINE PARADE,1560000.0,102.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2560000.0,134.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,3530000.0,196.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,1280000.0,80.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2920000.0,124.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,3050000.0,152.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,1650000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-Jun,Resale
MARINE PARADE,2700000.0,152.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,3830000.0,157.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1180000.0,70.0,Apartment,99 yrs lease commencing from 2012,11,23-Jun,Resale
MARINE PARADE,715000.0,41.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1750000.0,83.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,2300000.0,106.0,Condominium,103 yrs lease commencing from 2009,14,23-Jun,Resale
MARINE PARADE,3350000.0,168.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,635000.0,37.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1530000.0,94.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1260000.0,79.0,Condominium,99 yrs lease commencing from 1997,26,23-Jun,Resale
MARINE PARADE,2720000.0,88.0,Condominium,Freehold,33,23-Jun,Sub Sale
MARINE PARADE,10600000.0,626.8,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,4250000.0,352.0,Condominium,99 yrs lease commencing from 1982,41,23-Jun,Resale
MARINE PARADE,655000.0,32.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,780000.0,42.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,3080000.0,191.0,Condominium,99 yrs lease commencing from 1994,29,23-Jun,Resale
MARINE PARADE,1690000.0,116.0,Condominium,99 yrs lease commencing from 1995,28,23-Jun,Resale
MARINE PARADE,4150000.0,217.0,Condominium,99 yrs lease commencing from 1994,29,23-Jun,Resale
MARINE PARADE,2268000.0,120.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2150000.0,126.0,Condominium,99 yrs lease commencing from 1998,25,23-Jun,Resale
MARINE PARADE,1785888.0,121.0,Condominium,99 yrs lease commencing from 1997,26,23-Jun,Resale
MARINE PARADE,2200000.0,179.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2330000.0,106.0,Condominium,103 yrs lease commencing from 2009,14,23-Jun,Resale
MARINE PARADE,1590000.0,109.0,Condominium,99 yrs lease commencing from 1997,26,23-Jun,Resale
MARINE PARADE,1926000.0,135.0,Condominium,99 yrs lease commencing from 1998,25,23-Jun,Resale
MARINE PARADE,1430000.0,85.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1088000.0,47.0,Apartment,99 yrs lease commencing from 2016,7,23-Jun,Resale
MARINE PARADE,2350000.0,113.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,5000000.0,261.0,Condominium,99 yrs lease commencing from 1994,29,23-Jun,Resale
MARINE PARADE,2050000.0,113.0,Condominium,99 yrs lease commencing from 1998,25,23-Jun,Resale
MARINE PARADE,1290000.0,72.0,Condominium,99 yrs lease commencing from 1997,26,23-Jun,Resale
MARINE PARADE,688000.0,38.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1450000.0,63.0,Apartment,99 yrs lease commencing from 2016,7,23-Jun,Resale
MARINE PARADE,2050000.0,105.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,1950000.0,110.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,630000.0,35.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,2880000.0,125.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,4200000.0,224.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,1980000.0,69.0,Condominium,Freehold,33,23-Jun,Sub Sale
MARINE PARADE,1150000.0,64.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1800000.0,127.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2950000.0,149.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,3120000.0,137.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,3215000.0,153.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,2125000.0,146.0,Condominium,99 yrs lease commencing from 1982,41,23-Jun,Resale
MARINE PARADE,2400000.0,137.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2400000.0,115.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,1600000.0,106.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2730000.0,202.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,790000.0,45.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2381200.0,142.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,1860000.0,103.0,Condominium,99 yrs lease commencing from 2001,22,23-Jun,Resale
MARINE PARADE,2320000.0,116.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2900000.0,135.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,2020000.0,111.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,1400000.0,106.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2390000.0,141.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1200000.0,79.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1050000.0,55.0,Condominium,103 yrs lease commencing from 2009,14,23-Jun,Resale
MARINE PARADE,950000.0,57.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2250000.0,161.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,3150000.0,127.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,3580000.0,131.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,1910000.0,93.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,2700000.0,141.0,Apartment,Freehold,33,23-Jun,Resale
MARINE PARADE,1920000.0,153.0,Apartment,99 yrs lease commencing from 1977,46,23-Jun,Resale
MARINE PARADE,3250000.0,228.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,2200000.0,179.0,Condominium,Freehold,33,23-Jun,Resale
MARINE PARADE,3490000.0,162.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1930000.0,133.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,3650000.0,150.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,4190000.0,223.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,2330000.0,106.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1520000.0,84.0,Condominium,99 yrs lease commencing from 1998,25,23-May,Resale
MARINE PARADE,2650000.0,153.0,Condominium,99 yrs lease commencing from 1994,29,23-May,Resale
MARINE PARADE,2300000.0,215.0,Condominium,99 yrs lease commencing from 1995,28,23-May,Resale
MARINE PARADE,2550000.0,112.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,2038000.0,107.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1620000.0,72.0,Apartment,99 yrs lease commencing from 2016,7,23-May,Resale
MARINE PARADE,1215000.0,78.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1320000.0,118.0,Apartment,99 yrs lease commencing from 1976,47,23-May,Resale
MARINE PARADE,800000.0,43.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,2360000.0,167.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1380000.0,63.0,Apartment,99 yrs lease commencing from 2016,7,23-May,Resale
MARINE PARADE,748000.0,44.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1680000.0,98.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,3505000.0,145.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,2000000.0,150.0,Apartment,99 yrs lease commencing from 1977,46,23-May,Resale
MARINE PARADE,638000.0,34.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1368888.0,90.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,925000.0,51.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,13200000.0,521.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,2330000.0,142.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,2030000.0,125.0,Condominium,99 yrs lease commencing from 1997,26,23-May,Resale
MARINE PARADE,2920000.0,151.0,Apartment,Freehold,33,23-May,Sub Sale
MARINE PARADE,1210000.0,73.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,620000.0,33.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,2830000.0,141.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1520000.0,87.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1210000.0,71.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1690000.0,101.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1720000.0,109.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1340000.0,52.0,Apartment,99 yrs lease commencing from 2016,7,23-May,Resale
MARINE PARADE,660000.0,35.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1580000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-May,Resale
MARINE PARADE,1350000.0,83.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,2050000.0,150.0,Apartment,99 yrs lease commencing from 1977,46,23-May,Resale
MARINE PARADE,928000.0,60.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,3280000.0,176.0,Condominium,99 yrs lease commencing from 1994,29,23-May,Resale
MARINE PARADE,674000.0,33.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1930000.0,124.0,Condominium,99 yrs lease commencing from 1994,29,23-May,Resale
MARINE PARADE,1820000.0,91.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1958000.0,119.0,Condominium,99 yrs lease commencing from 1994,29,23-May,Resale
MARINE PARADE,1088000.0,56.0,Apartment,9999 yrs lease commencing from 1995,28,23-May,Resale
MARINE PARADE,1100000.0,76.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,955000.0,61.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,3280000.0,191.0,Condominium,99 yrs lease commencing from 1994,29,23-May,Resale
MARINE PARADE,850000.0,57.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,2338388.0,142.0,Condominium,99 yrs lease commencing from 1993,30,23-May,Resale
MARINE PARADE,1460000.0,107.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,3885000.0,199.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1050000.0,58.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,695000.0,41.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1250000.0,53.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,2068220.0,130.0,Condominium,99 yrs lease commencing from 1997,26,23-May,Resale
MARINE PARADE,1890000.0,127.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1558000.0,121.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,2250000.0,99.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,2020000.0,168.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1850000.0,135.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1300000.0,77.0,Condominium,99 yrs lease commencing from 1997,26,23-May,Resale
MARINE PARADE,1808000.0,90.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,2818000.0,117.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,4300000.0,224.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,5068000.0,234.0,Condominium,99 yrs lease commencing from 2007,16,23-May,Resale
MARINE PARADE,3550000.0,141.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1630000.0,95.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1110000.0,69.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,1900000.0,65.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,3150000.0,145.0,Condominium,Freehold,33,23-May,Resale
MARINE PARADE,1880000.0,130.0,Apartment,Freehold,33,23-May,Resale
MARINE PARADE,2020000.0,114.0,Condominium,99 yrs lease commencing from 1998,25,23-May,Resale
