planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,type_of_sale
MARINE PARADE,1300000.0,63.0,Apartment,Freehold,34,24-Jan,Resale
MARINE PARADE,2360000.0,120.0,Condominium,Freehold,34,24-Jan,Resale
MARINE PARADE,2550000.0,153.0,Condominium,Freehold,34,24-Jan,Resale
MARINE PARADE,5400000.0,328.0,Condominium,99 yrs lease commencing from 1996,28,24-Jan,Resale
MARINE PARADE,1858000.0,103.0,Apartment,Freehold,34,24-Jan,Resale
MARINE PARADE,1038000.0,39.0,Condominium,Freehold,34,24-Jan,Resale
MARINE PARADE,1560000.0,117.0,Apartment,Freehold,34,24-Jan,Resale
MARINE PARADE,1955000.0,113.0,Condominium,99 yrs lease commencing from 1998,26,24-Jan,Resale
MARINE PARADE,3900000.0,239.0,Condominium,Freehold,34,24-Jan,Resale
MARINE PARADE,1408888.0,82.0,Apartment,Freehold,34,24-Jan,Resale
MARINE PARADE,1760000.0,139.0,Apartment,Freehold,34,24-Jan,Resale
MARINE PARADE,3665000.0,204.0,Condominium,Freehold,34,24-Jan,Resale
MARINE PARADE,1440000.0,81.0,Apartment,Freehold,34,24-Jan,Resale
MARINE PARADE,720000.0,42.0,Apartment,Freehold,34,24-Jan,Resale
MARINE PARADE,1800000.0,113.0,Condominium,99 yrs lease commencing from 1997,27,24-Jan,Resale
MARINE PARADE,685000.0,39.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1953000.0,65.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1970000.0,153.0,Apartment,99 yrs lease commencing from 1977,46,23-Dec,Resale
MARINE PARADE,2410000.0,99.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,1938000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-Dec,Resale
MARINE PARADE,1128000.0,53.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,2650000.0,121.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,3180000.0,137.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,820000.0,43.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,2000000.0,119.0,Condominium,99 yrs lease commencing from 1994,29,23-Dec,Resale
MARINE PARADE,1700000.0,111.0,Condominium,99 yrs lease commencing from 1997,26,23-Dec,Resale
MARINE PARADE,2780000.0,204.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,680000.0,43.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1288000.0,64.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,1128800.0,70.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,2000000.0,101.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1600000.0,94.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1480000.0,95.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1868000.0,102.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,2255000.0,187.0,Condominium,99 yrs lease commencing from 1995,28,23-Dec,Resale
MARINE PARADE,1850000.0,87.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,4500000.0,191.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,1190000.0,70.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1298000.0,118.0,Apartment,99 yrs lease commencing from 1976,47,23-Dec,Resale
MARINE PARADE,1398000.0,95.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,2300000.0,188.0,Condominium,99 yrs lease commencing from 1982,41,23-Dec,Resale
MARINE PARADE,3208000.0,289.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,820000.0,45.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,3490000.0,238.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,710000.0,38.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,2180000.0,128.0,Condominium,99 yrs lease commencing from 1993,30,23-Dec,Resale
MARINE PARADE,1950000.0,150.0,Apartment,99 yrs lease commencing from 1977,46,23-Dec,Resale
MARINE PARADE,868000.0,51.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1530000.0,76.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,780000.0,40.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1060000.0,53.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,2715000.0,86.0,Apartment,Freehold,33,23-Dec,Sub Sale
MARINE PARADE,1380000.0,94.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,3400000.0,176.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,1070000.0,68.0,Condominium,99 yrs lease commencing from 1982,41,23-Dec,Resale
MARINE PARADE,940000.0,56.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,790000.0,42.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1390000.0,79.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1635000.0,107.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1600000.0,83.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1518000.0,97.0,Condominium,99 yrs lease commencing from 2001,22,23-Dec,Resale
MARINE PARADE,2600000.0,122.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,2650000.0,127.0,Condominium,99 yrs lease commencing from 2001,22,23-Dec,Resale
MARINE PARADE,870000.0,47.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,2000000.0,99.0,Condominium,99 yrs lease commencing from 2007,16,23-Dec,Resale
MARINE PARADE,3000000.0,129.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,2998000.0,112.0,Apartment,99 yrs lease commencing from 2016,7,23-Dec,Resale
MARINE PARADE,2080000.0,113.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1588888.0,96.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1140000.0,48.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,1420000.0,70.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,3195000.0,131.0,Condominium,Freehold,33,23-Dec,Resale
MARINE PARADE,1020000.0,61.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,748000.0,43.0,Apartment,Freehold,33,23-Dec,Resale
MARINE PARADE,2575000.0,137.0,Condominium,99 yrs lease commencing from 1994,29,23-Dec,Resale
MARINE PARADE,1630000.0,109.0,Condominium,99 yrs lease commencing from 1997,26,23-Nov,Resale
MARINE PARADE,833000.0,48.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1000000.0,56.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1155000.0,77.0,Condominium,99 yrs lease commencing from 1982,41,23-Nov,Resale
MARINE PARADE,2125000.0,164.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,2130000.0,139.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1700000.0,111.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1928000.0,150.0,Apartment,99 yrs lease commencing from 1977,46,23-Nov,Resale
MARINE PARADE,2390000.0,119.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,1390000.0,86.0,Condominium,99 yrs lease commencing from 1993,30,23-Nov,Resale
MARINE PARADE,3820000.0,142.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,2038888.0,111.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,1700000.0,106.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,6500000.0,245.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,1100000.0,56.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1470000.0,93.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,3400000.0,189.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1270000.0,94.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1050000.0,53.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1465000.0,83.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1910000.0,125.0,Condominium,99 yrs lease commencing from 1994,29,23-Nov,Resale
MARINE PARADE,5100000.0,244.0,Condominium,99 yrs lease commencing from 1994,29,23-Nov,Resale
MARINE PARADE,2590000.0,136.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,740000.0,44.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,2180000.0,163.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,770000.0,41.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1688000.0,107.0,Condominium,99 yrs lease commencing from 1995,28,23-Nov,Resale
MARINE PARADE,2448000.0,148.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1980000.0,99.0,Condominium,99 yrs lease commencing from 2007,16,23-Nov,Resale
MARINE PARADE,1640000.0,111.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,645000.0,32.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1595000.0,93.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1925000.0,81.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,1990000.0,116.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1150000.0,75.0,Condominium,99 yrs lease commencing from 1993,30,23-Nov,Resale
MARINE PARADE,895000.0,47.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,2370000.0,113.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,1590000.0,93.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,2260000.0,137.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,4150000.0,224.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,4030000.0,233.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,5000000.0,236.0,Condominium,99 yrs lease commencing from 2007,16,23-Nov,Resale
MARINE PARADE,2460000.0,108.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,1720000.0,109.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,2700000.0,120.0,Condominium,103 yrs lease commencing from 2009,14,23-Nov,Resale
MARINE PARADE,1630000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-Nov,Resale
MARINE PARADE,1120000.0,65.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,1645000.0,68.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,2458000.0,146.0,Condominium,99 yrs lease commencing from 1997,26,23-Nov,Resale
MARINE PARADE,3271550.0,103.0,Condominium,Freehold,33,23-Nov,Sub Sale
MARINE PARADE,3350000.0,176.0,Condominium,99 yrs lease commencing from 1994,29,23-Nov,Resale
MARINE PARADE,1450000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-Nov,Resale
MARINE PARADE,2475000.0,130.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,1700000.0,107.0,Condominium,99 yrs lease commencing from 1995,28,23-Nov,Resale
MARINE PARADE,1960000.0,150.0,Apartment,99 yrs lease commencing from 1977,46,23-Nov,Resale
MARINE PARADE,1170000.0,47.0,Apartment,99 yrs lease commencing from 2016,7,23-Nov,Resale
MARINE PARADE,1560000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-Nov,Resale
MARINE PARADE,1960000.0,103.0,Condominium,99 yrs lease commencing from 2001,22,23-Nov,Resale
MARINE PARADE,1620000.0,85.0,Apartment,Freehold,33,23-Nov,Resale
MARINE PARADE,3500000.0,168.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,1000000.0,47.0,Apartment,99 yrs lease commencing from 2016,7,23-Nov,Resale
MARINE PARADE,1950000.0,113.0,Condominium,99 yrs lease commencing from 1998,25,23-Nov,Resale
MARINE PARADE,3000000.0,125.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,2670000.0,157.0,Condominium,Freehold,33,23-Nov,Resale
MARINE PARADE,3030000.0,112.0,Apartment,99 yrs lease commencing from 2016,7,23-Nov,Resale
MARINE PARADE,2350000.0,181.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1318000.0,55.0,Apartment,99 yrs lease commencing from 2016,7,23-Oct,Resale
MARINE PARADE,830000.0,43.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1728000.0,103.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,2820000.0,96.0,Apartment,Freehold,33,23-Oct,Sub Sale
MARINE PARADE,1240000.0,60.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,693000.0,37.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1535000.0,94.0,Condominium,99 yrs lease commencing from 1994,29,23-Oct,Resale
MARINE PARADE,1180000.0,47.0,Apartment,99 yrs lease commencing from 2016,7,23-Oct,Resale
MARINE PARADE,1200000.0,70.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1760000.0,83.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1320000.0,55.0,Apartment,99 yrs lease commencing from 2016,7,23-Oct,Resale
MARINE PARADE,1750000.0,118.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1430000.0,104.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,7400000.0,481.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,3960000.0,153.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2700000.0,134.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,3750000.0,125.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1760000.0,153.0,Apartment,99 yrs lease commencing from 1977,46,23-Oct,Resale
MARINE PARADE,1428000.0,43.0,Condominium,Freehold,33,23-Oct,Sub Sale
MARINE PARADE,2660000.0,157.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1100000.0,52.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,2000000.0,125.0,Condominium,99 yrs lease commencing from 1994,29,23-Oct,Resale
MARINE PARADE,6700000.0,387.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1500000.0,101.0,Condominium,99 yrs lease commencing from 1995,28,23-Oct,Resale
MARINE PARADE,2988000.0,119.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1200000.0,79.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,4680000.0,223.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2055000.0,113.0,Condominium,99 yrs lease commencing from 1998,25,23-Oct,Resale
MARINE PARADE,1080000.0,39.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2128888.0,112.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2100000.0,101.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1580000.0,64.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2750000.0,121.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,4400000.0,232.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,3365000.0,176.0,Condominium,99 yrs lease commencing from 1994,29,23-Oct,Resale
MARINE PARADE,2180000.0,166.0,Condominium,99 yrs lease commencing from 1982,41,23-Oct,Resale
MARINE PARADE,5800000.0,245.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1430000.0,105.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1550000.0,152.0,Apartment,99 yrs lease commencing from 1975,48,23-Oct,Resale
MARINE PARADE,6300000.0,227.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2780000.0,147.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,705000.0,43.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1775000.0,83.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1080000.0,70.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,2600000.0,111.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2800000.0,131.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2530000.0,189.0,Condominium,99 yrs lease commencing from 1982,41,23-Oct,Resale
MARINE PARADE,2500000.0,191.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,2100000.0,123.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1900000.0,121.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1220000.0,65.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,700000.0,40.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,2580000.0,132.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,3900000.0,175.0,Condominium,99 yrs lease commencing from 2004,19,23-Oct,Resale
MARINE PARADE,2888000.0,119.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1550000.0,98.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,3600000.0,155.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1550000.0,75.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,4650000.0,196.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1348000.0,76.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1820000.0,153.0,Apartment,99 yrs lease commencing from 1977,46,23-Oct,Resale
MARINE PARADE,4150000.0,205.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1700000.0,119.0,Condominium,99 yrs lease commencing from 1995,28,23-Oct,Resale
MARINE PARADE,1968000.0,150.0,Apartment,99 yrs lease commencing from 1977,46,23-Oct,Resale
MARINE PARADE,5028000.0,169.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1950000.0,142.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,3350000.0,185.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1275888.0,73.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,5050000.0,188.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2750400.0,143.0,Condominium,99 yrs lease commencing from 2001,22,23-Oct,Resale
MARINE PARADE,1610000.0,115.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,3200000.0,289.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1950000.0,93.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,2835000.0,134.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1800000.0,95.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,2105000.0,69.0,Condominium,Freehold,33,23-Oct,Sub Sale
MARINE PARADE,1240000.0,55.0,Apartment,99 yrs lease commencing from 2016,7,23-Oct,Resale
MARINE PARADE,3530000.0,154.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,6710000.0,282.0,Condominium,99 yrs lease commencing from 1996,27,23-Oct,Resale
MARINE PARADE,5270000.0,303.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,3300000.0,169.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,2600000.0,120.0,Condominium,103 yrs lease commencing from 2009,14,23-Oct,Resale
MARINE PARADE,3050000.0,149.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1920000.0,150.0,Apartment,99 yrs lease commencing from 1977,46,23-Oct,Resale
MARINE PARADE,1900000.0,84.0,Condominium,Freehold,33,23-Oct,Resale
MARINE PARADE,1690000.0,112.0,Apartment,Freehold,33,23-Oct,Resale
MARINE PARADE,1850000.0,103.0,Condominium,99 yrs lease commencing from 2001,22,23-Oct,Resale
MARINE PARADE,1575880.0,93.0,Condominium,99 yrs lease commencing from 1982,41,23-Sep,Resale
MARINE PARADE,1010000.0,62.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1200000.0,118.0,Apartment,99 yrs lease commencing from 1976,47,23-Sep,Resale
MARINE PARADE,3108888.0,117.0,Apartment,99 yrs lease commencing from 2016,7,23-Sep,Resale
MARINE PARADE,4125000.0,216.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,3680000.0,196.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,3130000.0,141.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,1530000.0,68.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,1502000.0,92.0,Condominium,99 yrs lease commencing from 1994,29,23-Sep,Resale
MARINE PARADE,1500000.0,105.0,Condominium,99 yrs lease commencing from 1995,28,23-Sep,Resale
MARINE PARADE,2470000.0,94.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,1300000.0,73.0,Condominium,99 yrs lease commencing from 1997,26,23-Sep,Resale
MARINE PARADE,4230000.0,223.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,2750000.0,203.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1380000.0,77.0,Condominium,99 yrs lease commencing from 1997,26,23-Sep,Resale
MARINE PARADE,1900000.0,145.0,Condominium,99 yrs lease commencing from 1995,28,23-Sep,Resale
MARINE PARADE,1900000.0,94.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,860000.0,52.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1550000.0,98.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,4060000.0,156.0,Apartment,99 yrs lease commencing from 2016,7,23-Sep,Resale
MARINE PARADE,2050000.0,142.0,Condominium,99 yrs lease commencing from 1982,41,23-Sep,Resale
MARINE PARADE,2050000.0,128.0,Condominium,99 yrs lease commencing from 1993,30,23-Sep,Resale
MARINE PARADE,1980000.0,67.0,Apartment,Freehold,33,23-Sep,Sub Sale
MARINE PARADE,1150000.0,60.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1650000.0,88.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,3000000.0,176.0,Condominium,99 yrs lease commencing from 1994,29,23-Sep,Resale
MARINE PARADE,1580000.0,87.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1080000.0,55.0,Condominium,103 yrs lease commencing from 2009,14,23-Sep,Resale
MARINE PARADE,5150000.0,255.0,Condominium,99 yrs lease commencing from 1994,29,23-Sep,Resale
MARINE PARADE,2060000.0,146.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1080000.0,77.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1350000.0,79.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,3088888.0,117.0,Apartment,99 yrs lease commencing from 2016,7,23-Sep,Resale
MARINE PARADE,1440000.0,75.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,4728000.0,224.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,2760000.0,118.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,3128000.0,118.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,1575000.0,81.0,Condominium,103 yrs lease commencing from 2009,14,23-Sep,Resale
MARINE PARADE,2125000.0,81.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,1820000.0,113.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,2650000.0,137.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,1960000.0,99.0,Condominium,99 yrs lease commencing from 2007,16,23-Sep,Resale
MARINE PARADE,2366888.0,188.0,Condominium,99 yrs lease commencing from 1982,41,23-Sep,Resale
MARINE PARADE,3100000.0,191.0,Condominium,99 yrs lease commencing from 1994,29,23-Sep,Resale
MARINE PARADE,1845000.0,111.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,950000.0,54.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,2213338.0,89.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,1390000.0,98.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,2038000.0,112.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,2050000.0,148.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,3250000.0,140.0,Condominium,99 yrs lease commencing from 2007,16,23-Sep,Resale
MARINE PARADE,675000.0,34.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1070000.0,74.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1680000.0,87.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,2360000.0,108.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,783888.0,45.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,608000.0,35.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1330000.0,79.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1420000.0,81.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,1550000.0,107.0,Condominium,99 yrs lease commencing from 1995,28,23-Sep,Resale
MARINE PARADE,1300000.0,79.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,2010000.0,124.0,Condominium,99 yrs lease commencing from 1994,29,23-Sep,Resale
MARINE PARADE,1700000.0,111.0,Condominium,99 yrs lease commencing from 1997,26,23-Sep,Resale
MARINE PARADE,670000.0,34.0,Apartment,Freehold,33,23-Sep,Resale
MARINE PARADE,2960000.0,147.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,1830000.0,91.0,Condominium,99 yrs lease commencing from 2007,16,23-Sep,Resale
MARINE PARADE,2490000.0,172.0,Condominium,99 yrs lease commencing from 1994,29,23-Sep,Resale
MARINE PARADE,2520000.0,135.0,Condominium,99 yrs lease commencing from 2004,19,23-Sep,Resale
MARINE PARADE,1340000.0,118.0,Apartment,99 yrs lease commencing from 1976,47,23-Sep,Resale
MARINE PARADE,1350000.0,118.0,Apartment,99 yrs lease commencing from 1976,47,23-Sep,Resale
MARINE PARADE,1220000.0,67.0,Condominium,Freehold,33,23-Sep,Resale
MARINE PARADE,1200000.0,63.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,960000.0,54.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,1230000.0,63.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1205000.0,75.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1435000.0,77.0,Condominium,99 yrs lease commencing from 1997,26,23-Aug,Resale
MARINE PARADE,810000.0,43.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,2870000.0,143.0,Condominium,99 yrs lease commencing from 2001,22,23-Aug,Resale
MARINE PARADE,2758000.0,152.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,6300000.0,227.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,3600000.0,157.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,928000.0,68.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1720000.0,103.0,Condominium,99 yrs lease commencing from 2001,22,23-Aug,Resale
MARINE PARADE,4680000.0,257.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1540000.0,159.0,Apartment,99 yrs lease commencing from 1995,28,23-Aug,Resale
MARINE PARADE,2928000.0,124.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,2680000.0,144.0,Apartment,Freehold,33,23-Aug,Resale
MARINE PARADE,1270000.0,53.0,Condominium,Freehold,33,23-Aug,Resale
MARINE PARADE,1900000.0,85.0,Condominium,Freehold,33,23-Aug,Resale
