source_url,source_slug,name,row_count,status,error
https://www.edgeprop.sg/landed-house/ford-place,ford-place,FORD PLACE,7,ok,
https://www.edgeprop.sg/landed-house/fort-terrace,fort-terrace,FORT TERRACE,5,ok,
https://www.edgeprop.sg/landed-house/fortuna-garden,fortuna-garden,FORTUNA GARDEN,0,ok,
https://www.edgeprop.sg/landed-house/fortuna-gardens,fortuna-gardens,FORTUNA GARDENS,40,ok,
https://www.edgeprop.sg/landed-house/fortuna-hill,fortuna-hill,FORTUNA HILL,20,ok,
https://www.edgeprop.sg/landed-house/fortuna-seaview-villas,fortuna-seaview-villas,FORTUNA SEAVIEW VILLAS,2,ok,
https://www.edgeprop.sg/landed-house/fortune-view,fortune-view,FORTUNE VIEW,30,ok,
https://www.edgeprop.sg/landed-house/frankel-estate,frankel-estate,FRANKEL ESTATE,130,ok,
https://www.edgeprop.sg/landed-house/fudu-park,fudu-park,FUDU PARK,110,ok,
https://www.edgeprop.sg/landed-house/fulton-hill,fulton-hill,FULTON HILL,109,ok,
https://www.edgeprop.sg/landed-house/fuyong-estate,fuyong-estate,FUYONG ESTATE,120,ok,
https://www.edgeprop.sg/landed-house/gabriel-villas,gabriel-villas,GABRIEL VILLAS,10,ok,
https://www.edgeprop.sg/landed-house/gallop-park,gallop-park,GALLOP PARK,10,ok,
https://www.edgeprop.sg/landed-house/gallop-ridge,gallop-ridge,GALLOP RIDGE,1,ok,
https://www.edgeprop.sg/landed-house/gallop-villas,gallop-villas,GALLOP VILLAS,10,ok,
https://www.edgeprop.sg/landed-house/gambier-court,gambier-court,GAMBIER COURT,7,ok,
https://www.edgeprop.sg/landed-house/gambir-gardens,gambir-gardens,GAMBIR GARDENS,10,ok,
https://www.edgeprop.sg/landed-house/gambir-terrace,gambir-terrace,GAMBIR TERRACE,1,ok,
https://www.edgeprop.sg/landed-house/gao-ming-hua-yuan,gao-ming-hua-yuan,GAO MIN HUA YUAN,20,ok,
https://www.edgeprop.sg/landed-house/garden-view,garden-view,GARDEN VIEW,0,ok,
https://www.edgeprop.sg/landed-house/garden-view-estate,garden-view-estate,GARDEN VIEW ESTATE,19,ok,
https://www.edgeprop.sg/landed-house/garlick-park,garlick-park,GARLICK PARK,10,ok,
https://www.edgeprop.sg/landed-house/garlick-ville,garlick-ville,GARLICK VILLE,35,ok,
https://www.edgeprop.sg/landed-house/gentle-reflections,gentle-reflections,GENTLE REFLECTIONS,10,ok,
https://www.edgeprop.sg/landed-house/gentle-villas,gentle-villas,GENTLE VILLAS,0,ok,
https://www.edgeprop.sg/landed-house/gerald-gardens,gerald-gardens,GERALD GARDENS,0,ok,
https://www.edgeprop.sg/landed-house/gerald-mugliston,gerald-mugliston,GERALD MUGLISTON,0,ok,
https://www.edgeprop.sg/landed-house/gerald-mugliston-estate,gerald-mugliston-estate,GERALD MUGLISTON ESTATE,10,ok,
