record_id,project,block,block_source,published_unit,transaction_date,price_sgd,area_sqft,psf_sgd,sale_type,sale_type_source,source_url
propertynoob-55,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#12-20,2025-08-02,1389900,667,2083,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-54,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#12-29,2025-08-02,1389900,667,2083,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-53,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#11-20,2025-08-02,1386400,667,2077,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-52,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#11-29,2025-08-02,1386400,667,2077,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-51,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#10-20,2025-08-02,1383000,667,2072,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-50,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#10-29,2025-08-02,1383000,667,2072,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-49,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#09-20,2025-08-02,1379500,667,2067,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-48,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#09-29,2025-08-02,1379500,667,2067,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-47,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#08-20,2025-08-02,1376100,667,2062,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-46,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#08-29,2025-08-02,1376100,667,2062,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-45,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#07-20,2025-08-02,1372700,667,2057,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-44,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#07-29,2025-08-02,1372700,667,2057,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-43,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#06-20,2025-08-02,1369300,667,2052,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-42,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#06-29,2025-08-02,1369300,667,2052,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-41,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#12-12,2025-08-02,1356100,667,2032,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-40,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#12-17,2025-08-02,1353700,667,2028,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-39,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#12-04,2025-08-02,1353100,667,2028,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-38,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#11-12,2025-08-02,1352700,667,2027,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-37,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#11-17,2025-08-02,1350400,667,2023,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-36,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#11-04,2025-08-02,1350100,667,2023,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-35,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#10-12,2025-08-02,1349300,667,2022,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-34,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#10-17,2025-08-02,1347000,667,2018,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-33,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#10-04,2025-08-02,1346100,667,2017,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-32,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#09-12,2025-08-02,1346000,667,2017,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-31,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#09-17,2025-08-02,1343700,667,2013,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-30,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#08-12,2025-08-02,1342600,667,2012,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-29,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#08-17,2025-08-02,1340300,667,2008,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-28,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#08-32,2025-08-02,1340300,667,2008,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-27,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#07-12,2025-08-02,1339300,667,2007,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-26,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#07-17,2025-08-02,1337000,667,2003,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-25,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#06-12,2025-08-02,1335900,667,2002,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-24,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#06-17,2025-08-02,1333600,667,1998,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-23,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#05-17,2025-08-02,1330300,667,1993,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-22,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#04-12,2025-08-02,1329300,667,1992,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-21,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#02-17,2025-08-02,1320400,667,1979,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-20,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#01-17,2025-08-02,1317100,667,1974,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-19,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#12-09,2025-08-02,1122800,570,1968,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-18,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#11-09,2025-08-02,1120000,570,1963,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-17,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#10-09,2025-08-02,1117200,570,1958,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-16,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#12-01,2025-08-02,1117000,570,1958,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-15,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#11-01,2025-08-02,1115000,570,1954,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-14,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#09-09,2025-08-02,1114400,570,1953,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-13,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#10-01,2025-08-02,1112000,570,1949,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-12,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#08-09,2025-08-02,1111600,570,1949,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-11,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#09-01,2025-08-02,1109000,570,1944,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-10,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#07-09,2025-08-02,1108900,570,1944,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-9,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-01,2025-08-02,1106000,570,1939,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-8,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#05-09,2025-08-02,1103400,570,1934,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-7,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#07-01,2025-08-02,1103000,570,1933,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-6,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#06-01,2025-08-02,1101000,570,1930,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-5,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#04-09,2025-08-02,1100600,570,1929,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-4,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-09,2025-08-02,1097900,570,1924,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-3,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#01-12,2025-08-02,880000,409,2151,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-2,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#01-20,2025-08-02,880000,409,2151,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-1,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#01-29,2025-08-02,880000,409,2151,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
