ref_quarter,project_name,street_name,postal_district,median_psf_pm,psf25,psf75,x,y
2024Q1,ESPADA,ST. THOMAS WALK,09,8.23,6.51,9.15,28374.49343,31088.46593
2024Q3,ESPADA,ST. THOMAS WALK,09,6.97,6.32,8.47,28374.49343,31088.46593
2024Q4,ESPADA,ST. THOMAS WALK,09,7.96,6.24,8.72,28374.49343,31088.46593
2024Q2,ESPADA,ST. THOMAS WALK,09,7.52,6.15,8.64,28374.49343,31088.46593
2025Q1,ESPADA,ST. THOMAS WALK,09,7.63,6.43,8.85,28374.49343,31088.46593
2025Q4,ESPADA,ST. THOMAS WALK,09,6.44,6.1,8.54,28374.49343,31088.46593
2026Q1,ESPADA,ST. THOMAS WALK,09,8.8,6.55,9.25,28374.49343,31088.46593
2025Q2,ESPADA,ST. THOMAS WALK,09,7.96,6.32,8.66,28374.49343,31088.46593
2025Q3,ESPADA,ST. THOMAS WALK,09,7.96,6.19,8.49,28374.49343,31088.46593
2026Q2,ESPADA,ST. THOMAS WALK,09,8.32,6.35,8.86,28374.49343,31088.46593
2023Q4,LAKEHOLMZ,CORPORATION ROAD,22,3.89,3.64,4.22,14966.7929,36055.99579
2023Q3,LAKEHOLMZ,CORPORATION ROAD,22,3.87,3.36,4.24,14966.7929,36055.99579
2025Q1,LAKEHOLMZ,CORPORATION ROAD,22,3.75,3.66,3.83,14966.7929,36055.99579
2025Q4,LAKEHOLMZ,CORPORATION ROAD,22,3.85,3.59,4,14966.7929,36055.99579
2025Q3,LAKEHOLMZ,CORPORATION ROAD,22,3.87,3.53,4.02,14966.7929,36055.99579
2023Q3,VILLA DELLE ROSE,TAMAN NAKHODA,10,4.49,4.33,4.76,25202.92637,32761.34213
2025Q1,VILLA DELLE ROSE,TAMAN NAKHODA,10,3.45,3.3,3.86,25202.92637,32761.34213
2024Q3,VILLA DELLE ROSE,TAMAN NAKHODA,10,3.25,3.12,3.41,25202.92637,32761.34213
2025Q3,VILLA DELLE ROSE,TAMAN NAKHODA,10,3.5,3.36,3.71,25202.92637,32761.34213
2025Q2,VILLA DELLE ROSE,TAMAN NAKHODA,10,3.32,3.14,3.58,25202.92637,32761.34213
2026Q2,VILLA DELLE ROSE,TAMAN NAKHODA,10,3.56,3.48,3.61,25202.92637,32761.34213
2026Q1,GRANGE 1866,GRANGE ROAD,10,7.76,7.28,7.96,27511.61211,31367.82115
2023Q3,WHITEHAVEN,PASIR PANJANG ROAD,05,6.62,6.19,7,21793.56689,30257.851
2024Q2,WHITEHAVEN,PASIR PANJANG ROAD,05,4.85,3.58,6.29,21793.56689,30257.851
2024Q3,WHITEHAVEN,PASIR PANJANG ROAD,05,6.32,5.95,6.71,21793.56689,30257.851
2025Q3,WHITEHAVEN,PASIR PANJANG ROAD,05,6.32,5.95,6.69,21793.56689,30257.851
2025Q2,WHITEHAVEN,PASIR PANJANG ROAD,05,5.72,4.86,6.64,21793.56689,30257.851
2026Q2,WHITEHAVEN,PASIR PANJANG ROAD,05,6.19,5.18,6.69,21793.56689,30257.851
2023Q4,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.67,3.57,3.91,39388.54476,35516.59993
2023Q3,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.4,3.22,4.01,39388.54476,35516.59993
2024Q1,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.91,3.61,3.92,39388.54476,35516.59993
2024Q4,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.67,3.48,3.89,39388.54476,35516.59993
2024Q2,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.53,3.42,3.81,39388.54476,35516.59993
2024Q3,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.58,3.5,3.91,39388.54476,35516.59993
2025Q4,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.86,3.58,4.07,39388.54476,35516.59993
2026Q1,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.81,3.61,4.14,39388.54476,35516.59993
2025Q2,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.54,3.33,3.8,39388.54476,35516.59993
2025Q3,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.58,3.41,3.98,39388.54476,35516.59993
2026Q2,AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,3.55,3.47,4.03,39388.54476,35516.59993
2023Q3,FOREST WOODS,LORONG LEW LIAN,19,5.79,5.51,6.24,32797.9229,37048.69105
2023Q4,FOREST WOODS,LORONG LEW LIAN,19,5.92,5.69,6.3,32797.9229,37048.69105
2024Q1,FOREST WOODS,LORONG LEW LIAN,19,5.68,5.51,5.99,32797.9229,37048.69105
2024Q3,FOREST WOODS,LORONG LEW LIAN,19,5.79,5.4,5.99,32797.9229,37048.69105
2024Q4,FOREST WOODS,LORONG LEW LIAN,19,5.85,5.65,6.15,32797.9229,37048.69105
2024Q2,FOREST WOODS,LORONG LEW LIAN,19,5.69,5.31,6.04,32797.9229,37048.69105
2025Q1,FOREST WOODS,LORONG LEW LIAN,19,5.75,5.47,6.13,32797.9229,37048.69105
2025Q4,FOREST WOODS,LORONG LEW LIAN,19,5.86,5.68,6.3,32797.9229,37048.69105
2026Q1,FOREST WOODS,LORONG LEW LIAN,19,5.81,5.46,6.24,32797.9229,37048.69105
2025Q2,FOREST WOODS,LORONG LEW LIAN,19,5.72,5.45,5.95,32797.9229,37048.69105
2025Q3,FOREST WOODS,LORONG LEW LIAN,19,5.75,5.47,5.96,32797.9229,37048.69105
2026Q2,FOREST WOODS,LORONG LEW LIAN,19,5.69,5.52,6.06,32797.9229,37048.69105
2023Q3,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.57,5.98,7.21,33758.55101,33270.58803
2023Q4,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.02,5.64,7.15,33758.55101,33270.58803
2024Q1,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,5.81,5.57,6.14,33758.55101,33270.58803
2025Q1,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.41,6.04,7.18,33758.55101,33270.58803
2024Q3,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.49,6,7,33758.55101,33270.58803
2024Q4,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,5.89,5.57,6.22,33758.55101,33270.58803
2024Q2,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.49,6.15,6.66,33758.55101,33270.58803
2025Q3,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.46,5.82,6.99,33758.55101,33270.58803
2025Q4,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.54,6.31,6.57,33758.55101,33270.58803
2026Q2,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.28,5.75,6.75,33758.55101,33270.58803
2026Q1,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.33,6.18,6.53,33758.55101,33270.58803
2025Q2,TRE RESIDENCES,GEYLANG EAST AVENUE 1,14,6.49,5.86,7.15,33758.55101,33270.58803
2023Q3,THE CREEK @ BUKIT,TOH TUCK ROAD,21,6.34,5.57,6.8,20877.4198,35651.41874
2023Q4,THE CREEK @ BUKIT,TOH TUCK ROAD,21,5.23,4.74,6.33,20877.4198,35651.41874
2024Q1,THE CREEK @ BUKIT,TOH TUCK ROAD,21,5.18,4.73,5.87,20877.4198,35651.41874
2024Q3,THE CREEK @ BUKIT,TOH TUCK ROAD,21,4.87,4.55,6.12,20877.4198,35651.41874
2024Q2,THE CREEK @ BUKIT,TOH TUCK ROAD,21,4.51,4.11,5.34,20877.4198,35651.41874
2025Q1,THE CREEK @ BUKIT,TOH TUCK ROAD,21,5,4.88,6.24,20877.4198,35651.41874
2026Q2,THE CREEK @ BUKIT,TOH TUCK ROAD,21,5.02,4.7,5.74,20877.4198,35651.41874
2025Q2,THE CREEK @ BUKIT,TOH TUCK ROAD,21,4.55,4,5.31,20877.4198,35651.41874
2025Q3,THE CREEK @ BUKIT,TOH TUCK ROAD,21,5.31,4.65,6.33,20877.4198,35651.41874
2023Q4,HILLSTA,PHOENIX ROAD,23,4.41,3.9,5.1,19426.4982,39877.31561
2024Q1,HILLSTA,PHOENIX ROAD,23,4.65,4.01,4.91,19426.4982,39877.31561
2023Q3,HILLSTA,PHOENIX ROAD,23,4.51,4.06,5.1,19426.4982,39877.31561
2024Q3,HILLSTA,PHOENIX ROAD,23,4.56,3.98,5.02,19426.4982,39877.31561
2024Q4,HILLSTA,PHOENIX ROAD,23,4.49,4.24,4.97,19426.4982,39877.31561
2024Q2,HILLSTA,PHOENIX ROAD,23,4.57,3.94,4.83,19426.4982,39877.31561
2025Q1,HILLSTA,PHOENIX ROAD,23,4.65,4.25,5.07,19426.4982,39877.31561
2025Q4,HILLSTA,PHOENIX ROAD,23,4.45,3.87,5.08,19426.4982,39877.31561
2026Q1,HILLSTA,PHOENIX ROAD,23,4.8,4.34,5.11,19426.4982,39877.31561
2025Q2,HILLSTA,PHOENIX ROAD,23,4.57,4.08,4.86,19426.4982,39877.31561
2025Q3,HILLSTA,PHOENIX ROAD,23,4.5,3.94,5.08,19426.4982,39877.31561
2026Q2,HILLSTA,PHOENIX ROAD,23,4.81,3.98,5.08,19426.4982,39877.31561
2024Q3,WILKIE 80,WILKIE ROAD,09,7.03,6.33,7.66,29598.74994,31712.7952
2025Q2,WILKIE 80,WILKIE ROAD,09,6.88,6.26,7.52,29598.74994,31712.7952
2023Q4,26 NEWTON,NEWTON ROAD,11,6.56,6.19,6.98,28930.33299,33116.45355
2023Q3,26 NEWTON,NEWTON ROAD,11,7.18,6.89,7.44,28930.33299,33116.45355
2024Q1,26 NEWTON,NEWTON ROAD,11,6.61,6.07,7.18,28930.33299,33116.45355
2024Q4,26 NEWTON,NEWTON ROAD,11,6.19,6.03,6.76,28930.33299,33116.45355
2024Q2,26 NEWTON,NEWTON ROAD,11,6.29,5.16,6.85,28930.33299,33116.45355
2025Q1,26 NEWTON,NEWTON ROAD,11,6.65,6.07,6.84,28930.33299,33116.45355
2024Q3,26 NEWTON,NEWTON ROAD,11,6.33,5.98,6.7,28930.33299,33116.45355
2025Q4,26 NEWTON,NEWTON ROAD,11,6.19,5.68,6.84,28930.33299,33116.45355
2026Q1,26 NEWTON,NEWTON ROAD,11,6.76,6.33,6.97,28930.33299,33116.45355
2025Q3,26 NEWTON,NEWTON ROAD,11,6.52,5.85,6.76,28930.33299,33116.45355
2026Q2,26 NEWTON,NEWTON ROAD,11,6.52,6.16,6.92,28930.33299,33116.45355
2023Q3,SYMPHONY HEIGHTS,HUME AVENUE,21,3.76,3.3,4.07,20601.56924,37662.52947
2023Q4,SYMPHONY HEIGHTS,HUME AVENUE,21,3.62,3.45,3.98,20601.56924,37662.52947
2024Q1,SYMPHONY HEIGHTS,HUME AVENUE,21,3.18,3.07,3.71,20601.56924,37662.52947
2024Q3,SYMPHONY HEIGHTS,HUME AVENUE,21,3.46,3.34,3.61,20601.56924,37662.52947
2024Q4,SYMPHONY HEIGHTS,HUME AVENUE,21,3.47,3.3,3.68,20601.56924,37662.52947
2024Q2,SYMPHONY HEIGHTS,HUME AVENUE,21,3.51,3.3,3.72,20601.56924,37662.52947
2025Q1,SYMPHONY HEIGHTS,HUME AVENUE,21,3.45,3.13,3.56,20601.56924,37662.52947
2026Q2,SYMPHONY HEIGHTS,HUME AVENUE,21,3.42,3.31,3.76,20601.56924,37662.52947
2025Q4,SYMPHONY HEIGHTS,HUME AVENUE,21,3.59,3.49,3.89,20601.56924,37662.52947
2026Q1,SYMPHONY HEIGHTS,HUME AVENUE,21,3.58,3.12,3.74,20601.56924,37662.52947
2025Q2,SYMPHONY HEIGHTS,HUME AVENUE,21,3.72,3.54,4,20601.56924,37662.52947
2025Q3,SYMPHONY HEIGHTS,HUME AVENUE,21,3.41,3.17,3.7,20601.56924,37662.52947
2023Q4,HILLBROOKS,HILLVIEW AVENUE,23,3.48,3.27,3.75,20076.89967,37855.12134
2023Q3,HILLBROOKS,HILLVIEW AVENUE,23,3.55,3.1,3.92,20076.89967,37855.12134
2024Q3,HILLBROOKS,HILLVIEW AVENUE,23,3.46,3.1,3.75,20076.89967,37855.12134
2026Q1,HILLBROOKS,HILLVIEW AVENUE,23,3.35,3.19,3.55,20076.89967,37855.12134
2025Q2,HILLBROOKS,HILLVIEW AVENUE,23,3.45,3.36,3.47,20076.89967,37855.12134
2025Q3,HILLBROOKS,HILLVIEW AVENUE,23,3.41,3.3,3.7,20076.89967,37855.12134
2023Q3,SAVANNAH CONDOPARK,SIMEI RISE,18,3.63,3.2,3.84,42194.66986,36891.96741
2023Q4,SAVANNAH CONDOPARK,SIMEI RISE,18,3.66,3.48,3.76,42194.66986,36891.96741
2024Q1,SAVANNAH CONDOPARK,SIMEI RISE,18,3.58,3.42,3.68,42194.66986,36891.96741
2024Q3,SAVANNAH CONDOPARK,SIMEI RISE,18,3.4,3.23,3.47,42194.66986,36891.96741
2024Q4,SAVANNAH CONDOPARK,SIMEI RISE,18,3.42,3.29,3.66,42194.66986,36891.96741
2024Q2,SAVANNAH CONDOPARK,SIMEI RISE,18,3.47,3.29,3.65,42194.66986,36891.96741
2026Q2,SAVANNAH CONDOPARK,SIMEI RISE,18,3.55,3.34,3.59,42194.66986,36891.96741
2025Q4,SAVANNAH CONDOPARK,SIMEI RISE,18,3.59,3.5,3.59,42194.66986,36891.96741
2025Q2,SAVANNAH CONDOPARK,SIMEI RISE,18,3.55,3.31,3.76,42194.66986,36891.96741
2025Q3,SAVANNAH CONDOPARK,SIMEI RISE,18,3.6,3.28,3.79,42194.66986,36891.96741
2023Q4,MARTIN MODERN,MARTIN PLACE,09,8.51,8.19,8.77,28526.69145,30659.01805
2024Q1,MARTIN MODERN,MARTIN PLACE,09,8.23,7.77,8.5,28526.69145,30659.01805
2023Q3,MARTIN MODERN,MARTIN PLACE,09,8.6,8.17,8.86,28526.69145,30659.01805
2024Q3,MARTIN MODERN,MARTIN PLACE,09,8.4,8.13,8.67,28526.69145,30659.01805
2024Q4,MARTIN MODERN,MARTIN PLACE,09,8.11,7.85,8.7,28526.69145,30659.01805
2024Q2,MARTIN MODERN,MARTIN PLACE,09,8,7.79,8.24,28526.69145,30659.01805
2025Q1,MARTIN MODERN,MARTIN PLACE,09,8.32,8.24,8.43,28526.69145,30659.01805
2025Q4,MARTIN MODERN,MARTIN PLACE,09,8.53,8.32,8.73,28526.69145,30659.01805
2026Q1,MARTIN MODERN,MARTIN PLACE,09,8.47,8.19,8.8,28526.69145,30659.01805
2025Q2,MARTIN MODERN,MARTIN PLACE,09,8.14,8.04,8.59,28526.69145,30659.01805
2025Q3,MARTIN MODERN,MARTIN PLACE,09,8.5,8.28,8.66,28526.69145,30659.01805
2026Q2,MARTIN MODERN,MARTIN PLACE,09,8.5,8.26,8.77,28526.69145,30659.01805
2023Q4,JADE RESIDENCES,LEW LIAN VALE,19,5.06,4.91,5.3,32939.35974,36796.94773
2024Q1,JADE RESIDENCES,LEW LIAN VALE,19,5.49,4.24,5.76,32939.35974,36796.94773
2023Q3,JADE RESIDENCES,LEW LIAN VALE,19,5.18,4.45,5.71,32939.35974,36796.94773
2024Q3,JADE RESIDENCES,LEW LIAN VALE,19,4.8,3.87,5.29,32939.35974,36796.94773
2024Q4,JADE RESIDENCES,LEW LIAN VALE,19,4.85,3.22,5.24,32939.35974,36796.94773
2025Q1,JADE RESIDENCES,LEW LIAN VALE,19,5.07,4.81,5.46,32939.35974,36796.94773
2025Q4,JADE RESIDENCES,LEW LIAN VALE,19,4.99,4.65,5.19,32939.35974,36796.94773
2026Q1,JADE RESIDENCES,LEW LIAN VALE,19,4.9,4.47,5.49,32939.35974,36796.94773
2025Q3,JADE RESIDENCES,LEW LIAN VALE,19,4.78,4.39,4.97,32939.35974,36796.94773
2026Q2,JADE RESIDENCES,LEW LIAN VALE,19,5.15,4.9,5.46,32939.35974,36796.94773
2023Q3,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,6.39,6.09,7.12,40417.14808,34117.9636
2023Q4,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,6.19,5.93,6.59,40417.14808,34117.9636
2024Q1,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,6.19,5.45,6.79,40417.14808,34117.9636
2024Q3,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,5.84,5.16,6.38,40417.14808,34117.9636
2024Q4,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,5.91,5.44,6.38,40417.14808,34117.9636
2024Q2,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,5.98,5.66,6.39,40417.14808,34117.9636
2025Q1,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,6.14,5.67,6.8,40417.14808,34117.9636
2025Q4,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,5.76,5.25,6.19,40417.14808,34117.9636
2026Q1,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,6.12,5.37,6.73,40417.14808,34117.9636
2025Q2,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,6.01,5.61,6.52,40417.14808,34117.9636
2025Q3,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,5.98,5.44,6.7,40417.14808,34117.9636
2026Q2,GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,6.22,5.69,6.73,40417.14808,34117.9636
2023Q3,DRAYCOTT EIGHT,DRAYCOTT PARK,10,6.48,5.5,6.97,27865.43713,32639.1683
2024Q3,DRAYCOTT EIGHT,DRAYCOTT PARK,10,5.97,5.66,6.41,27865.43713,32639.1683
2024Q4,DRAYCOTT EIGHT,DRAYCOTT PARK,10,5.89,5.72,6.01,27865.43713,32639.1683
2025Q2,DRAYCOTT EIGHT,DRAYCOTT PARK,10,5.5,5.33,5.94,27865.43713,32639.1683
2025Q3,DRAYCOTT EIGHT,DRAYCOTT PARK,10,5.85,5.53,6.14,27865.43713,32639.1683
2026Q1,BOONVIEW,MARYMOUNT TERRACE,20,3.87,3.83,4.3,28922.83293,37093.28334
2025Q2,SUITES @ CAIRNHILL,CAIRNHILL ROAD,09,5.4,5.31,5.67,28361.93527,32485.78572
2025Q3,GOODWOOD GRAND,BALMORAL ROAD,10,5.64,5.36,6.16,27999.96838,33061.95771
2023Q3,THE GAZANIA,HOW SUN DRIVE,19,6.09,5.81,6.46,33132.76308,36379.98723
2024Q3,THE GAZANIA,HOW SUN DRIVE,19,5.82,5.37,6.25,33132.76308,36379.98723
2024Q4,THE GAZANIA,HOW SUN DRIVE,19,5.86,5.6,6.48,33132.76308,36379.98723
2025Q1,THE GAZANIA,HOW SUN DRIVE,19,6.48,5.9,7.02,33132.76308,36379.98723
2026Q2,THE GAZANIA,HOW SUN DRIVE,19,7.02,5.99,7.17,33132.76308,36379.98723
2025Q4,THE GAZANIA,HOW SUN DRIVE,19,5.73,5.33,6.09,33132.76308,36379.98723
2025Q2,THE GAZANIA,HOW SUN DRIVE,19,6.41,5.76,6.8,33132.76308,36379.98723
2025Q3,THE GAZANIA,HOW SUN DRIVE,19,6.14,5.79,6.48,33132.76308,36379.98723
2024Q3,WILSHIRE RESIDENCES,FARRER ROAD,10,5.89,5.59,6.18,24801.81046,32825.17285
2023Q4,NIN RESIDENCE,PHENG GECK AVENUE,13,6.02,4.83,6.33,32075.12966,35031.37121
2023Q3,NIN RESIDENCE,PHENG GECK AVENUE,13,5.06,4.54,5.5,32075.12966,35031.37121
2024Q3,NIN RESIDENCE,PHENG GECK AVENUE,13,4.65,4.42,5.18,32075.12966,35031.37121
2024Q4,NIN RESIDENCE,PHENG GECK AVENUE,13,4.65,4.54,6.23,32075.12966,35031.37121
2024Q2,NIN RESIDENCE,PHENG GECK AVENUE,13,5.06,4.48,5.73,32075.12966,35031.37121
2025Q1,NIN RESIDENCE,PHENG GECK AVENUE,13,4.82,4.54,5.19,32075.12966,35031.37121
2025Q4,NIN RESIDENCE,PHENG GECK AVENUE,13,5.17,4.65,6.14,32075.12966,35031.37121
2026Q1,NIN RESIDENCE,PHENG GECK AVENUE,13,5.41,4.76,6.41,32075.12966,35031.37121
2025Q2,NIN RESIDENCE,PHENG GECK AVENUE,13,4.94,4.64,6.05,32075.12966,35031.37121
2025Q3,NIN RESIDENCE,PHENG GECK AVENUE,13,5.47,4.79,6.12,32075.12966,35031.37121
2026Q2,NIN RESIDENCE,PHENG GECK AVENUE,13,4.72,4.44,5.33,32075.12966,35031.37121
2023Q3,UE SQUARE,RIVER VALLEY ROAD,09,4.73,4.39,5.47,28938.88335,30606.15865
2024Q1,UE SQUARE,RIVER VALLEY ROAD,09,4.97,4.43,5.48,28938.88335,30606.15865
2023Q4,UE SQUARE,RIVER VALLEY ROAD,09,4.8,4.37,5.24,28938.88335,30606.15865
2025Q1,UE SQUARE,RIVER VALLEY ROAD,09,4.77,4.17,5.36,28938.88335,30606.15865
2024Q2,UE SQUARE,RIVER VALLEY ROAD,09,4.89,4.53,5.54,28938.88335,30606.15865
2024Q3,UE SQUARE,RIVER VALLEY ROAD,09,4.57,4.19,5.1,28938.88335,30606.15865
2024Q4,UE SQUARE,RIVER VALLEY ROAD,09,4.66,4.24,5.19,28938.88335,30606.15865
2025Q3,UE SQUARE,RIVER VALLEY ROAD,09,4.6,4.32,5.06,28938.88335,30606.15865
2025Q4,UE SQUARE,RIVER VALLEY ROAD,09,4.76,4.41,5.12,28938.88335,30606.15865
2026Q2,UE SQUARE,RIVER VALLEY ROAD,09,4.8,4.49,5.44,28938.88335,30606.15865
2026Q1,UE SQUARE,RIVER VALLEY ROAD,09,4.9,4.49,5.2,28938.88335,30606.15865
2025Q2,UE SQUARE,RIVER VALLEY ROAD,09,4.82,4.38,5.39,28938.88335,30606.15865
2023Q3,CRAIG PLACE,CRAIG ROAD,02,6.61,6.34,7.01,29016.91477,28939.24582
2025Q3,CRAIG PLACE,CRAIG ROAD,02,6.7,6.25,7.1,29016.91477,28939.24582
2024Q1,THE PLAZA,BEACH ROAD,07,4.92,4.53,5.91,31048.27691,31323.71271
2023Q3,THE PLAZA,BEACH ROAD,07,5.14,4.94,5.57,31048.27691,31323.71271
2023Q4,THE PLAZA,BEACH ROAD,07,4.71,4.12,5.31,31048.27691,31323.71271
2024Q3,THE PLAZA,BEACH ROAD,07,4.97,4.37,5.24,31048.27691,31323.71271
2024Q4,THE PLAZA,BEACH ROAD,07,4.87,4.37,5.31,31048.27691,31323.71271
2024Q2,THE PLAZA,BEACH ROAD,07,4.74,4.39,5.08,31048.27691,31323.71271
2025Q1,THE PLAZA,BEACH ROAD,07,4.91,4.63,5.04,31048.27691,31323.71271
2025Q4,THE PLAZA,BEACH ROAD,07,5.16,4.83,5.52,31048.27691,31323.71271
2026Q2,THE PLAZA,BEACH ROAD,07,4.71,4.51,5.44,31048.27691,31323.71271
2026Q1,THE PLAZA,BEACH ROAD,07,4.65,4.15,4.92,31048.27691,31323.71271
2025Q3,THE PLAZA,BEACH ROAD,07,4.81,4.39,5.16,31048.27691,31323.71271
2024Q2,CASUARINA COVE,TANJONG RHU ROAD,15,3.53,3.24,3.94,32553.132,31084.77719
2025Q2,CASUARINA COVE,TANJONG RHU ROAD,15,3.43,3.24,3.73,32553.132,31084.77719
2026Q2,CASUARINA COVE,TANJONG RHU ROAD,15,3.83,3.43,4.31,32553.132,31084.77719
2023Q3,LUCKY PLAZA APARTMENTS,ORCHARD ROAD,09,4.71,4.52,5.3,28081.73509,31874.31741
2023Q3,SEASIDE RESIDENCES,SIGLAP LINK,15,6.59,6.08,6.81,38395.06117,32185.65251
2023Q4,SEASIDE RESIDENCES,SIGLAP LINK,15,6.33,5.94,6.56,38395.06117,32185.65251
2024Q1,SEASIDE RESIDENCES,SIGLAP LINK,15,6.25,5.88,6.62,38395.06117,32185.65251
2024Q3,SEASIDE RESIDENCES,SIGLAP LINK,15,6.29,5.92,6.62,38395.06117,32185.65251
2024Q4,SEASIDE RESIDENCES,SIGLAP LINK,15,6.3,6,6.61,38395.06117,32185.65251
2024Q2,SEASIDE RESIDENCES,SIGLAP LINK,15,6.35,5.92,6.92,38395.06117,32185.65251
2025Q1,SEASIDE RESIDENCES,SIGLAP LINK,15,6.37,6.14,6.94,38395.06117,32185.65251
2026Q2,SEASIDE RESIDENCES,SIGLAP LINK,15,6.37,6.1,6.79,38395.06117,32185.65251
2025Q4,SEASIDE RESIDENCES,SIGLAP LINK,15,6.25,5.97,6.71,38395.06117,32185.65251
2026Q1,SEASIDE RESIDENCES,SIGLAP LINK,15,6.25,5.97,6.79,38395.06117,32185.65251
2025Q2,SEASIDE RESIDENCES,SIGLAP LINK,15,6.42,6.03,6.92,38395.06117,32185.65251
2025Q3,SEASIDE RESIDENCES,SIGLAP LINK,15,6.43,6.05,6.79,38395.06117,32185.65251
2024Q3,THE REGALIA,RIVER VALLEY CLOSE,09,4.36,4.2,4.59,28406.43569,30848.85679
2026Q2,THE REGALIA,RIVER VALLEY CLOSE,09,4.48,4,4.8,28406.43569,30848.85679
2025Q2,THE REGALIA,RIVER VALLEY CLOSE,09,4.36,3.95,4.83,28406.43569,30848.85679
2024Q3,LANDBAY CONDOMINIUM,JALAN HAJIJAH,16,4,3.81,4.23,39417.75914,32794.36273
2026Q2,WALLICH RESIDENCE,WALLICH STREET,02,11.3,10.78,11.78,29379.37798,28835.93389
2024Q1,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.71,5.51,6.13,25930.86993,27713.30981
2023Q4,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.78,5.39,6.03,25930.86993,27713.30981
2023Q3,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,6.04,5.51,6.28,25930.86993,27713.30981
2024Q3,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.53,5.26,5.76,25930.86993,27713.30981
2024Q4,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.68,5.42,5.87,25930.86993,27713.30981
2024Q2,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.71,5.39,5.97,25930.86993,27713.30981
2025Q1,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.67,5.51,5.84,25930.86993,27713.30981
2025Q4,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.71,5.46,5.93,25930.86993,27713.30981
2026Q1,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.82,5.56,6.06,25930.86993,27713.30981
2025Q2,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.75,5.31,5.91,25930.86993,27713.30981
2025Q3,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.77,5.51,5.97,25930.86993,27713.30981
2026Q2,CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,5.8,5.53,6.14,25930.86993,27713.30981
2026Q2,SERENITY PARK,TAMARIND ROAD,28,2.7,2.59,2.93,30915.03395,41305.48173
2025Q2,SERENITY PARK,TAMARIND ROAD,28,2.59,2.42,2.96,30915.03395,41305.48173
2025Q2,VIEW AT KISMIS,LORONG KISMIS,21,5.64,5.34,5.82,20923.31157,35587.29238
2023Q3,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.31,5.04,5.96,32051.57768,34887.51609
2023Q4,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.49,5.34,5.78,32051.57768,34887.51609
