ref_quarter,project_name,street_name,postal_district,median_psf_pm,psf25,psf75,x,y
2024Q3,WATERFRONT KEY,BEDOK RESERVOIR ROAD,16,4.36,4.19,4.48,38837.8916,35472.35467
2025Q3,WATERFRONT KEY,BEDOK RESERVOIR ROAD,16,4.42,4.13,4.54,38837.8916,35472.35467
2024Q1,WATERFRONT KEY,BEDOK RESERVOIR ROAD,16,4.19,4.05,4.37,38837.8916,35472.35467
2026Q1,WATERFRONT KEY,BEDOK RESERVOIR ROAD,16,4.42,4.28,4.65,38837.8916,35472.35467
2025Q2,WATERFRONT KEY,BEDOK RESERVOIR ROAD,16,4.32,4.16,4.4,38837.8916,35472.35467
2026Q2,WATERFRONT KEY,BEDOK RESERVOIR ROAD,16,4.2,4.07,4.42,38837.8916,35472.35467
2023Q4,PALM GARDENS,HONG SAN WALK,23,3.12,2.97,3.32,18486.15509,39996.6643
2023Q3,PALM GARDENS,HONG SAN WALK,23,3.23,3.03,3.32,18486.15509,39996.6643
2024Q3,PALM GARDENS,HONG SAN WALK,23,3.19,2.9,3.31,18486.15509,39996.6643
2024Q4,PALM GARDENS,HONG SAN WALK,23,3.23,3.07,3.29,18486.15509,39996.6643
2024Q2,PALM GARDENS,HONG SAN WALK,23,3.15,3.06,3.22,18486.15509,39996.6643
2025Q2,PALM GARDENS,HONG SAN WALK,23,3.15,2.99,3.17,18486.15509,39996.6643
2026Q2,PALM GARDENS,HONG SAN WALK,23,3.16,3.1,3.25,18486.15509,39996.6643
2023Q3,SIMS URBAN OASIS,SIMS DRIVE,14,6.6,6.24,7.27,33323.43548,33602.33643
2023Q4,SIMS URBAN OASIS,SIMS DRIVE,14,6.61,6.25,7.13,33323.43548,33602.33643
2024Q1,SIMS URBAN OASIS,SIMS DRIVE,14,6.15,5.93,7.08,33323.43548,33602.33643
2024Q3,SIMS URBAN OASIS,SIMS DRIVE,14,6.36,6.01,6.87,33323.43548,33602.33643
2024Q4,SIMS URBAN OASIS,SIMS DRIVE,14,6.53,6.08,6.9,33323.43548,33602.33643
2024Q2,SIMS URBAN OASIS,SIMS DRIVE,14,5.95,5.69,6.46,33323.43548,33602.33643
2025Q1,SIMS URBAN OASIS,SIMS DRIVE,14,6.48,6.07,7.02,33323.43548,33602.33643
2026Q2,SIMS URBAN OASIS,SIMS DRIVE,14,6.25,5.84,7.02,33323.43548,33602.33643
2025Q4,SIMS URBAN OASIS,SIMS DRIVE,14,6.44,6.04,7.23,33323.43548,33602.33643
2026Q1,SIMS URBAN OASIS,SIMS DRIVE,14,6.4,5.99,6.89,33323.43548,33602.33643
2025Q2,SIMS URBAN OASIS,SIMS DRIVE,14,6.12,5.84,6.61,33323.43548,33602.33643
2025Q3,SIMS URBAN OASIS,SIMS DRIVE,14,6.27,5.83,6.8,33323.43548,33602.33643
2023Q3,SILVERSEA,MARINE PARADE ROAD,15,5.39,5.08,5.79,35773.41251,31380.26969
2023Q4,SILVERSEA,MARINE PARADE ROAD,15,5.43,5.15,5.8,35773.41251,31380.26969
2024Q1,SILVERSEA,MARINE PARADE ROAD,15,5.51,5.15,5.75,35773.41251,31380.26969
2024Q3,SILVERSEA,MARINE PARADE ROAD,15,5.42,4.99,5.58,35773.41251,31380.26969
2024Q4,SILVERSEA,MARINE PARADE ROAD,15,5.34,4.78,5.47,35773.41251,31380.26969
2024Q2,SILVERSEA,MARINE PARADE ROAD,15,5.44,5.1,5.58,35773.41251,31380.26969
2025Q1,SILVERSEA,MARINE PARADE ROAD,15,5.54,5.05,5.62,35773.41251,31380.26969
2026Q2,SILVERSEA,MARINE PARADE ROAD,15,5.42,5.36,5.78,35773.41251,31380.26969
2025Q4,SILVERSEA,MARINE PARADE ROAD,15,5.56,5.36,5.88,35773.41251,31380.26969
2026Q1,SILVERSEA,MARINE PARADE ROAD,15,5.72,5.49,6.1,35773.41251,31380.26969
2025Q2,SILVERSEA,MARINE PARADE ROAD,15,5.36,5,5.64,35773.41251,31380.26969
2025Q3,SILVERSEA,MARINE PARADE ROAD,15,5.59,5.39,5.93,35773.41251,31380.26969
2024Q3,LLOYD SIXTYFIVE,LLOYD ROAD,09,6.52,6.2,7.4,28616.50258,31065.00061
2024Q2,LLOYD SIXTYFIVE,LLOYD ROAD,09,6.5,5.97,7.39,28616.50258,31065.00061
2025Q4,LLOYD SIXTYFIVE,LLOYD ROAD,09,6.51,5.5,7.53,28616.50258,31065.00061
2026Q1,LLOYD SIXTYFIVE,LLOYD ROAD,09,5.91,5.78,6.21,28616.50258,31065.00061
2025Q2,LLOYD SIXTYFIVE,LLOYD ROAD,09,6.56,6.44,7.38,28616.50258,31065.00061
2023Q4,MELROSE PARK,KELLOCK ROAD,10,4.67,4.59,5.09,27684.57239,30628.56894
2024Q1,MELROSE PARK,KELLOCK ROAD,10,4.84,4.59,4.98,27684.57239,30628.56894
2023Q3,MELROSE PARK,KELLOCK ROAD,10,5.31,5.17,5.57,27684.57239,30628.56894
2024Q3,MELROSE PARK,KELLOCK ROAD,10,4.83,4.28,5,27684.57239,30628.56894
2025Q1,MELROSE PARK,KELLOCK ROAD,10,5,4.73,5.31,27684.57239,30628.56894
2025Q4,MELROSE PARK,KELLOCK ROAD,10,5.18,4.98,5.38,27684.57239,30628.56894
2026Q1,MELROSE PARK,KELLOCK ROAD,10,5.12,4.94,5.24,27684.57239,30628.56894
2025Q2,MELROSE PARK,KELLOCK ROAD,10,4.78,4.56,5.26,27684.57239,30628.56894
2025Q3,MELROSE PARK,KELLOCK ROAD,10,5.13,4.83,5.32,27684.57239,30628.56894
2023Q4,ONE AMBER,AMBER GARDENS,15,4.9,4.65,5.22,35326.10155,31599.39306
2024Q1,ONE AMBER,AMBER GARDENS,15,4.7,4.49,4.92,35326.10155,31599.39306
2023Q3,ONE AMBER,AMBER GARDENS,15,4.71,4.5,5.4,35326.10155,31599.39306
2024Q3,ONE AMBER,AMBER GARDENS,15,4.68,4.39,5.27,35326.10155,31599.39306
2024Q4,ONE AMBER,AMBER GARDENS,15,4.72,4.49,5.22,35326.10155,31599.39306
2024Q2,ONE AMBER,AMBER GARDENS,15,4.71,4.45,5.22,35326.10155,31599.39306
2025Q1,ONE AMBER,AMBER GARDENS,15,4.83,4.58,5.23,35326.10155,31599.39306
2025Q4,ONE AMBER,AMBER GARDENS,15,4.87,4.74,5.22,35326.10155,31599.39306
2026Q1,ONE AMBER,AMBER GARDENS,15,4.87,4.65,5.32,35326.10155,31599.39306
2025Q2,ONE AMBER,AMBER GARDENS,15,5,4.5,5.32,35326.10155,31599.39306
2025Q3,ONE AMBER,AMBER GARDENS,15,4.92,4.52,5.32,35326.10155,31599.39306
2026Q2,ONE AMBER,AMBER GARDENS,15,5.02,4.76,5.32,35326.10155,31599.39306
2025Q4,CHERRYLOFT,RANGOON ROAD,08,7.3,6.97,7.3,,
2026Q1,CHERRYLOFT,RANGOON ROAD,08,7.8,7.38,7.96,,
2025Q3,CHERRYLOFT,RANGOON ROAD,08,7.38,7.22,7.63,,
2023Q4,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,5.88,5.29,6.43,28432.31899,30670.78738
2023Q3,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,6.47,6.35,6.79,28432.31899,30670.78738
2024Q1,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,6,5.85,6.66,28432.31899,30670.78738
2024Q3,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,6.19,5.81,6.43,28432.31899,30670.78738
2024Q4,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,5.81,5.41,6.24,28432.31899,30670.78738
2024Q2,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,5.48,5.16,6.52,28432.31899,30670.78738
2026Q2,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,5.81,5.44,6.5,28432.31899,30670.78738
2025Q4,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,5.91,5.63,6.3,28432.31899,30670.78738
2026Q1,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,5.97,5.76,6.63,28432.31899,30670.78738
2025Q2,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,5.91,5.8,6.79,28432.31899,30670.78738
2025Q3,STARLIGHT SUITES,RIVER VALLEY CLOSE,09,5.68,5.53,6.19,28432.31899,30670.78738
2023Q4,RV ALTITUDE,RIVER VALLEY ROAD,09,8.06,7.63,8.84,28197.35641,30998.95114
2024Q1,RV ALTITUDE,RIVER VALLEY ROAD,09,7.62,7.41,7.99,28197.35641,30998.95114
2024Q4,RV ALTITUDE,RIVER VALLEY ROAD,09,8.16,7.69,8.84,28197.35641,30998.95114
2024Q2,RV ALTITUDE,RIVER VALLEY ROAD,09,8.15,7.21,8.49,28197.35641,30998.95114
2025Q1,RV ALTITUDE,RIVER VALLEY ROAD,09,7.69,7.58,7.94,28197.35641,30998.95114
2026Q2,RV ALTITUDE,RIVER VALLEY ROAD,09,7.92,7.6,8.67,28197.35641,30998.95114
2025Q4,RV ALTITUDE,RIVER VALLEY ROAD,09,7.96,7.61,8.72,28197.35641,30998.95114
2026Q1,RV ALTITUDE,RIVER VALLEY ROAD,09,7.8,7.55,7.89,28197.35641,30998.95114
2025Q2,RV ALTITUDE,RIVER VALLEY ROAD,09,7.87,7.49,8.72,28197.35641,30998.95114
2025Q3,RV ALTITUDE,RIVER VALLEY ROAD,09,7.99,7.49,8.44,28197.35641,30998.95114
2023Q3,CASA FORTUNA,AH HOOD ROAD,12,5.93,4.68,6.13,29682.9951,34515.8734
2024Q3,CASA FORTUNA,AH HOOD ROAD,12,4.41,4.07,5.68,29682.9951,34515.8734
2024Q4,CASA FORTUNA,AH HOOD ROAD,12,5.73,4.29,6.03,29682.9951,34515.8734
2025Q1,CASA FORTUNA,AH HOOD ROAD,12,5.02,4.07,5.88,29682.9951,34515.8734
2025Q3,CASA FORTUNA,AH HOOD ROAD,12,5.73,4.45,5.93,29682.9951,34515.8734
2023Q4,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.46,3.03,3.66,27352.72247,40360.08956
2024Q1,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.27,2.93,3.73,27352.72247,40360.08956
2023Q3,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.48,2.81,3.8,27352.72247,40360.08956
2024Q3,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.52,3.35,4.57,27352.72247,40360.08956
2024Q4,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.6,3.3,3.83,27352.72247,40360.08956
2024Q2,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.8,3.36,4.38,27352.72247,40360.08956
2025Q1,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.4,3.24,3.58,27352.72247,40360.08956
2025Q4,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.6,3.02,4,27352.72247,40360.08956
2026Q1,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.46,3.15,3.83,27352.72247,40360.08956
2025Q2,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.62,3.27,4.37,27352.72247,40360.08956
2025Q3,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,3.26,2.64,3.53,27352.72247,40360.08956
2026Q2,MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,4.02,3.38,4.53,27352.72247,40360.08956
2024Q1,THE GRANGE,GRANGE GARDEN,10,5.64,5.48,5.98,26983.72366,31530.53649
2023Q4,THE GRANGE,GRANGE GARDEN,10,5.38,5.02,5.67,26983.72366,31530.53649
2025Q4,THE GRANGE,GRANGE GARDEN,10,5.1,4.91,5.33,26983.72366,31530.53649
2024Q3,LIV ON WILKIE,WILKIE TERRACE,09,5.37,3.77,6.95,29717.94986,31678.09015
2024Q2,LIV ON WILKIE,WILKIE TERRACE,09,6.35,5.61,7.04,29717.94986,31678.09015
2025Q2,LIV ON WILKIE,WILKIE TERRACE,09,6.36,5.68,7.15,29717.94986,31678.09015
2023Q4,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,4.22,3.66,5.13,34489.86064,33121.03891
2024Q1,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,4.52,4,5.76,34489.86064,33121.03891
2023Q3,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,5.94,4.34,7.66,34489.86064,33121.03891
2024Q3,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,5.55,4.2,5.9,34489.86064,33121.03891
2024Q4,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,3.79,3.21,3.94,34489.86064,33121.03891
2024Q2,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,5.13,3.99,5.71,34489.86064,33121.03891
2025Q1,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,4.17,3.91,5.23,34489.86064,33121.03891
2025Q4,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,3.99,3.47,5.06,34489.86064,33121.03891
2026Q1,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,4.11,3.97,5.25,34489.86064,33121.03891
2025Q3,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,4.46,3.88,5.4,34489.86064,33121.03891
2026Q2,LOTUS AT PAYA LEBAR (EAST WING),PAYA LEBAR ROAD,14,5.24,4.03,5.93,34489.86064,33121.03891
2023Q3,GARDENVISTA,DUNEARN ROAD,21,5.08,4.69,5.49,22129.05861,35575.58633
2024Q3,GARDENVISTA,DUNEARN ROAD,21,4.69,4.38,5.02,22129.05861,35575.58633
2024Q4,GARDENVISTA,DUNEARN ROAD,21,4.51,4.43,4.69,22129.05861,35575.58633
2024Q2,GARDENVISTA,DUNEARN ROAD,21,4.52,4.33,4.76,22129.05861,35575.58633
2025Q1,GARDENVISTA,DUNEARN ROAD,21,4.7,4.49,4.88,22129.05861,35575.58633
2025Q3,GARDENVISTA,DUNEARN ROAD,21,4.75,4.52,5.03,22129.05861,35575.58633
2026Q2,GARDENVISTA,DUNEARN ROAD,21,4.69,4.36,4.76,22129.05861,35575.58633
2023Q3,JARDIN,DUNEARN ROAD,21,4.51,4.37,5.08,22087.7216,35545.76598
2024Q3,JARDIN,DUNEARN ROAD,21,4.25,4.07,4.41,22087.7216,35545.76598
2024Q1,THE PETALS,HILLVIEW AVENUE,23,3.13,2.99,3.31,19923.76793,37240.69949
2023Q3,THE PETALS,HILLVIEW AVENUE,23,3.37,3.19,3.61,19923.76793,37240.69949
2024Q3,THE PETALS,HILLVIEW AVENUE,23,3.01,2.92,3.19,19923.76793,37240.69949
2025Q3,THE PETALS,HILLVIEW AVENUE,23,3.24,3.18,3.37,19923.76793,37240.69949
2023Q3,THE ARTE,JALAN RAJA UDANG,12,4.03,3.93,4.23,29003.74366,34518.13733
2023Q4,THE ARTE,JALAN RAJA UDANG,12,3.93,3.71,4.17,29003.74366,34518.13733
2024Q3,THE ARTE,JALAN RAJA UDANG,12,3.94,3.68,4.18,29003.74366,34518.13733
2024Q4,THE ARTE,JALAN RAJA UDANG,12,3.95,3.64,4.1,29003.74366,34518.13733
2024Q2,THE ARTE,JALAN RAJA UDANG,12,3.81,3.66,4.15,29003.74366,34518.13733
2025Q1,THE ARTE,JALAN RAJA UDANG,12,3.9,3.63,4.27,29003.74366,34518.13733
2026Q2,THE ARTE,JALAN RAJA UDANG,12,3.98,3.74,4.27,29003.74366,34518.13733
2025Q4,THE ARTE,JALAN RAJA UDANG,12,4,3.71,4.27,29003.74366,34518.13733
2026Q1,THE ARTE,JALAN RAJA UDANG,12,3.8,3.58,4.2,29003.74366,34518.13733
2025Q2,THE ARTE,JALAN RAJA UDANG,12,3.73,3.63,4.07,29003.74366,34518.13733
2025Q3,THE ARTE,JALAN RAJA UDANG,12,3.6,3.57,4.27,29003.74366,34518.13733
2026Q2,TEMBUSU GRAND,JALAN TEMBUSU,15,6.36,6.06,6.74,,
2026Q1,TEMBUSU GRAND,JALAN TEMBUSU,15,6.54,5.96,7.02,,
2023Q3,THE SCOTTS TOWER,SCOTTS ROAD,09,7.01,6.66,7.7,28250.81655,32485.45173
2023Q4,THE SCOTTS TOWER,SCOTTS ROAD,09,7.17,6.52,7.77,28250.81655,32485.45173
2024Q1,THE SCOTTS TOWER,SCOTTS ROAD,09,7.12,6.72,7.96,28250.81655,32485.45173
2024Q3,THE SCOTTS TOWER,SCOTTS ROAD,09,7.19,6.63,7.73,28250.81655,32485.45173
2024Q4,THE SCOTTS TOWER,SCOTTS ROAD,09,6.59,6.08,7.21,28250.81655,32485.45173
2024Q2,THE SCOTTS TOWER,SCOTTS ROAD,09,6.87,6.22,7.66,28250.81655,32485.45173
2025Q1,THE SCOTTS TOWER,SCOTTS ROAD,09,6.64,6.29,7.15,28250.81655,32485.45173
2025Q4,THE SCOTTS TOWER,SCOTTS ROAD,09,6.52,6.17,6.91,28250.81655,32485.45173
2026Q2,THE SCOTTS TOWER,SCOTTS ROAD,09,6.5,6.24,6.97,28250.81655,32485.45173
2026Q1,THE SCOTTS TOWER,SCOTTS ROAD,09,6.65,6.35,6.87,28250.81655,32485.45173
2025Q2,THE SCOTTS TOWER,SCOTTS ROAD,09,6.59,6.27,6.99,28250.81655,32485.45173
2025Q3,THE SCOTTS TOWER,SCOTTS ROAD,09,6.29,6.1,6.74,28250.81655,32485.45173
2025Q4,FLORAVIEW,ANG MO KIO STREET 66,20,4.31,4.07,4.8,29930.68756,41499.83695
2023Q3,WATERFORD RESIDENCE,KIM YAM ROAD,09,5.61,5.02,5.87,28730.54082,30721.64751
2023Q4,WATERFORD RESIDENCE,KIM YAM ROAD,09,5.58,5.3,5.92,28730.54082,30721.64751
2025Q1,WATERFORD RESIDENCE,KIM YAM ROAD,09,5.44,5.23,5.64,28730.54082,30721.64751
2024Q3,WATERFORD RESIDENCE,KIM YAM ROAD,09,5.21,5.06,5.54,28730.54082,30721.64751
2024Q4,WATERFORD RESIDENCE,KIM YAM ROAD,09,5.38,5.16,5.43,28730.54082,30721.64751
2025Q3,WATERFORD RESIDENCE,KIM YAM ROAD,09,5.42,5.08,5.56,28730.54082,30721.64751
2025Q4,WATERFORD RESIDENCE,KIM YAM ROAD,09,5.41,5.26,5.66,28730.54082,30721.64751
2024Q1,WATERFORD RESIDENCE,KIM YAM ROAD,09,5.5,4.9,5.75,28730.54082,30721.64751
2026Q1,WATERFORD RESIDENCE,KIM YAM ROAD,09,5.48,5.36,5.79,28730.54082,30721.64751
2023Q4,PALM SPRING,EWE BOON ROAD,10,4.27,3.97,4.36,27752.9159,33290.51534
2023Q3,PALM SPRING,EWE BOON ROAD,10,4.03,3.9,4.62,27752.9159,33290.51534
2025Q1,PALM SPRING,EWE BOON ROAD,10,3.96,3.74,4.28,27752.9159,33290.51534
2025Q3,PALM SPRING,EWE BOON ROAD,10,4.06,3.96,4.42,27752.9159,33290.51534
2023Q3,SKY@ELEVEN,THOMSON LANE,11,4.72,4.62,4.98,28926.79663,34881.83545
2023Q4,SKY@ELEVEN,THOMSON LANE,11,4.61,4.36,4.77,28926.79663,34881.83545
2024Q1,SKY@ELEVEN,THOMSON LANE,11,4.26,4.21,4.59,28926.79663,34881.83545
2024Q3,SKY@ELEVEN,THOMSON LANE,11,4.43,4.25,4.72,28926.79663,34881.83545
2024Q4,SKY@ELEVEN,THOMSON LANE,11,4.33,4.15,4.74,28926.79663,34881.83545
2025Q1,SKY@ELEVEN,THOMSON LANE,11,4.4,4.29,4.42,28926.79663,34881.83545
2026Q2,SKY@ELEVEN,THOMSON LANE,11,4.32,4.22,4.63,28926.79663,34881.83545
2025Q4,SKY@ELEVEN,THOMSON LANE,11,4.42,4.03,4.73,28926.79663,34881.83545
2026Q1,SKY@ELEVEN,THOMSON LANE,11,4.42,4.24,4.93,28926.79663,34881.83545
2025Q3,SKY@ELEVEN,THOMSON LANE,11,4.52,4.38,4.67,28926.79663,34881.83545
2024Q1,NEWTON EDGE,MAKEWAY AVENUE,09,5.11,4.96,6.22,28968.87797,32760.17746
2023Q3,NEWTON EDGE,MAKEWAY AVENUE,09,5.62,5.21,6.31,28968.87797,32760.17746
2024Q3,NEWTON EDGE,MAKEWAY AVENUE,09,4.95,4.48,5.31,28968.87797,32760.17746
2024Q4,NEWTON EDGE,MAKEWAY AVENUE,09,5.11,4.84,5.28,28968.87797,32760.17746
2025Q1,NEWTON EDGE,MAKEWAY AVENUE,09,5.39,5.12,6.06,28968.87797,32760.17746
2026Q1,NEWTON EDGE,MAKEWAY AVENUE,09,5.31,4.98,5.9,28968.87797,32760.17746
2025Q3,NEWTON EDGE,MAKEWAY AVENUE,09,5.31,5.11,5.93,28968.87797,32760.17746
2026Q2,NEWTON EDGE,MAKEWAY AVENUE,09,5.37,4.94,5.81,28968.87797,32760.17746
2024Q1,COTE D'AZUR,MARINE PARADE ROAD,15,4.59,4.4,4.78,35857.01541,31386.24555
2023Q4,COTE D'AZUR,MARINE PARADE ROAD,15,4.45,4.21,4.57,35857.01541,31386.24555
2023Q3,COTE D'AZUR,MARINE PARADE ROAD,15,4.53,4.33,4.76,35857.01541,31386.24555
2024Q3,COTE D'AZUR,MARINE PARADE ROAD,15,4.55,4.33,4.86,35857.01541,31386.24555
2024Q4,COTE D'AZUR,MARINE PARADE ROAD,15,4.68,4.42,5.16,35857.01541,31386.24555
2024Q2,COTE D'AZUR,MARINE PARADE ROAD,15,4.56,4.26,4.72,35857.01541,31386.24555
2025Q1,COTE D'AZUR,MARINE PARADE ROAD,15,4.69,4.49,4.9,35857.01541,31386.24555
2025Q4,COTE D'AZUR,MARINE PARADE ROAD,15,4.65,4.46,4.76,35857.01541,31386.24555
2026Q1,COTE D'AZUR,MARINE PARADE ROAD,15,4.69,4.54,4.85,35857.01541,31386.24555
2025Q2,COTE D'AZUR,MARINE PARADE ROAD,15,4.62,4.33,4.87,35857.01541,31386.24555
2025Q3,COTE D'AZUR,MARINE PARADE ROAD,15,4.76,4.53,4.88,35857.01541,31386.24555
2026Q2,COTE D'AZUR,MARINE PARADE ROAD,15,4.68,4.57,4.84,35857.01541,31386.24555
2023Q4,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.85,3.61,3.93,40401.31014,34548.40343
2024Q1,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.77,3.6,3.84,40401.31014,34548.40343
2023Q3,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.72,3.48,3.95,40401.31014,34548.40343
2024Q3,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.56,3.45,3.65,40401.31014,34548.40343
2024Q4,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.64,3.56,3.85,40401.31014,34548.40343
2024Q2,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.65,3.43,3.77,40401.31014,34548.40343
2025Q1,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.62,3.42,3.77,40401.31014,34548.40343
2026Q1,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.7,3.6,3.78,40401.31014,34548.40343
2025Q2,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.7,3.64,3.88,40401.31014,34548.40343
2025Q3,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.78,3.72,3.9,40401.31014,34548.40343
2026Q2,EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,3.66,3.48,3.77,40401.31014,34548.40343
2023Q3,ONZE @ TANJONG PAGAR,KEE SENG STREET,02,6.88,5.11,7.31,28994.75764,28599.65406
2023Q3,NOTTINGHILL SUITES,TOH TUCK ROAD,21,6.54,5.65,6.9,20867.9359,35678.23923
2024Q3,NOTTINGHILL SUITES,TOH TUCK ROAD,21,5.93,5.52,6.78,20867.9359,35678.23923
2024Q4,NOTTINGHILL SUITES,TOH TUCK ROAD,21,6.28,5.33,6.84,20867.9359,35678.23923
2024Q2,NOTTINGHILL SUITES,TOH TUCK ROAD,21,6.28,6.15,6.9,20867.9359,35678.23923
2025Q1,NOTTINGHILL SUITES,TOH TUCK ROAD,21,6.53,6.04,6.59,20867.9359,35678.23923
2025Q4,NOTTINGHILL SUITES,TOH TUCK ROAD,21,6.53,6.34,6.97,20867.9359,35678.23923
2026Q1,NOTTINGHILL SUITES,TOH TUCK ROAD,21,6.53,6.43,6.54,20867.9359,35678.23923
2025Q2,NOTTINGHILL SUITES,TOH TUCK ROAD,21,6.53,6.03,6.65,20867.9359,35678.23923
2025Q3,NOTTINGHILL SUITES,TOH TUCK ROAD,21,6.28,5.42,6.72,20867.9359,35678.23923
2026Q2,NOTTINGHILL SUITES,TOH TUCK ROAD,21,6.47,6.28,6.53,20867.9359,35678.23923
2024Q3,CENTRA STUDIOS,LORONG 25 GEYLANG,14,6.36,6,7.26,33447.11082,32959.78725
2025Q1,CENTRA STUDIOS,LORONG 25 GEYLANG,14,6.98,6.52,7.48,33447.11082,32959.78725
