project_name,project_name_norm,postal_district,planning_area,property_type,tenure,sale_month,type_of_sale,transacted_price,area_sqm,floor_level,data_source,bedrooms,bedroom_source
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2021-12,Resale,2650000,134.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2022-02,Resale,2650000,134.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2022-06,Resale,2250000,125.0,01 to 05,ura_private,2,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2022-07,Resale,4000000,244.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2022-10,Resale,2288000,125.0,01 to 05,ura_private,2,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2023-02,Resale,3600000,185.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2023-06,Resale,3880000,175.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2023-07,Resale,2830000,134.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2023-08,Resale,4400000,341.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-01,Resale,4350000,317.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-02,Resale,4400000,341.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-03,Resale,2320000,125.0,01 to 05,ura_private,2,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-03,Resale,2450000,125.0,01 to 05,ura_private,2,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-04,Resale,4358000,317.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-06,Resale,3100000,134.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-07,Resale,4530000,341.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-09,Resale,2880000,134.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-10,Resale,3650000,158.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2024-11,Resale,4280000,291.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2025-03,Resale,2410000,125.0,01 to 05,ura_private,2,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2025-07,Resale,2950000,134.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2025-07,Resale,4450000,266.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2025-08,Resale,2410000,125.0,01 to 05,ura_private,2,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2025-10,Resale,3050000,134.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2025-10,Resale,3100000,134.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2026-01,Resale,2450000,125.0,01 to 05,ura_private,2,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2026-01,Resale,3745000,159.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2026-01,Resale,3750000,159.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2026-02,Resale,4000000,185.0,01 to 05,ura_private,3,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2026-04,Resale,4450000,244.0,01 to 05,ura_private,4,edgeprop_exact
GLENTREES,GLENTREES,10,BUKIT TIMAH,Condominium,999 yrs lease commencing from 1885,2026-09,Resale,5600000,341.0,01 to 05,ura_private,,unknown
GOODWOOD GARDENS,GOODWOOD GARDENS,10,BUKIT TIMAH,Apartment,Freehold,2022-07,Resale,4880000,203.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD GARDENS,GOODWOOD GARDENS,10,BUKIT TIMAH,Apartment,Freehold,2023-08,Resale,4150000,175.0,11 to 15,ura_private,3,edgeprop_exact
GOODWOOD GARDENS,GOODWOOD GARDENS,10,BUKIT TIMAH,Apartment,Freehold,2024-10,Resale,5300000,197.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD GARDENS,GOODWOOD GARDENS,10,BUKIT TIMAH,Apartment,Freehold,2025-11,Resale,4100000,165.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD GARDENS,GOODWOOD GARDENS,10,BUKIT TIMAH,Apartment,Freehold,2026-02,Resale,4200000,165.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD GARDENS,GOODWOOD GARDENS,10,BUKIT TIMAH,Apartment,Freehold,2026-07,Resale,4500000,208.0,01 to 05,ura_private,3,edgeprop_band_label
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2021-07,Resale,2300000,83.0,06 to 10,ura_private,2,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2021-11,Resale,2638888,97.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2022-03,Resale,3100000,114.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2022-12,Resale,3350000,114.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2023-04,Resale,3450000,114.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2023-06,Resale,2188000,83.0,01 to 05,ura_private,2,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2023-06,Resale,3548888,114.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2024-03,Resale,2480000,83.0,01 to 05,ura_private,2,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2025-07,Resale,2420000,83.0,01 to 05,ura_private,2,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2025-11,Resale,2400000,83.0,01 to 05,ura_private,2,edgeprop_exact
GOODWOOD GRAND,GOODWOOD GRAND,10,BUKIT TIMAH,Apartment,Freehold,2026-02,Resale,3600000,114.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2021-06,Resale,4900000,183.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2021-08,Resale,4750000,183.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2021-10,Resale,6550000,231.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2021-10,Resale,6600000,232.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2021-11,Resale,2600000,104.0,01 to 05,ura_private,2,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2021-11,Resale,7900000,272.0,01 to 05,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2021-12,Resale,8820000,363.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-03,Resale,5600000,199.0,11 to 15,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-03,Resale,7050000,228.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-03,Resale,9100000,363.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-05,Resale,7100000,233.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-06,Resale,7000000,287.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-08,Resale,7380000,242.0,01 to 05,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-10,Resale,5100000,183.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-11,Resale,3150000,138.0,01 to 05,ura_private,2,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-11,Resale,5200000,181.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2022-11,Resale,7100000,233.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2023-04,Resale,5250000,183.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2023-04,Resale,6800000,242.0,01 to 05,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2023-05,Resale,2880000,104.0,06 to 10,ura_private,2,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2023-06,Resale,7150000,232.0,01 to 05,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2023-07,Resale,3300000,143.0,01 to 05,ura_private,2,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2023-09,Resale,7280000,228.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2023-09,Resale,32000000,995.0,11 to 15,ura_private,5,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2024-04,Resale,7500000,249.0,11 to 15,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2024-06,Resale,2900000,104.0,06 to 10,ura_private,2,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2024-08,Resale,4280000,173.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2024-08,Resale,7980000,249.0,11 to 15,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2024-10,Resale,5500000,183.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2024-11,Resale,7100000,228.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2025-02,Resale,7400000,233.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2025-03,Resale,5550000,183.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2025-03,Resale,7330000,228.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2025-04,Resale,5120000,183.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2025-04,Resale,7200000,231.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2025-06,Resale,2950000,104.0,01 to 05,ura_private,2,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2025-08,Resale,7350000,232.0,01 to 05,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2025-10,Resale,6600000,248.0,01 to 05,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2025-10,Resale,6900000,228.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-01,Resale,5160000,199.0,01 to 05,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-02,Resale,2950000,104.0,01 to 05,ura_private,2,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-02,Resale,7000000,233.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-02,Resale,7980000,272.0,11 to 15,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-03,Resale,8600000,272.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-04,Resale,8790000,272.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-05,Resale,5500000,181.0,06 to 10,ura_private,3,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-05,Resale,7400000,233.0,06 to 10,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-05,Resale,7700000,242.0,01 to 05,ura_private,4,edgeprop_exact
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-07,Resale,5250000,181.0,06 to 10,ura_private,,unknown
GOODWOOD RESIDENCE,GOODWOOD RESIDENCE,10,BUKIT TIMAH,Condominium,Freehold,2026-08,Resale,5080000,181.0,01 to 05,ura_private,,unknown
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2022-04,Resale,9050000,249.0,11 to 15,ura_private,4,edgeprop_exact
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2022-06,Resale,6788000,197.0,06 to 10,ura_private,3,edgeprop_exact
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2023-04,Resale,8000000,205.0,11 to 15,ura_private,3,edgeprop_exact
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2024-11,Resale,3630000,118.0,11 to 15,ura_private,2,edgeprop_exact
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2025-03,Resale,7500000,250.0,11 to 15,ura_private,4,edgeprop_exact
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2025-04,Resale,5650000,184.0,11 to 15,ura_private,3,edgeprop_exact
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2025-06,Resale,7500000,249.0,11 to 15,ura_private,4,edgeprop_exact
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2025-08,Resale,5700000,181.0,21 to 25,ura_private,3,edgeprop_exact
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2026-01,Resale,5200000,200.0,21 to 25,ura_private,3,edgeprop_exact
GRAMERCY PARK,GRAMERCY PARK,10,BUKIT TIMAH,Condominium,Freehold,2026-08,Resale,5600000,181.0,21 to 25,ura_private,,unknown
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2021-08,New Sale,1928000,66.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2021-08,New Sale,2072000,71.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2021-08,New Sale,2248290,76.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2021-08,New Sale,2286000,76.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2021-09,New Sale,2118000,71.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2022-05,New Sale,2298000,71.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2022-07,New Sale,1513000,49.0,01 to 05,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2022-10,New Sale,1545000,49.0,01 to 05,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-06,New Sale,1586000,49.0,06 to 10,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-06,New Sale,1592000,49.0,06 to 10,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-06,New Sale,1596000,49.0,06 to 10,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-06,New Sale,2036000,66.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-06,New Sale,2193000,71.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-06,New Sale,2201000,71.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-06,New Sale,2347000,71.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-06,New Sale,2591000,71.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-07,New Sale,1986000,66.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-07,New Sale,1992000,66.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-07,New Sale,1998000,66.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-07,New Sale,2013000,66.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-07,New Sale,2025000,66.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-07,New Sale,2144000,66.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-07,New Sale,2458000,76.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-07,New Sale,2513000,77.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-08,New Sale,1709000,49.0,11 to 15,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-08,New Sale,1764000,49.0,11 to 15,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-08,New Sale,2186000,66.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-08,New Sale,2646000,76.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-09,New Sale,2175000,66.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2023-11,New Sale,2155000,66.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-02,New Sale,1584000,49.0,01 to 05,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-03,New Sale,2451000,76.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-04,New Sale,1749000,49.0,11 to 15,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-04,New Sale,2505000,77.0,01 to 05,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-06,New Sale,2241000,66.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-06,New Sale,2430000,71.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-07,New Sale,2453000,71.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-07,New Sale,2698000,77.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-08,New Sale,2763000,77.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-09,New Sale,2744000,76.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-09,New Sale,3024000,94.0,16 to 20,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2024-11,New Sale,2776000,76.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2025-01,New Sale,1580000,49.0,01 to 05,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2025-01,New Sale,2466000,71.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2025-01,New Sale,2663000,76.0,06 to 10,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2025-02,New Sale,1694000,49.0,06 to 10,ura_private,1,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2025-05,New Sale,2296000,66.0,11 to 15,ura_private,2,edgeprop_exact
GRANGE 1866,GRANGE 1866,10,BUKIT TIMAH,Apartment,Freehold,2025-05,New Sale,2654000,71.0,11 to 15,ura_private,2,edgeprop_exact
