project_name,project_name_norm,postal_district,planning_area,property_type,tenure,sale_month,type_of_sale,transacted_price,area_sqm,floor_level,data_source,bedrooms,bedroom_source
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1450000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1450150,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1459000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1462000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1462000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1471000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1471000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1474000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1474000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1483000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1486000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1486000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1488000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1498000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1500000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1500000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1512000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1524000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1540000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1548000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1549000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1552000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1573000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1585000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1593000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1605000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1617000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1629000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1674000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1686000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,1710000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2008000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2055000,85.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2068000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2083000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2098000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2134000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2225000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2300000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2338000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2443000,102.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-04,New Sale,2473000,102.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1098000,48.0,,edgeprop_backfill,1,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1564000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1569000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1576000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1591000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1597000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1600000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1603000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1609000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,1657000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,2038000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,2255000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,2270000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-05,New Sale,7880000,307.0,,edgeprop_backfill,4,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1269000,48.0,,edgeprop_backfill,1,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1483000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1495000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1507000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1510000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1553000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1612000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1615000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1616000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1627000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1654000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1666000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1669000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1678000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1698000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,1980000,85.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,2307000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,2353000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,2413000,102.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,2513000,102.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,3481000,149.0,,edgeprop_backfill,4,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-06,New Sale,3680000,148.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1242000,48.0,,edgeprop_backfill,1,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1509000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1519000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1565000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1663000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1681000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1693000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1709000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1722000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1776000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,1995000,85.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2010000,85.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2040000,85.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2091000,85.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2121000,85.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2149000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2164000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2179000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2240000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2240000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2363000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2383000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,2398000,102.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,3679000,149.0,,edgeprop_backfill,4,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-07,New Sale,4417000,169.0,,edgeprop_backfill,5,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,1577000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,1589000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,1639000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,1690000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,1705000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,1734000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,2038000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,2209000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,2337000,89.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,2368000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,2543000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-08,New Sale,2558000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-09,New Sale,1232000,48.0,,edgeprop_backfill,1,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-09,New Sale,1242000,48.0,,edgeprop_backfill,1,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-09,New Sale,1249000,48.0,,edgeprop_backfill,1,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-09,New Sale,1537000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-09,New Sale,1574000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-09,New Sale,2106000,85.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-10,New Sale,1252000,48.0,,edgeprop_backfill,1,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-10,New Sale,1262000,48.0,,edgeprop_backfill,1,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-10,New Sale,1562000,57.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-10,New Sale,2285000,98.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-11,New Sale,1702000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-11,New Sale,2136000,85.0,,edgeprop_backfill,3,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-12,New Sale,1450000,64.0,,edgeprop_backfill,2,edgeprop_exact
KOPAR AT NEWTON,KOPAR AT NEWTON,09,NOVENA,Apartment,99 yrs from 22/04/2019,2020-12,New Sale,1536000,64.0,,edgeprop_backfill,2,edgeprop_exact
KUM HING COURT,KUM HING COURT,09,ORCHARD,Apartment,Freehold,2020-01,Resale,3360000,151.0,,edgeprop_backfill,3,edgeprop_exact
KUM HING COURT,KUM HING COURT,09,ORCHARD,Apartment,Freehold,2020-02,Resale,3500000,151.0,,edgeprop_backfill,3,edgeprop_exact
KUM HING COURT,KUM HING COURT,09,ORCHARD,Apartment,Freehold,2020-07,Resale,3800000,151.0,,edgeprop_backfill,3,edgeprop_exact
KUM HING COURT,KUM HING COURT,09,ORCHARD,Apartment,Freehold,2020-08,Resale,3950000,151.0,,edgeprop_backfill,3,edgeprop_exact
LA CRYSTAL,LA CRYSTAL,09,RIVER VALLEY,Apartment,Freehold,2019-07,Resale,1665000,85.0,,edgeprop_backfill,2,edgeprop_exact
LA CRYSTAL,LA CRYSTAL,09,RIVER VALLEY,Apartment,Freehold,2019-08,Resale,1928000,98.0,,edgeprop_backfill,3,edgeprop_exact
LA CRYSTAL,LA CRYSTAL,09,RIVER VALLEY,Apartment,Freehold,2020-06,Resale,1920000,98.0,,edgeprop_backfill,3,edgeprop_exact
LA CRYSTAL,LA CRYSTAL,09,RIVER VALLEY,Apartment,Freehold,2020-07,Resale,1635000,87.0,,edgeprop_backfill,2,edgeprop_exact
LA CRYSTAL,LA CRYSTAL,09,RIVER VALLEY,Apartment,Freehold,2020-09,Resale,1900000,98.0,,edgeprop_backfill,3,edgeprop_exact
LA CRYSTAL,LA CRYSTAL,09,RIVER VALLEY,Apartment,Freehold,2020-10,Resale,1600000,84.0,,edgeprop_backfill,2,edgeprop_exact
LA CRYSTAL,LA CRYSTAL,09,RIVER VALLEY,Apartment,Freehold,2020-12,Resale,1920000,100.0,,edgeprop_backfill,3,edgeprop_exact
LANGSTON VILLE,LANGSTON VILLE,09,RIVER VALLEY,Apartment,999 Yrs From 01/07/1841,2019-04,Resale,1485000,88.0,,edgeprop_backfill,3,edgeprop_exact
LANGSTON VILLE,LANGSTON VILLE,09,RIVER VALLEY,Apartment,999 Yrs From 01/07/1841,2019-10,Resale,1410000,88.0,,edgeprop_backfill,3,edgeprop_exact
LANGSTON VILLE,LANGSTON VILLE,09,RIVER VALLEY,Apartment,999 Yrs From 01/07/1841,2020-10,Resale,1440000,87.0,,edgeprop_backfill,2,edgeprop_exact
LANGSTON VILLE,LANGSTON VILLE,09,RIVER VALLEY,Apartment,999 Yrs From 01/07/1841,2020-10,Resale,1580000,87.0,,edgeprop_backfill,3,edgeprop_exact
LE WILKIE,LE WILKIE,09,ROCHOR,Apartment,Freehold,2019-06,Resale,1668000,112.0,,edgeprop_backfill,3,edgeprop_exact
LE WILKIE,LE WILKIE,09,ROCHOR,Apartment,Freehold,2020-09,Resale,1158000,77.0,,edgeprop_backfill,2,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2019-05,Resale,2700000,161.0,,edgeprop_backfill,3,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2019-05,Resale,3650000,249.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2019-07,Resale,2688000,161.0,,edgeprop_backfill,3,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2019-07,Resale,2695000,161.0,,edgeprop_backfill,3,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2019-08,Resale,2708000,161.0,,edgeprop_backfill,3,edgeprop_exact
