project_name,postal_district,planning_area,property_type,tenure,sale_date,sale_month,type_of_sale,price,area_sqft,area_sqm,unit_price_psf,floor_level,unit_floor,address,bedrooms,sources,match_method
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1340300,667.0,62.0,2009,06 to 10,8,55 Canberra Crescent #08-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1340300,667.0,62.0,2009,,8,57 Canberra Crescent #08-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1342600,667.0,62.0,2013,06 to 10,8,53 Canberra Crescent #08-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1343700,667.0,62.0,2015,06 to 10,9,55 Canberra Crescent #09-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1346000,667.0,62.0,2018,06 to 10,9,53 Canberra Crescent #09-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1347000,667.0,62.0,2019,,10,55 Canberra Crescent #10-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1349300,667.0,62.0,2023,06 to 10,10,53 Canberra Crescent #10-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1350100,667.0,62.0,2024,11 to 15,11,51 Canberra Crescent #11-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1350400,667.0,62.0,2025,,11,55 Canberra Crescent #11-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1352700,667.0,62.0,2028,11 to 15,11,53 Canberra Crescent #11-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1353100,667.0,62.0,2029,11 to 15,12,51 Canberra Crescent #12-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1353700,667.0,62.0,2030,11 to 15,12,55 Canberra Crescent #12-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1356100,667.0,62.0,2033,11 to 15,12,53 Canberra Crescent #12-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1369300,667.0,62.0,2053,06 to 10,6,55 Canberra Crescent #06-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1369300,667.0,62.0,2053,,6,57 Canberra Crescent #06-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1372700,667.0,62.0,2058,,7,57 Canberra Crescent #07-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1376100,667.0,62.0,2063,06 to 10,8,55 Canberra Crescent #08-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1376100,667.0,62.0,2063,,8,57 Canberra Crescent #08-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1379500,667.0,62.0,2068,06 to 10,9,55 Canberra Crescent #09-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1379500,667.0,62.0,2068,,9,57 Canberra Crescent #09-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1383000,667.0,62.0,2073,06 to 10,10,55 Canberra Crescent #10-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1383000,667.0,62.0,2073,,10,57 Canberra Crescent #10-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1386400,667.0,62.0,2079,11 to 15,11,55 Canberra Crescent #11-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1386400,667.0,62.0,2079,,11,57 Canberra Crescent #11-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1389900,667.0,62.0,2084,11 to 15,12,55 Canberra Crescent #12-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1389900,667.0,62.0,2084,,12,57 Canberra Crescent #12-XX,2,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1531200,797.0,74.0,1921,01 to 05,5,51 Canberra Crescent #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1535000,797.0,74.0,1926,06 to 10,6,51 Canberra Crescent #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1538800,797.0,74.0,1931,06 to 10,7,51 Canberra Crescent #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1546500,797.0,74.0,1940,06 to 10,9,51 Canberra Crescent #09-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1550400,797.0,74.0,1945,06 to 10,10,51 Canberra Crescent #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1554300,797.0,74.0,1950,11 to 15,11,51 Canberra Crescent #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1566300,797.0,74.0,1965,01 to 05,5,53 Canberra Crescent #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1570200,797.0,74.0,1970,06 to 10,6,53 Canberra Crescent #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1578100,797.0,74.0,1980,06 to 10,8,53 Canberra Crescent #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1582000,797.0,74.0,1985,06 to 10,9,53 Canberra Crescent #09-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1585900,797.0,74.0,1990,06 to 10,10,53 Canberra Crescent #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1589900,797.0,74.0,1995,11 to 15,11,53 Canberra Crescent #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1605400,797.0,74.0,2014,01 to 05,5,55 Canberra Crescent #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1605400,797.0,74.0,2014,,5,57 Canberra Crescent #05-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1609400,797.0,74.0,2019,06 to 10,6,55 Canberra Crescent #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1609400,797.0,74.0,2019,,6,57 Canberra Crescent #06-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1610300,797.0,74.0,2020,11 to 15,11,57 Canberra Crescent #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1613400,797.0,74.0,2024,06 to 10,7,55 Canberra Crescent #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1613400,797.0,74.0,2024,,7,57 Canberra Crescent #07-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1617500,797.0,74.0,2029,06 to 10,8,55 Canberra Crescent #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1617500,797.0,74.0,2029,,8,57 Canberra Crescent #08-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1621500,797.0,74.0,2035,06 to 10,9,55 Canberra Crescent #09-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1621500,797.0,74.0,2035,,9,57 Canberra Crescent #09-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1625500,797.0,74.0,2040,06 to 10,10,55 Canberra Crescent #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1625500,797.0,74.0,2040,,10,57 Canberra Crescent #10-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1629600,797.0,74.0,2045,,11,55 Canberra Crescent #11-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1706700,872.0,81.0,1957,01 to 05,3,53 Canberra Crescent #03-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1714500,883.0,82.0,1942,01 to 05,5,53 Canberra Crescent #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1715200,872.0,81.0,1967,01 to 05,5,53 Canberra Crescent #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1718800,883.0,82.0,1947,06 to 10,6,53 Canberra Crescent #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1719500,872.0,81.0,1972,06 to 10,6,53 Canberra Crescent #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1723100,883.0,82.0,1951,06 to 10,7,53 Canberra Crescent #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1723800,872.0,81.0,1977,06 to 10,7,53 Canberra Crescent #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1727400,883.0,82.0,1956,06 to 10,8,53 Canberra Crescent #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1728100,872.0,81.0,1982,06 to 10,8,53 Canberra Crescent #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1731700,883.0,82.0,1961,,9,53 Canberra Crescent #09-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1732400,872.0,81.0,1987,06 to 10,9,53 Canberra Crescent #09-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1736000,883.0,82.0,1966,06 to 10,10,53 Canberra Crescent #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1736700,872.0,81.0,1992,06 to 10,10,53 Canberra Crescent #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1741100,872.0,81.0,1997,11 to 15,11,53 Canberra Crescent #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1745400,872.0,81.0,2002,11 to 15,12,53 Canberra Crescent #12-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1770500,883.0,82.0,2005,06 to 10,8,57 Canberra Crescent #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1775000,883.0,82.0,2010,06 to 10,9,57 Canberra Crescent #09-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1779400,883.0,82.0,2015,06 to 10,10,57 Canberra Crescent #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1783800,883.0,82.0,2020,11 to 15,11,57 Canberra Crescent #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-08-02,2025-08,New Sale,1787200,872.0,81.0,2050,,12,57 Canberra Crescent #12-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1788300,883.0,82.0,2025,11 to 15,12,57 Canberra Crescent #12-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1979000,990.0,92.0,1999,06 to 10,8,51 Canberra Crescent #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1990100,990.0,92.0,2010,06 to 10,10,51 Canberra Crescent #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1995100,990.0,92.0,2015,11 to 15,11,51 Canberra Crescent #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,1998000,990.0,92.0,2018,11 to 15,12,51 Canberra Crescent #12-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2006600,990.0,92.0,2027,06 to 10,7,57 Canberra Crescent #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2020700,990.0,92.0,2041,06 to 10,10,55 Canberra Crescent #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2162500,1163.0,108.0,1859,01 to 05,4,53 Canberra Crescent #04-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2167900,1163.0,108.0,1864,01 to 05,5,53 Canberra Crescent #05-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2173300,1163.0,108.0,1869,06 to 10,6,53 Canberra Crescent #06-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2178700,1163.0,108.0,1873,06 to 10,7,53 Canberra Crescent #07-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2184200,1163.0,108.0,1878,06 to 10,8,53 Canberra Crescent #08-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2189700,1163.0,108.0,1883,06 to 10,9,53 Canberra Crescent #09-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2195100,1163.0,108.0,1887,06 to 10,10,53 Canberra Crescent #10-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2200600,1163.0,108.0,1892,11 to 15,11,53 Canberra Crescent #11-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2206100,1163.0,108.0,1897,11 to 15,12,53 Canberra Crescent #12-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2235000,1163.0,108.0,1922,06 to 10,6,55 Canberra Crescent #06-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2246200,1163.0,108.0,1931,06 to 10,8,55 Canberra Crescent #08-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2251800,1163.0,108.0,1936,06 to 10,9,55 Canberra Crescent #09-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2257400,1163.0,108.0,1941,06 to 10,10,55 Canberra Crescent #10-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2263000,1163.0,108.0,1946,11 to 15,11,55 Canberra Crescent #11-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2268700,1163.0,108.0,1951,11 to 15,12,55 Canberra Crescent #12-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2366600,1216.0,113.0,1946,01 to 05,3,55 Canberra Crescent #03-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2396200,1216.0,113.0,1971,06 to 10,8,55 Canberra Crescent #08-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-08-02,2025-08,New Sale,2414200,1216.0,113.0,1985,11 to 15,11,55 Canberra Crescent #11-XX,4,both,group+floor
