project_name,street_name,postal_district,planning_area,lat,lon,match_status,primary_1km_count,primary_1km_ranked_count,top_primary_1km_count,primary_1km_schools,best_primary_1km_school,best_primary_1km_rank,best_primary_1km_distance_m,best_primary_1km_metric,best_primary_1km_source_year,secondary_2km_count,secondary_2km_ranked_count,top_secondary_2km_count,best_secondary_2km_school,best_secondary_2km_rank,best_secondary_2km_distance_m,best_secondary_2km_metric,best_secondary_2km_source_year,jc_5km_count,jc_5km_ranked_count,top_jc_5km_count,best_jc_5km_school,best_jc_5km_rank,best_jc_5km_distance_m,best_jc_5km_metric,best_jc_5km_source_year,has_primary_1km,has_ranked_primary_1km
EAST VIEW 18,RAMBUTAN ROAD,15,MARINE PARADE,1.313281747284728,103.9048522553538,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1834,Arts 8; Science 6,2025.0,True,False
EASTBAY,TAY LIAN TECK ROAD,15,MARINE PARADE,1.312878568921875,103.9292591912749,matched,1,0,0,OPERA ESTATE PRIMARY SCHOOL,,,,,,3,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1239,Arts 8; Science 6,2025.0,True,False
EASTCOVE RESIDENCES,JOO CHIAT PLACE,15,MARINE PARADE,1.314439854257815,103.9088494492173,matched,2,0,0,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1507,Arts 8; Science 6,2025.0,True,False
EASTERN LAGOON,UPPER EAST COAST ROAD,15,MARINE PARADE,1.313679411370122,103.9346348699918,matched,0,0,0,,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1804,Arts 8; Science 6,2025.0,False,False
EASTERN RESIDENCE,JOO CHIAT PLACE,15,MARINE PARADE,1.314947209448709,103.9076320645607,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1651,Arts 8; Science 6,2025.0,True,False
EASTSIDE LOFT,TANJONG KATONG ROAD,15,MARINE PARADE,1.310695209291133,103.8938299135307,matched,2,1,1,KONG HWA SCHOOL; TANJONG KATONG PRIMARY SCHOOL,KONG HWA SCHOOL,10,610,204%,2025.0,6,1,1,DUNMAN HIGH SCHOOL,10,1700,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2941,Arts 8; Science 6,2025.0,True,True
EASTVILLE APARTMENTS,JOO CHIAT LANE,15,MARINE PARADE,1.312674342743792,103.9031310724649,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,1988,Arts 8; Science 6,2025.0,True,False
EASTWIND MANSIONS,JOO CHIAT TERRACE,15,MARINE PARADE,1.314272996399436,103.9023720140996,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,7,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2131,Arts 8; Science 6,2025.0,True,False
EBONY MANSIONS,LORONG M TELOK KURAU,15,MARINE PARADE,1.310127005270517,103.9104015650805,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,553,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1131,Arts 8; Science 6,2025.0,True,True
EIS RESIDENCES,HAIG AVENUE,15,MARINE PARADE,1.307653070609315,103.8994899931298,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2281,Arts 8; Science 6,2025.0,True,False
ELLIOT AT THE EAST COAST,ELLIOT ROAD,15,MARINE PARADE,1.311510223198564,103.9308172837207,matched,0,0,0,,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1318,Arts 8; Science 6,2025.0,False,False
EMERALD EAST,TANJONG RHU ROAD,15,MARINE PARADE,1.299622925498686,103.8837766096407,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,100,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,4101,Arts 8; Science 6,2025.0,False,False
EMERALD OF KATONG,JALAN TEMBUSU,15,MARINE PARADE,1.304746729809507,103.8980400997034,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1761,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2449,Arts 8; Science 6,2025.0,True,False
EMERY POINT,IPOH LANE,15,MARINE PARADE,1.311585871237517,103.8958237890355,matched,3,1,1,HAIG GIRLS' SCHOOL; KONG HWA SCHOOL; TANJONG KATONG PRIMARY SCHOOL,KONG HWA SCHOOL,10,833,204%,2025.0,7,1,1,DUNMAN HIGH SCHOOL,10,1929,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2740,Arts 8; Science 6,2025.0,True,True
EMPRADO SUITES,LORONG N TELOK KURAU,15,MARINE PARADE,1.310876317347,103.9154850737334,matched,4,1,1,NGEE ANN PRIMARY SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; ST. STEPHEN'S SCHOOL,TAO NAN SCHOOL,1,760,315%,2025.0,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,682,Arts 8; Science 6,2025.0,True,True
ENVIO,JOO CHIAT PLACE,15,MARINE PARADE,1.314882722965558,103.9075033213231,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1659,Arts 8; Science 6,2025.0,True,False
EQUATORIAL APARTMENTS,MEYER ROAD,15,MARINE PARADE,1.298114940900571,103.887990324917,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,598,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3682,Arts 8; Science 6,2025.0,False,False
ESPIRA RESIDENCE,LORONG K TELOK KURAU,15,MARINE PARADE,1.312894797273862,103.9123356253548,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; ST. STEPHEN'S SCHOOL,TAO NAN SCHOOL,1,851,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1094,Arts 8; Science 6,2025.0,True,True
ESPIRA SPRING,LORONG G TELOK KURAU,15,MARINE PARADE,1.317777683806093,103.9104256646396,matched,1,0,0,ST. STEPHEN'S SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1627,Arts 8; Science 6,2025.0,True,False
ESPIRA SUITES,LORONG G TELOK KURAU,15,MARINE PARADE,1.317389689227167,103.9125876382302,matched,1,0,0,ST. STEPHEN'S SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1445,Arts 8; Science 6,2025.0,True,False
ESPIRA SUITES,LORONG H TELOK KURAU,15,MARINE PARADE,1.317058766238826,103.912857000474,matched,1,0,0,ST. STEPHEN'S SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1398,Arts 8; Science 6,2025.0,True,False
ESTERINA,HAIG AVENUE,15,MARINE PARADE,1.307767319566888,103.8998807297463,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2238,Arts 8; Science 6,2025.0,True,False
ESTIQUE,ROSE LANE,15,MARINE PARADE,1.310034445990998,103.8937481672576,matched,2,1,1,KONG HWA SCHOOL; TANJONG KATONG PRIMARY SCHOOL,KONG HWA SCHOOL,10,609,204%,2025.0,6,1,1,DUNMAN HIGH SCHOOL,10,1642,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2940,Arts 8; Science 6,2025.0,True,True
ETON COURT,LORONG N TELOK KURAU,15,MARINE PARADE,1.310054930829791,103.9113355546071,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,531,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1031,Arts 8; Science 6,2025.0,True,True
EURO-ASIA LODGE,JOO CHIAT TERRACE,15,MARINE PARADE,1.31431777216437,103.9020095286197,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,7,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2170,Arts 8; Science 6,2025.0,True,False
EVERITT EDGE,JOO CHIAT PLACE,15,MARINE PARADE,1.313760622487862,103.901762873018,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2172,Arts 8; Science 6,2025.0,True,False
FERNWOOD TOWERS,FERNWOOD TERRACE,15,MARINE PARADE,1.309426543601041,103.9252485252506,matched,1,0,0,NGEE ANN PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,659,Arts 8; Science 6,2025.0,True,False
FINLAND GARDENS,EAST COAST AVENUE,15,MARINE PARADE,1.310520471030332,103.9242668467698,matched,1,0,0,NGEE ANN PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,638,Arts 8; Science 6,2025.0,True,False
FINLAND GARDENS,EAST COAST TERRACE,15,MARINE PARADE,1.310983355203607,103.924308460541,matched,1,0,0,NGEE ANN PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,677,Arts 8; Science 6,2025.0,True,False
FIVENINE,LORONG K TELOK KURAU,15,MARINE PARADE,1.313071065970838,103.909659767144,matched,3,1,1,CHIJ (KATONG) PRIMARY; HAIG GIRLS' SCHOOL; TAO NAN SCHOOL,TAO NAN SCHOOL,1,891,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1349,Arts 8; Science 6,2025.0,True,True
FLAMINGO VALLEY,SIGLAP ROAD,15,MARINE PARADE,1.318611071494191,103.9225589866735,matched,2,0,0,OPERA ESTATE PRIMARY SCHOOL; ST. STEPHEN'S SCHOOL,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1355,Arts 8; Science 6,2025.0,True,False
FLORA EAST,JOO CHIAT PLACE,15,MARINE PARADE,1.314497026711452,103.9057328102929,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1806,Arts 8; Science 6,2025.0,True,False
FORT GARDENS,FORT ROAD,15,MARINE PARADE,1.299138572794909,103.8848759859134,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,234,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3992,Arts 8; Science 6,2025.0,False,False
FORTUNE JADE,DUNMAN ROAD,15,MARINE PARADE,1.309917518417007,103.8948384521846,matched,3,1,1,KONG HWA SCHOOL; TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,KONG HWA SCHOOL,10,731,204%,2025.0,6,1,1,DUNMAN HIGH SCHOOL,10,1725,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2818,Arts 8; Science 6,2025.0,True,True
FRUITION,MANGIS ROAD,15,MARINE PARADE,1.314315809444035,103.9036634712993,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2002,Arts 8; Science 6,2025.0,True,False
FULCRUM,FORT ROAD,15,MARINE PARADE,1.298688313598768,103.8848534034525,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,255,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,4006,Arts 8; Science 6,2025.0,False,False
G RESIDENCES,LORONG G TELOK KURAU,15,MARINE PARADE,1.316798230337613,103.9099163209956,matched,2,0,0,ST. STEPHEN'S SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1585,Arts 8; Science 6,2025.0,True,False
GALAXY TOWERS,ONAN ROAD,15,MARINE PARADE,1.314871321021315,103.8972077992543,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2690,Arts 8; Science 6,2025.0,True,False
GALLERY 8,PULASAN ROAD,15,MARINE PARADE,1.311784985840827,103.9060348542815,matched,3,1,1,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL,TAO NAN SCHOOL,1,948,315%,2025.0,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1650,Arts 8; Science 6,2025.0,True,True
GARDEN PARK RESIDENCES,LORONG M TELOK KURAU,15,MARINE PARADE,1.31079169432659,103.9100635280899,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,634,315%,2025.0,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1193,Arts 8; Science 6,2025.0,True,True
GEMINI APARTMENTS,JALAN TUA KONG,15,MARINE PARADE,1.317251977817345,103.9248913437381,matched,2,0,0,OPERA ESTATE PRIMARY SCHOOL; ST. STEPHEN'S SCHOOL,,,,,,3,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1294,Arts 8; Science 6,2025.0,True,False
GIDEON'S LODGE,JOO CHIAT LANE,15,MARINE PARADE,1.312898122902985,103.9035560160681,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,1952,Arts 8; Science 6,2025.0,True,False
GLAMOUR VILLE,LORONG N TELOK KURAU,15,MARINE PARADE,1.30938443720972,103.9084807048342,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,570,315%,2025.0,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1313,Arts 8; Science 6,2025.0,True,True
GOLD LEAF MANSIONS,LORONG M TELOK KURAU,15,MARINE PARADE,1.311460723281935,103.9160693727376,matched,4,1,1,NGEE ANN PRIMARY SCHOOL; CHIJ (KATONG) PRIMARY; ST. STEPHEN'S SCHOOL; TAO NAN SCHOOL,TAO NAN SCHOOL,1,851,315%,2025.0,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,685,Arts 8; Science 6,2025.0,True,True
GOODWILL COURT,UPPER EAST COAST ROAD,15,MARINE PARADE,1.313410086439014,103.9277441366488,matched,1,0,0,OPERA ESTATE PRIMARY SCHOOL,,,,,,3,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1141,Arts 8; Science 6,2025.0,True,False
GRACE COURT,WOO MON CHEW ROAD,15,MARINE PARADE,1.314311261516183,103.9289726803307,matched,1,0,0,OPERA ESTATE PRIMARY SCHOOL,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1309,Arts 8; Science 6,2025.0,True,False
GRAND DUNMAN,DUNMAN ROAD,15,MARINE PARADE,1.307930119572467,103.890384748086,matched,1,1,1,KONG HWA SCHOOL,KONG HWA SCHOOL,10,409,204%,2025.0,6,1,1,DUNMAN HIGH SCHOOL,10,1212,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3293,Arts 8; Science 6,2025.0,True,True
GREENLANE APARTMENT,GREEN LANE,15,MARINE PARADE,1.310980708161205,103.8931878697638,matched,1,1,1,KONG HWA SCHOOL,KONG HWA SCHOOL,10,538,204%,2025.0,6,1,1,DUNMAN HIGH SCHOOL,10,1673,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,3016,Arts 8; Science 6,2025.0,True,True
H RESIDENCES,LORONG H TELOK KURAU,15,MARINE PARADE,1.315708301102155,103.9088827014874,matched,2,0,0,HAIG GIRLS' SCHOOL; ST. STEPHEN'S SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1589,Arts 8; Science 6,2025.0,True,False
HAIG 162,HAIG ROAD,15,MARINE PARADE,1.306337840116539,103.8987729345636,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1897,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2358,Arts 8; Science 6,2025.0,True,False
HAIG APARTMENTS,HAIG ROAD,15,MARINE PARADE,1.306177729713223,103.8995821255441,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,6,1,1,DUNMAN HIGH SCHOOL,10,1975,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2269,Arts 8; Science 6,2025.0,True,False
HAIG COURT,HAIG ROAD,15,MARINE PARADE,1.306349113174424,103.897807932637,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1799,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2465,Arts 8; Science 6,2025.0,True,False
HAIG ELEVEN,HAIG AVENUE,15,MARINE PARADE,1.308470148669483,103.8995241059696,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2283,Arts 8; Science 6,2025.0,True,False
HAIG LODGE,HAIG ROAD,15,MARINE PARADE,1.308209705885929,103.8986728752399,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1975,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2375,Arts 8; Science 6,2025.0,True,False
HAIG RESIDENCES,HAIG ROAD,15,MARINE PARADE,1.306952237565326,103.8991031544175,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1958,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2321,Arts 8; Science 6,2025.0,True,False
HAIG TEN,HAIGSVILLE DRIVE,15,MARINE PARADE,1.310096715179829,103.8977699459117,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,7,1,1,DUNMAN HIGH SCHOOL,10,1997,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2498,Arts 8; Science 6,2025.0,True,False
HAWAII TOWER,MEYER ROAD,15,MARINE PARADE,1.296803808521273,103.8899259447603,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,852,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3518,Arts 8; Science 6,2025.0,False,False
HEJI GARDENS,LORONG K TELOK KURAU,15,MARINE PARADE,1.313360491795741,103.911481522688,matched,4,1,1,CHIJ (KATONG) PRIMARY; ST. STEPHEN'S SCHOOL; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,898,315%,2025.0,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1201,Arts 8; Science 6,2025.0,True,True
HERITAGE EAST,EAST COAST ROAD,15,MARINE PARADE,1.30941222815182,103.912606742916,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,474,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,874,Arts 8; Science 6,2025.0,True,True
HERITAGE RESIDENCES,LORONG L TELOK KURAU,15,MARINE PARADE,1.312557609973246,103.912955503031,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; ST. STEPHEN'S SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,824,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1017,Arts 8; Science 6,2025.0,True,True
HOMEY GARDENS,LORONG M TELOK KURAU,15,MARINE PARADE,1.309656187565478,103.9087977610527,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,574,315%,2025.0,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1286,Arts 8; Science 6,2025.0,True,True
HUA XIN COURT,NALLUR ROAD,15,MARINE PARADE,1.311518859820903,103.933086390764,matched,0,0,0,,,,,,,5,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1552,Arts 8; Science 6,2025.0,False,False
IDYLLIC RESIDENCES,LORONG M TELOK KURAU,15,MARINE PARADE,1.310675893875752,103.9127600681479,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,614,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,916,Arts 8; Science 6,2025.0,True,True
IMPERIAL HEIGHTS,IPOH LANE,15,MARINE PARADE,1.31145537479689,103.8951696499839,matched,3,1,1,KONG HWA SCHOOL; HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,KONG HWA SCHOOL,10,760,204%,2025.0,7,1,1,DUNMAN HIGH SCHOOL,10,1866,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2809,Arts 8; Science 6,2025.0,True,True
INFINI AT EAST COAST,EAST COAST ROAD,15,MARINE PARADE,1.309176043274022,103.9113519836579,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,433,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,998,Arts 8; Science 6,2025.0,True,True
ISUITES @ MARSHALL,MARSHALL ROAD,15,MARINE PARADE,1.307064562164647,103.9007449559444,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2139,Arts 8; Science 6,2025.0,True,False
IVORY,CEYLON LANE,15,MARINE PARADE,1.311401975504899,103.9004107721787,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2238,Arts 8; Science 6,2025.0,True,False
IVORY APARTMENTS,EAST COAST ROAD,15,MARINE PARADE,1.310139812217193,103.9156912079781,matched,4,1,1,NGEE ANN PRIMARY SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; ST. STEPHEN'S SCHOOL,TAO NAN SCHOOL,1,709,315%,2025.0,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,611,Arts 8; Science 6,2025.0,True,True
J@63,LORONG J TELOK KURAU,15,MARINE PARADE,1.314132665374599,103.909109988244,matched,2,0,0,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1464,Arts 8; Science 6,2025.0,True,False
JC COURT,JOO CHIAT PLACE,15,MARINE PARADE,1.31374267236128,103.9043592838971,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1905,Arts 8; Science 6,2025.0,True,False
JC RESIDENCE,JOO CHIAT LANE,15,MARINE PARADE,1.31264875307626,103.9005810344145,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2256,Arts 8; Science 6,2025.0,True,False
JERSEY LODGE,LORONG J TELOK KURAU,15,MARINE PARADE,1.314419558225848,103.9149573270128,matched,2,0,0,ST. STEPHEN'S SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1024,Arts 8; Science 6,2025.0,True,False
JI XIANG COURT,TELOK KURAU ROAD,15,MARINE PARADE,1.313569490268482,103.9106509774205,matched,4,1,1,CHIJ (KATONG) PRIMARY; HAIG GIRLS' SCHOOL; TAO NAN SCHOOL; ST. STEPHEN'S SCHOOL,TAO NAN SCHOOL,1,927,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1288,Arts 8; Science 6,2025.0,True,True
JOO CHIAT MANSIONS,JOO CHIAT PLACE,15,MARINE PARADE,1.314143580918388,103.9043646541713,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,1923,Arts 8; Science 6,2025.0,True,False
JOO CHIAT MANSIONS,JOO CHIAT TERRACE,15,MARINE PARADE,1.314335667049855,103.9041278229716,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,1956,Arts 8; Science 6,2025.0,True,False
JOO CHIAT VERBENA,JOO CHIAT PLACE,15,MARINE PARADE,1.314731431314452,103.9069097587604,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1706,Arts 8; Science 6,2025.0,True,False
JUPITER 18,LORONG 102 CHANGI,15,MARINE PARADE,1.315626171626144,103.9004559956069,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2387,Arts 8; Science 6,2025.0,True,False
K SUITES,LORONG K TELOK KURAU,15,MARINE PARADE,1.312585161793517,103.9079059878501,matched,3,1,1,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL,TAO NAN SCHOOL,1,907,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1493,Arts 8; Science 6,2025.0,True,True
KATONG APARTMENTS,MANGIS ROAD,15,MARINE PARADE,1.313016881858956,103.9038073637241,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,1930,Arts 8; Science 6,2025.0,True,False
