project_name,street_name,postal_district,planning_area,lat,lon,match_status,primary_1km_count,primary_1km_ranked_count,top_primary_1km_count,primary_1km_schools,best_primary_1km_school,best_primary_1km_rank,best_primary_1km_distance_m,best_primary_1km_metric,best_primary_1km_source_year,secondary_2km_count,secondary_2km_ranked_count,top_secondary_2km_count,best_secondary_2km_school,best_secondary_2km_rank,best_secondary_2km_distance_m,best_secondary_2km_metric,best_secondary_2km_source_year,jc_5km_count,jc_5km_ranked_count,top_jc_5km_count,best_jc_5km_school,best_jc_5km_rank,best_jc_5km_distance_m,best_jc_5km_metric,best_jc_5km_source_year,has_primary_1km,has_ranked_primary_1km
KATONG GARDENS,TEMBELING ROAD,15,MARINE PARADE,1.308755058122272,103.9056369592104,matched,4,1,1,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY; TANJONG KATONG PRIMARY SCHOOL; TAO NAN SCHOOL,TAO NAN SCHOOL,1,762,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1611,Arts 8; Science 6,2025.0,True,True
KATONG REGENCY,TANJONG KATONG ROAD,15,MARINE PARADE,1.315031771087593,103.8947603865419,matched,2,1,1,KONG HWA SCHOOL; HAIG GIRLS' SCHOOL,KONG HWA SCHOOL,10,842,204%,2025.0,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2953,Arts 8; Science 6,2025.0,True,True
KATONG VILLE,TANJONG KATONG ROAD,15,MARINE PARADE,1.313089341375298,103.8938508509231,matched,1,1,1,KONG HWA SCHOOL,KONG HWA SCHOOL,10,654,204%,2025.0,7,1,1,DUNMAN HIGH SCHOOL,10,1898,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2991,Arts 8; Science 6,2025.0,True,True
KING'S MANSION,AMBER GARDENS,15,MARINE PARADE,1.300613409315252,103.8984087517851,matched,1,0,0,TANJONG KATONG PRIMARY SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1721,IP AL8M,2025.0,2,2,2,VICTORIA JUNIOR COLLEGE,7,2492,Arts 8; Science 6,2025.0,True,False
KING'S MANSION,AMBER ROAD,15,MARINE PARADE,1.299995614890404,103.8989656080392,matched,1,0,0,TANJONG KATONG PRIMARY SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1781,IP AL8M,2025.0,2,2,2,VICTORIA JUNIOR COLLEGE,7,2453,Arts 8; Science 6,2025.0,True,False
KING'S MANSION,TANJONG KATONG ROAD,15,MARINE PARADE,1.300078177214362,103.8980119597053,matched,1,0,0,TANJONG KATONG PRIMARY SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1675,IP AL8M,2025.0,2,2,2,VICTORIA JUNIOR COLLEGE,7,2551,Arts 8; Science 6,2025.0,True,False
KINGS APARTMENTS,LORONG K TELOK KURAU,15,MARINE PARADE,1.311911040256841,103.9077211968357,matched,3,1,1,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL,TAO NAN SCHOOL,1,851,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1481,Arts 8; Science 6,2025.0,True,True
KNOX VIEW,LORONG M TELOK KURAU,15,MARINE PARADE,1.310740291072896,103.9096923726337,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,641,315%,2025.0,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1229,Arts 8; Science 6,2025.0,True,True
KOON SENG COURT,KOON SENG ROAD,15,MARINE PARADE,1.312950165988694,103.9056674344057,matched,2,0,0,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1736,Arts 8; Science 6,2025.0,True,False
KOON SENG HOUSE,KOON SENG ROAD,15,MARINE PARADE,1.312221939820176,103.904564129604,matched,3,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1821,Arts 8; Science 6,2025.0,True,False
LA MARIPOSA,MANGIS ROAD,15,MARINE PARADE,1.312707634182185,103.9046711980214,matched,2,0,0,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1828,Arts 8; Science 6,2025.0,True,False
LA MEYER,MEYER ROAD,15,MARINE PARADE,1.297681105963172,103.889729287279,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,796,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3510,Arts 8; Science 6,2025.0,False,False
LA VIDA @ 130,LORONG K TELOK KURAU,15,MARINE PARADE,1.313538098630976,103.9149443916689,matched,4,1,1,ST. STEPHEN'S SCHOOL; CHIJ (KATONG) PRIMARY; NGEE ANN PRIMARY SCHOOL; TAO NAN SCHOOL,TAO NAN SCHOOL,1,992,315%,2025.0,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,944,Arts 8; Science 6,2025.0,True,True
LAGOON VIEW,MARINE PARADE ROAD,15,MARINE PARADE,1.309146462806371,103.9327156594235,matched,0,0,0,,,,,,,4,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1441,Arts 8; Science 6,2025.0,False,False
LAGUNA PARK,MARINE PARADE ROAD,15,MARINE PARADE,1.309092634843166,103.9292892181365,matched,0,0,0,,,,,,,3,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1068,Arts 8; Science 6,2025.0,False,False
LAVERNE'S LOFT,LORONG L TELOK KURAU,15,MARINE PARADE,1.311269132317298,103.9102778547187,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,680,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1192,Arts 8; Science 6,2025.0,True,True
LE CONNEY PARK,LORONG L TELOK KURAU,15,MARINE PARADE,1.312244550955742,103.9117053940406,matched,5,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; ST. STEPHEN'S SCHOOL; HAIG GIRLS' SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,774,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1107,Arts 8; Science 6,2025.0,True,True
LE MERRITT,LORONG M TELOK KURAU,15,MARINE PARADE,1.310853268861818,103.9134848893212,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL; ST. STEPHEN'S SCHOOL,TAO NAN SCHOOL,1,655,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,857,Arts 8; Science 6,2025.0,True,True
LEGENDA AT JOO CHIAT,JOO CHIAT LANE,15,MARINE PARADE,1.313282580199121,103.9020518853932,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,7,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2123,Arts 8; Science 6,2025.0,True,False
LEVILLE ISUITES,CEYLON ROAD,15,MARINE PARADE,1.306116411869743,103.9030632018979,matched,4,1,1,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL,TAO NAN SCHOOL,1,948,315%,2025.0,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1882,Arts 8; Science 6,2025.0,True,True
LIV @ MB,ARTHUR ROAD,15,MARINE PARADE,1.299589353059589,103.8880334243352,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,568,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3639,Arts 8; Science 6,2025.0,False,False
LIVINGSTON MANSIONS,LORONG L TELOK KURAU,15,MARINE PARADE,1.312956134472888,103.9150023467389,matched,4,1,1,ST. STEPHEN'S SCHOOL; CHIJ (KATONG) PRIMARY; NGEE ANN PRIMARY SCHOOL; TAO NAN SCHOOL,TAO NAN SCHOOL,1,935,315%,2025.0,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,889,Arts 8; Science 6,2025.0,True,True
MABELLE,LORONG M TELOK KURAU,15,MARINE PARADE,1.310589193355579,103.9095134311904,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,632,315%,2025.0,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1242,Arts 8; Science 6,2025.0,True,True
MADEIRA COURT,LORONG M TELOK KURAU,15,MARINE PARADE,1.310146476255154,103.9097945207758,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,575,315%,2025.0,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1196,Arts 8; Science 6,2025.0,True,True
MALVERN SPRINGS,ONAN ROAD,15,MARINE PARADE,1.30587476907111,103.9039011561135,matched,4,1,1,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL,TAO NAN SCHOOL,1,853,315%,2025.0,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1790,Arts 8; Science 6,2025.0,True,True
MANDARIN GARDENS,SIGLAP ROAD,15,MARINE PARADE,1.307406404401198,103.9234817524017,matched,1,0,0,NGEE ANN PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,397,Arts 8; Science 6,2025.0,True,False
MARGATE POINT,MARGATE ROAD,15,MARINE PARADE,1.299837202916631,103.8887411991141,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,645,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3556,Arts 8; Science 6,2025.0,False,False
MARINE BLUE,MARINE PARADE ROAD,15,MARINE PARADE,1.303495341030539,103.9052532111462,matched,4,1,1,TANJONG KATONG PRIMARY SCHOOL; TAO NAN SCHOOL; CHIJ (KATONG) PRIMARY; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,728,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1676,Arts 8; Science 6,2025.0,True,True
MARINE MEADOWS,MARINE PARADE,15,MARINE PARADE,1.305005512838807,103.9065292278237,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,559,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1507,Arts 8; Science 6,2025.0,True,True
MARINE VIEW MANSIONS,MARINE PARADE,15,MARINE PARADE,1.303780973678323,103.9054659829425,matched,4,1,1,TANJONG KATONG PRIMARY SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,697,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1646,Arts 8; Science 6,2025.0,True,True
MARINE VILLE,MARINE PARADE,15,MARINE PARADE,1.304604427306967,103.9066032980662,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,555,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1506,Arts 8; Science 6,2025.0,True,True
MARSHALL LODGE,MARSHALL ROAD,15,MARINE PARADE,1.306344968102532,103.9011434074868,matched,2,0,0,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,2095,Arts 8; Science 6,2025.0,True,False
MARTIA 8,MARTIA ROAD,15,MARINE PARADE,1.307242096561445,103.9104675031204,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,249,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1059,Arts 8; Science 6,2025.0,True,True
MARTIA RESIDENCE,MARTIA ROAD,15,MARINE PARADE,1.307415442496292,103.9111627860726,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,241,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,984,Arts 8; Science 6,2025.0,True,True
MAYA,STILL ROAD,15,MARINE PARADE,1.309248826986511,103.9078157692461,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,TAO NAN SCHOOL,1,606,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1382,Arts 8; Science 6,2025.0,True,True
MAYFAIR RESIDENCES,EAST COAST ROAD,15,MARINE PARADE,1.30981699540349,103.9143147263752,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,590,315%,2025.0,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,719,Arts 8; Science 6,2025.0,True,True
MEIER SUITES,MARGATE ROAD,15,MARINE PARADE,1.298775260097983,103.888517626802,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,634,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3607,Arts 8; Science 6,2025.0,False,False
MELINIA COURT,LORONG M TELOK KURAU,15,MARINE PARADE,1.310798924999044,103.9129043672293,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,631,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,909,Arts 8; Science 6,2025.0,True,True
MELROSE VILLE,ROSE LANE,15,MARINE PARADE,1.310602376101274,103.8932637908649,matched,2,1,1,KONG HWA SCHOOL; TANJONG KATONG PRIMARY SCHOOL,KONG HWA SCHOOL,10,548,204%,2025.0,6,1,1,DUNMAN HIGH SCHOOL,10,1648,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,3002,Arts 8; Science 6,2025.0,True,True
MERIDIAN 38,LORONG M TELOK KURAU,15,MARINE PARADE,1.31030754275963,103.9108572724529,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,564,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1091,Arts 8; Science 6,2025.0,True,True
MERLOT VILLE,TELOK KURAU ROAD,15,MARINE PARADE,1.310508486396974,103.9119652599204,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL,TAO NAN SCHOOL,1,583,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,987,Arts 8; Science 6,2025.0,True,True
MEYER BLUE,MEYER ROAD,15,MARINE PARADE,1.296583071809255,103.891682981836,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1042,IP AL8M,2025.0,3,2,2,VICTORIA JUNIOR COLLEGE,7,3341,Arts 8; Science 6,2025.0,False,False
MEYER MANSION,MEYER ROAD,15,MARINE PARADE,1.296472195117778,103.8910346492566,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,980,IP AL8M,2025.0,3,2,2,VICTORIA JUNIOR COLLEGE,7,3413,Arts 8; Science 6,2025.0,False,False
MEYER RESIDENCE,MEYER PLACE,15,MARINE PARADE,1.298587910348034,103.8861945966295,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,393,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3863,Arts 8; Science 6,2025.0,False,False
MEYERHOUSE,MEYER ROAD,15,MARINE PARADE,1.298327163705296,103.8934475987931,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1182,IP AL8M,2025.0,3,2,2,VICTORIA JUNIOR COLLEGE,7,3093,Arts 8; Science 6,2025.0,False,False
MODA,EAST COAST ROAD,15,MARINE PARADE,1.304143921478777,103.9030409228612,matched,4,1,1,TANJONG KATONG PRIMARY SCHOOL; HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL,TAO NAN SCHOOL,1,955,315%,2025.0,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1905,Arts 8; Science 6,2025.0,True,True
MOUNTBATTEN LODGE,MOUNTBATTEN ROAD,15,MARINE PARADE,1.300994030836719,103.8888526162246,matched,0,0,0,,,,,,,6,1,1,DUNMAN HIGH SCHOOL,10,667,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3518,Arts 8; Science 6,2025.0,False,False
MOUNTBATTEN REGENCY,MOUNTBATTEN ROAD,15,MARINE PARADE,1.302693025922457,103.8978687274834,matched,1,0,0,TANJONG KATONG PRIMARY SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1687,IP AL8M,2025.0,2,2,2,VICTORIA JUNIOR COLLEGE,7,2498,Arts 8; Science 6,2025.0,True,False
MOUNTBATTEN SUITES,MOUNTBATTEN ROAD,15,MARINE PARADE,1.303260899326113,103.8999513728396,matched,1,0,0,TANJONG KATONG PRIMARY SCHOOL,,,,,,6,1,1,DUNMAN HIGH SCHOOL,10,1926,IP AL8M,2025.0,2,2,2,VICTORIA JUNIOR COLLEGE,7,2259,Arts 8; Science 6,2025.0,True,False
NATURALIS,LORONG M TELOK KURAU,15,MARINE PARADE,1.309714302745735,103.9084964243202,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,598,315%,2025.0,4,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1320,Arts 8; Science 6,2025.0,True,True
NATURE MANSIONS,LORONG K TELOK KURAU,15,MARINE PARADE,1.312326277405894,103.9103923939759,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,793,315%,2025.0,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1236,Arts 8; Science 6,2025.0,True,True
NEPTUNE COURT,MARINE VISTA,15,MARINE PARADE,1.305833660778204,103.9214381038494,matched,1,0,0,NGEE ANN PRIMARY SCHOOL,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,188,Arts 8; Science 6,2025.0,True,False
NYON,AMBER ROAD,15,MARINE PARADE,1.299808384936388,103.8984927585965,matched,1,0,0,TANJONG KATONG PRIMARY SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1729,IP AL8M,2025.0,2,2,2,VICTORIA JUNIOR COLLEGE,7,2509,Arts 8; Science 6,2025.0,True,False
OCEAN PARK,EAST COAST ROAD,15,MARINE PARADE,1.309091252829344,103.9186062590156,matched,3,1,1,NGEE ANN PRIMARY SCHOOL; CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL,TAO NAN SCHOOL,1,891,315%,2025.0,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,307,Arts 8; Science 6,2025.0,True,True
OLA RESIDENCES,MOUNTBATTEN ROAD,15,MARINE PARADE,1.303036350486209,103.8988130540057,matched,1,0,0,TANJONG KATONG PRIMARY SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1797,IP AL8M,2025.0,2,2,2,VICTORIA JUNIOR COLLEGE,7,2388,Arts 8; Science 6,2025.0,True,False
OLLOI,LORONG 101 CHANGI,15,MARINE PARADE,1.314964838685116,103.8995307313543,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2452,Arts 8; Science 6,2025.0,True,False
ONAN SUITES,ONAN ROAD,15,MARINE PARADE,1.311827113539613,103.9000611453877,matched,2,0,0,HAIG GIRLS' SCHOOL; TANJONG KATONG PRIMARY SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2287,Arts 8; Science 6,2025.0,True,False
ONE @ PULASAN,PULASAN ROAD,15,MARINE PARADE,1.312429602154977,103.9060887191089,matched,2,0,0,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1671,Arts 8; Science 6,2025.0,True,False
ONE AMBER,AMBER GARDENS,15,MARINE PARADE,1.301376380102639,103.8981667521173,matched,1,0,0,TANJONG KATONG PRIMARY SCHOOL,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,1700,IP AL8M,2025.0,2,2,2,VICTORIA JUNIOR COLLEGE,7,2496,Arts 8; Science 6,2025.0,True,False
ONE EIGHTIES RESIDENCES,JOO CHIAT TERRACE,15,MARINE PARADE,1.314796735119026,103.9053352259202,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1861,Arts 8; Science 6,2025.0,True,False
ONE FORT,FORT ROAD,15,MARINE PARADE,1.300320219151937,103.8850975656443,matched,0,0,0,,,,,,,6,1,1,DUNMAN HIGH SCHOOL,10,243,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3942,Arts 8; Science 6,2025.0,False,False
ONE K GREENLANE,GREEN LANE,15,MARINE PARADE,1.310994791602906,103.8934423150491,matched,2,1,1,KONG HWA SCHOOL; TANJONG KATONG PRIMARY SCHOOL,KONG HWA SCHOOL,10,566,204%,2025.0,6,1,1,DUNMAN HIGH SCHOOL,10,1693,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2989,Arts 8; Science 6,2025.0,True,True
ONE MEYER,MEYER PLACE,15,MARINE PARADE,1.298240182102755,103.8861636358258,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,406,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,3875,Arts 8; Science 6,2025.0,False,False
OPERA ESTATE,SWAN LAKE AVENUE,15,MARINE PARADE,1.322434176507151,103.9239815443522,matched,2,0,0,OPERA ESTATE PRIMARY SCHOOL; ST. STEPHEN'S SCHOOL,,,,,,5,0,0,,,,,,1,1,1,VICTORIA JUNIOR COLLEGE,7,1805,Arts 8; Science 6,2025.0,True,False
PALAZZETTO,TANJONG RHU ROAD,15,MARINE PARADE,1.299181117385791,103.8838286093979,matched,0,0,0,,,,,,,5,1,1,DUNMAN HIGH SCHOOL,10,131,IP AL8M,2025.0,4,3,3,VICTORIA JUNIOR COLLEGE,7,4105,Arts 8; Science 6,2025.0,False,False
PALM GALLERIA,LORONG K TELOK KURAU,15,MARINE PARADE,1.312937891295914,103.9120507452099,matched,3,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; ST. STEPHEN'S SCHOOL,TAO NAN SCHOOL,1,853,315%,2025.0,6,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1122,Arts 8; Science 6,2025.0,True,True
PALM LOFT,JOO CHIAT TERRACE,15,MARINE PARADE,1.31461533619849,103.903415773085,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2041,Arts 8; Science 6,2025.0,True,False
PALM OASIS,LORONG H TELOK KURAU,15,MARINE PARADE,1.316085053163027,103.9088006637502,matched,2,0,0,HAIG GIRLS' SCHOOL; ST. STEPHEN'S SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1623,Arts 8; Science 6,2025.0,True,False
PALM VISTA,LORONG G TELOK KURAU,15,MARINE PARADE,1.317548107826708,103.9094677177221,matched,2,0,0,ST. STEPHEN'S SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1680,Arts 8; Science 6,2025.0,True,False
PALMERA RESIDENCE,LORONG N TELOK KURAU,15,MARINE PARADE,1.309505445059032,103.9112892794937,matched,4,1,1,CHIJ (KATONG) PRIMARY; TAO NAN SCHOOL; NGEE ANN PRIMARY SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,470,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1015,Arts 8; Science 6,2025.0,True,True
PARADISE PALMS,DUNMAN ROAD,15,MARINE PARADE,1.309955390266097,103.8953204107194,matched,3,1,1,TANJONG KATONG PRIMARY SCHOOL; KONG HWA SCHOOL; HAIG GIRLS' SCHOOL,KONG HWA SCHOOL,10,783,204%,2025.0,6,1,1,DUNMAN HIGH SCHOOL,10,1769,IP AL8M,2025.0,3,3,3,VICTORIA JUNIOR COLLEGE,7,2765,Arts 8; Science 6,2025.0,True,True
PARC BLEU,JOO CHIAT PLACE,15,MARINE PARADE,1.314173043367881,103.9076081975545,matched,2,0,0,HAIG GIRLS' SCHOOL; CHIJ (KATONG) PRIMARY,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1607,Arts 8; Science 6,2025.0,True,False
PARC ELEGANCE,TELOK KURAU ROAD,15,MARINE PARADE,1.317851323450285,103.9089054583575,matched,2,0,0,ST. STEPHEN'S SCHOOL; HAIG GIRLS' SCHOOL,,,,,,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1747,Arts 8; Science 6,2025.0,True,False
PARC SEABREEZE,JOO CHIAT ROAD,15,MARINE PARADE,1.304039853536903,103.9058031968384,matched,4,1,1,CHIJ (KATONG) PRIMARY; TANJONG KATONG PRIMARY SCHOOL; TAO NAN SCHOOL; HAIG GIRLS' SCHOOL,TAO NAN SCHOOL,1,654,315%,2025.0,5,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1604,Arts 8; Science 6,2025.0,True,True
PARK COURT,LORONG 101 CHANGI,15,MARINE PARADE,1.315596134065022,103.9001941838513,matched,1,0,0,HAIG GIRLS' SCHOOL,,,,,,6,0,0,,,,,,3,3,3,VICTORIA JUNIOR COLLEGE,7,2412,Arts 8; Science 6,2025.0,True,False
PARK EAST,JALAN TUA KONG,15,MARINE PARADE,1.318005249190102,103.9239830168726,matched,2,0,0,OPERA ESTATE PRIMARY SCHOOL; ST. STEPHEN'S SCHOOL,,,,,,3,0,0,,,,,,2,2,2,VICTORIA JUNIOR COLLEGE,7,1333,Arts 8; Science 6,2025.0,True,False
